SampleID,Abditibacteriota,Acetothermia,Acidobacteriota,Actinobacteriota,Armatimonadota,Bacteroidota,Bdellovibrionota,CK-2C2-2,Caldatribacteriota,Caldisericota,Calditrichota,Campilobacterota,Chloroflexi,Cloacimonadota,Coprothermobacterota,Cyanobacteria,Dadabacteria,Deferrisomatota,Deinococcota,Dependentiae,Desulfobacterota,Dictyoglomota,Elusimicrobiota,FCPU426,Fermentibacterota,Fibrobacterota,Firmicutes,Fusobacteriota,Gemmatimonadota,Halanaerobiaeota,Hydrogenedentes,Hydrothermae,LCP-89,Latescibacterota,MBNT15,Margulisbacteria,Marinimicrobia_(SAR406_clade),Methylomirabilota,Myxococcota,NB1-j,NKB15,Nitrospirota,PAUC34f,Patescibacteria,Planctomycetota,Proteobacteria,SAR324_clade(Marine_group_B),Spirochaetota,Sumerlaeota,Sva0485,Synergistota,TA06,Thermotogota,Unclassified,Verrucomicrobiota,WOR-1,WPS-2,WS1,WS2,WS4,Zixibacteria,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
1-5,0.0,0.0,0.00917726143504311,0.017536168347216132,0.0020751132544205757,0.25746017828437817,0.00029226947245360223,0.0009060353646061669,0.0,0.0034780067221978662,0.0,0.0003799503141896829,0.008388133859418384,0.237322811632325,0.0,0.0,0.0,0.0,0.00011690778898144089,0.0020458863071752156,0.06494227677919041,0.0,0.0,0.0,0.00029226947245360223,0.0,0.12778021335671488,0.0,0.001724389887476253,0.0,0.006079205027034926,0.0,0.0,2.9226947245360222e-05,0.0,0.0,0.0005553119976618443,0.0,0.00029226947245360223,0.0,0.0,0.0,0.0,0.0021920210434020165,0.0036533684056700277,0.14949583516001755,0.0059915241852988455,0.040128598567879585,0.0003507233669443227,0.0004091772614350431,0.019143650445710945,0.0,0.012216863948560574,0.0024550635686102587,0.01993277802133567,0.0,0.0009937162063422475,0.0021627940961566564,0.0,0.0,0.0,0,0,0,0,0
1-6,0.0,0.0,0.0,0.004493839091568011,0.0,0.27378593863251993,0.0,0.0,0.009325924136264799,9.664170089393573e-05,0.0,0.0,0.001497946363856004,0.03841507610533945,0.0,0.0,0.0,0.0,0.0,0.0,0.020439719739067407,0.0,0.0,0.0,0.04522831601836192,0.0012563421116211645,0.5725537569461222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024160425223483932,0.0001449625513409036,0.009712490939840541,0.0006281710558105822,0.0017395506160908431,0.0,0.0,0.01087219135056777,0.0,0.0,0.0,0.009567528388499637,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
1-7,0.0,0.0,0.04502664298401421,0.019338365896980462,0.01116785079928952,0.3149422735346359,0.0014653641207815276,0.00035523978685612787,0.0009103019538188277,0.035812611012433396,0.0,0.00013321492007104796,0.052708703374777975,0.01838365896980462,0.0,0.0,0.0,0.0,0.0,0.0011767317939609236,0.08008436944937833,0.0,0.0,0.00011101243339253997,0.0006438721136767317,0.00015541740674955595,0.0802619893428064,0.0,0.003063943161634103,0.0,0.002642095914742451,0.0,0.0,0.0010435168738898756,0.0,0.0,0.0,0.0,0.0038632326820603907,0.0,0.0017317939609236234,0.0025310834813499113,0.00011101243339253997,0.0045071047957371225,0.015652753108348134,0.21809502664298402,0.007015985790408526,0.04986678507992895,0.0008214920071047958,0.0003774422735346359,0.004995559502664298,0.0018650088809946713,0.0033303730017761987,0.003241563055062167,0.011789520426287744,0.0,0.00017761989342806393,0.0,0.0,0.0,0.0005994671403197158,0,0,0,0,0
1-8,0.0,0.0,0.011561322122354306,0.008444476659901421,0.007139750652363004,0.2410843722818208,0.0005798782255726297,0.0019570890113076254,0.0017033922876196,0.007067265874166425,0.0,0.0,0.09821687445636416,0.09118585097129603,0.0,0.0,0.0,0.0,0.0,0.0006523630037692085,0.09669469411423601,0.0,0.0,0.0,0.0,0.0,0.2609089591185851,0.0,0.0008698173383589446,0.0,0.003515511742534068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001812119454914468,0.0,0.0,0.0,0.0,0.0007973325601623659,0.003732966077123804,0.0585677007828356,0.008625688605392867,0.022035372571759932,0.00014496955639315743,0.0,0.026239489707161497,0.0,0.03178457523919977,0.005690055088431429,0.009712960278341549,0.0,0.0,0.0008698173383589446,0.0,0.0,3.624238909828936e-05,0,0,0,0,0
1-9,0.0,0.0,0.0,0.0027890207816060678,0.0,0.32651950613924696,0.0,0.0,0.0015645726335838917,0.0,0.0,0.0,0.0,0.00826502499914969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6078364681473419,0.0,0.0,0.010611883949525527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013264854936906907,0.0,0.0013945103908030339,0.0,0.0,0.01598585082140063,0.0,0.009353423352947178,0.0,0.002414883847488181,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0
2-1,0.0,0.0,0.0,0.02224121592746056,0.0,0.19314740147531542,0.0,0.0,0.013210947806536725,0.0,0.0,0.0,0.0,0.05275088723313328,0.0,0.0002601311804381352,0.0,0.0,0.0,0.0,0.0003716159720544789,0.0,0.0,0.0,0.0,0.00022296958323268735,0.6405916126275107,9.290399301361973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011520095133688846,0.000334454374849031,0.04667496609004255,0.0,0.013378174993961241,0.0,0.0,0.008417101767033947,0.0,0.0014121406938070197,0.00035303517345175494,0.005184042810159981,0.0,0.0,0.0002043887846299634,0.0,0.0,0.0,0,1,1,0,0
2-10,0.0,0.0021056991956919465,0.060167765542476444,0.02336980910628603,0.009423866892195105,0.10511236148986848,0.0002416376126203873,0.0011391487452103973,0.0040388000966550455,0.026718216024025684,0.0,0.00037971624840346576,0.017535986744450966,0.19545030895094756,0.0,0.0,0.0,0.0,0.0,0.0015879043115054024,0.08239842590355208,0.0,0.0,0.0,0.0,0.0,0.08906072008008561,0.0,0.0024854154440954123,0.0,0.007283648037557389,0.0025544547619869517,0.0,6.903931789153924e-05,0.0,0.0,0.004901791570299285,0.0,0.00448755566295005,0.0004142359073492354,0.0,0.0002071179536746177,0.0,0.005281507818702751,0.005316027477648521,0.08906072008008561,0.0027270530567157997,0.23252442265870413,0.0011046290862646278,0.0010701094273188581,0.002865131692498878,0.0,0.0022092581725292556,0.0016569436293969416,0.01270323449204322,0.0,0.0,0.0011391487452103973,0.0,0.0,0.0012081880631019365,0,0,0,0,1
2-11,0.0,0.07904639530081226,0.017484282501950346,0.012482217429213896,0.004015419209765499,0.12151805791381763,0.0010095911155981827,0.0007801385893258685,0.001720893947042357,0.021339084943325225,0.01046303519801753,0.0009866458629709514,0.013583589555321005,0.09595704648708182,0.0,0.0,0.0013767151576338855,0.0,0.0,0.001078426873479877,0.05309531457941352,0.0,0.0,0.0,0.0,6.883575788169428e-05,0.043228855949704006,0.0,0.0033041163783213254,0.0,0.0006883575788169427,0.0,0.0004359597999173971,0.0006195218209352485,0.0005047955577990914,0.0,0.004313707493919508,0.0,0.004015419209765499,0.0007113028314441742,0.0,0.002202744252214217,0.0006883575788169427,0.0012619888944977284,0.017759625533477125,0.2545316873938782,0.005713367904180625,0.08216694965811573,0.0016291129365334312,0.00128493414712496,0.002592813546877151,0.011656188334633564,0.06713780918727916,0.04102611169748979,0.01576338855490799,0.0,0.0,0.0002753430315267771,0.0,0.0,0.0004818503051718599,0,0,0,0,0
2-12,0.0,0.0,0.0,0.0018246661690304387,0.00038705039949130516,0.29871996903596804,0.0,0.0,0.013878521467473943,0.0,0.0,0.0,0.000276464571065218,0.021564236543087003,0.0,0.0,0.0,0.0,0.0,0.014984379751734816,0.003179342567250007,0.0,0.0,0.0,0.0,0.0007188078847695668,0.5755715905006773,0.000138232285532609,0.0,0.0,0.0002488181139586962,0.0,0.0,0.0,0.0,0.0,0.0003317574852782616,0.0,0.000138232285532609,0.0,0.0,0.0,0.0,0.000414696856597827,0.000691161427663045,0.002902877996184789,0.0,0.04077852423211965,0.0,0.0,0.01841254043294352,0.0,0.000138232285532609,0.0,0.004699897708108706,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
2-13,0.0,0.0,0.0008110526904575456,0.006180780847969572,8.39020024611254e-05,0.2576071148898087,0.0,0.0,0.01406756907931536,0.002489092739680054,0.0,0.0014543013759928405,0.0785882089719208,0.022010291978968564,0.0,0.0,0.00027967334153708467,0.0,0.00027967334153708467,0.0,0.011550509005481598,0.0,0.0,0.0,0.0,0.0002517060073833762,0.440233806913525,0.0016221053809150911,0.0,0.0,0.00011186933661483388,0.0,0.0,0.0,0.0,0.0,0.016388857814073163,0.0,0.0,0.0,0.0,0.0,0.0,0.0015102360443002573,0.0014263340418391318,0.02539433941156729,0.009089383599955252,0.014095536413469069,0.0,0.0,0.03425998433829287,0.0,0.05042510347913637,0.0001678040049222508,0.008977514263340418,0.0,0.0,0.0006432486855352948,0.0,0.0,0.0,0,0,0,0,0
2-14,0.0,0.0,0.0,0.0001395705878247924,0.00018609411709972319,0.2733722580194934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009630370559910674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6866175068040662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022563911698341437,0.00039544999883691176,0.001232873525785666,0.0,0.005094326455604922,0.0,0.0,0.015376026425364628,0.0,0.004675614692130545,0.0,0.0010235176440484776,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
2-15,0.0,0.0,0.02230843840931135,0.014133296383538867,0.0032700568103089926,0.2893168906747956,0.0017735901344048774,0.0007205209921019814,0.00665096300401829,0.005348482749064709,0.0,0.0011639185257032007,0.018678121102951365,0.15277816267147015,0.0,0.00022169876680060968,0.0,0.0,0.0,0.003159207426908688,0.07942358320631841,0.0,0.0,5.542469170015242e-05,0.0,0.0013301926008036581,0.1403353193847859,0.0,0.0005542469170015242,0.0,0.0016073160593044202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008313703755022863,0.0003879728419010669,0.0,0.0005542469170015242,0.0,0.006983511154219205,0.013495912428987114,0.11866426493002633,0.0016904530968546488,0.048053207704032146,0.005015934598863794,0.000526534571151448,0.01557433836774283,0.0,0.028820839684079256,0.0005819592628516004,0.01477068033809062,0.0,0.0,0.00019398642095053346,0.0,0.0,0.0010253567964528198,0,0,0,0,0
2-16,0.0,0.0,0.03019538188277087,0.00802841918294849,0.0016104203670811131,0.259206631142688,0.000852575488454707,0.0,0.018140911782119597,0.025482534043812906,0.0,0.001492007104795737,0.020272350503256365,0.1555002960331557,0.024061574896388396,0.0,0.0,0.0,0.00016577856719952636,0.00037892243931320307,0.06197750148016578,0.0002605091770278271,0.0,0.0,0.0,0.0006394316163410302,0.06181172291296625,0.0011367673179396092,0.0015156897572528123,0.0,0.00492599171107164,0.0007578448786264061,0.0,0.0,0.0002841918294849023,0.0,0.0023919478981645945,0.0,0.00492599171107164,0.0,0.0,0.00123149792776791,0.0,0.003410301953818828,0.005802249851983422,0.24139727649496745,0.001113084665482534,0.03263469508584962,0.0013972764949674364,0.0,0.009828300769686205,0.0,0.004878626406157489,0.0003315571343990527,0.009544108940201303,0.0,0.0015156897572528123,0.0008999407933688573,0.0,0.0,0.0,0,0,0,0,0
2-17,0.0,0.0,0.0021511384271546306,0.008716301159379802,0.002765749406341668,0.2818270708199469,0.0005866741164967175,0.0,0.005475625087302696,0.0,0.0,0.002430507054057829,0.0022070121525352704,0.16379382595334543,0.0,0.0,0.0,0.0,0.0,0.0025422545048191087,0.030479117195138985,0.0,0.0,0.0,0.012348093309121386,0.0012850956837547143,0.35999441262746196,0.0,0.0,0.0,0.001843832937561112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005866741164967175,0.0,0.0,0.0003352423522838385,0.0,0.002681938818270708,0.008800111747450762,0.062271266936723,0.003408297248219025,0.017879592121804722,0.0,0.0,0.011817292918005307,0.0,0.0014247799972063138,0.0005028635284257578,0.01109093448805699,0.0,0.0,0.00044698980304511805,0.0,0.0,0.0003073054895935186,0,0,0,0,0
2-18,0.0,0.0,0.0019545388736064862,0.008107716809034313,0.0014236764634911444,0.17762173640268328,0.0007480333960716182,0.0,0.0017856281067516046,0.0060083972781236426,0.0,0.0046812412528352875,0.004319289609574828,0.26282515322619565,0.0,0.0,0.0,0.0,0.00021717098595627624,0.0008204237247237102,0.048477390087351,0.0,0.0,0.00021717098595627624,0.0,0.00045847208146324985,0.21323777809951258,0.001134115148882776,0.0001206505477534868,0.0,0.000603252738767434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001544327011244631,0.0,0.0,0.0020510593118092755,0.0,0.004343419719125525,0.005863616620819459,0.15238164181265382,0.0006515129578688288,0.01993147048887602,0.0,0.0,0.011727233241638917,0.0,0.018942135997297428,0.027628975435548476,0.01927995753100719,0.0,0.0001206505477534868,0.0007721635056223155,0.0,0.0,0.0,0,0,0,0,0
2-19,0.0,0.0,0.0,0.0008035557341234964,0.0,0.3138889586419908,0.0,0.0,0.0006528890339753409,0.0,0.0,0.0,0.00015066670014815558,0.007558446124099139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012555558345679632,0.6563543680787485,0.00012555558345679632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009291113175802928,0.0,0.001983778218617382,0.0,0.004570223237827386,0.0,0.0,0.009090224242272054,0.0,0.0019084448685433041,0.0,0.0018582226351605857,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
2-2,0.0,0.0,0.0033657829328914667,0.011236536868268435,0.0002847970173985087,0.28730840927920465,0.0024596106048053023,0.00015534382767191384,0.006343206296603148,0.0034175642087821046,0.0,0.00023301574150787075,0.01209092792046396,0.1488711681855841,0.0,0.0,0.0,0.0,0.00012945318972659486,0.0015016570008285005,0.03249275062137531,0.0,0.0,0.0,0.0,0.00012945318972659486,0.32075911350455677,0.0,0.002822079536039768,0.0,0.0012427506213753107,0.0,0.0,0.0,0.0,0.0,0.00044014084507042255,0.0,0.0021230323115161557,0.0002589063794531897,0.0,0.0,0.0,0.003676470588235294,0.0065503314001657004,0.06571043910521955,0.00831089478044739,0.003624689312344656,0.0,0.0,0.021385666942833472,0.0,0.04551574150787075,0.0,0.005695940347970174,0.0,0.0,0.001864125932062966,0.0,0.0,0.0,0,0,0,0,0
2-20,0.0,0.0,0.0,0.0016851441241685144,0.00029563932002956393,0.1895639320029564,0.0,0.0,0.002394678492239468,0.0,0.0,0.0,0.0006208425720620843,0.08946045824094605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6851441241685144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004818920916481892,0.0005617147080561715,0.00286770140428677,0.0,0.0016851441241685144,0.0,0.0,0.0073318551367331855,0.0,0.0,0.0,0.013185513673318551,0.0,0.0,0.0003843311160384331,0.0,0.0,0.0,0,1,1,0,0
2-21,0.0,0.0,0.005313287153652393,0.023417821158690177,0.0013381612090680101,0.22229219143576825,0.0,0.000551007556675063,0.0022433879093198992,0.010508501259445843,0.0,0.002991183879093199,0.03121064231738035,0.04750472292191436,0.0,0.0,0.0003542191435768262,0.0,0.0011413727959697733,0.0007477959697732997,0.08658690176322419,0.0,0.0,0.0,0.0,0.00015743073047858942,0.2134367128463476,0.0010626574307304787,0.001220088161209068,0.0,0.0018104534005037784,0.0,0.0,0.0,0.0010626574307304787,0.0,0.0014168765743073047,0.0,0.0,0.0,0.0,0.0,0.0,0.0006690806045340051,0.002794395465994962,0.2769993702770781,0.003542191435768262,0.011216939546599497,0.0010626574307304787,0.0012988035264483626,0.010587216624685139,0.0,0.009209697732997481,0.0011807304785894208,0.022433879093198994,0.0,0.0004329345088161209,0.002204030226700252,0.0,0.0,0.0,0,0,0,0,0
2-22,0.0,0.0,0.0,0.002148109388339622,0.0005232574151083694,0.2619041061937154,0.0,0.0,0.015146925174189639,0.0,0.0,0.0,0.0010189749662636667,0.06179945471069373,0.0,0.0,0.0,0.0,0.0,0.009638952383575225,0.004626697144116108,0.0,0.0,0.0,0.0,0.000771116190686018,0.5690286689983751,0.00013769931976536035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032221640825094325,0.0,0.0,0.0,0.0,0.0,0.0,0.002148109388339622,0.0013219134697474595,0.0017350114290435406,0.001514692517418964,0.04706562749580017,0.0,0.0,0.01448596843931591,0.0,0.0,0.0,0.0014045330616066756,0.0,0.0,0.00035801823138993693,0.0,0.0,0.0,0,0,0,1,0
2-23,0.0,0.0,0.001605389070763032,0.0023608662805338705,0.0011017375975824729,0.18864895492319314,0.0,0.0002833039536640645,0.0005980861244019139,0.003179299924452279,0.0,0.0006295643414756988,0.4337698312767565,0.1262591286829514,0.0,0.0,0.0,0.0,6.295643414756988e-05,0.00018886930244270964,0.003745907831780408,0.0,0.003997733568370687,0.0,0.0,0.00018886930244270964,0.10142281541173508,0.0,0.0,0.0,0.0017627801561319568,0.0,0.0,0.0,6.295643414756988e-05,0.0,0.0012906069000251826,0.0,0.0,0.0,0.0,0.00018886930244270964,0.0,0.0018572148073533114,0.00047217325610677413,0.03283178040795769,0.0018572148073533114,0.035822211029967264,0.0,0.0,0.01954797280282045,0.0,0.03478342986653236,0.0,0.0012276504658776128,0.0,0.0,0.0002518257365902795,0.0,0.0,0.0,0,0,0,0,0
2-24,0.0,0.0,0.018843733001787242,0.012743802937291165,0.001903799829046546,0.20125883907063485,0.0033025099075297227,0.0,0.001165591732069314,0.008353407413163415,0.0,0.00042738363509208177,0.016240578133499106,0.05952288445100629,0.0,0.0,0.0,0.0,0.0,0.00019426528867821897,0.18719403217033181,0.0,0.00015541223094257519,0.0,0.0,0.00034967751962079415,0.253710467013754,0.0009324733856554511,0.0,0.0,0.006099930064496076,0.0,0.0,0.0,0.0,0.00019426528867821897,0.002020359002253477,0.0,0.0,0.0,0.0020592120599891212,0.0,0.0,0.0018260937135752583,0.0013987100784831766,0.08131944984070247,0.013443157976532753,0.08062009480146087,0.00031082446188515037,0.0,0.01639599036444168,0.0,0.0035744813116792293,0.00042738363509208177,0.024011189680627865,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2-25,0.0,0.0,0.0030576821389980916,0.046945766374692506,0.0071269282939053265,0.21341701726555853,0.0037703749683886244,0.0003218612777892728,0.051015012529599744,0.012046807825827068,0.0,0.0,0.06050992022438329,0.035473710830632,0.0,0.0008506333770145068,0.0,0.0,0.0,0.0016552865714876887,0.04110628319194427,0.0,0.00013794054762397408,0.0,0.0,0.0001609306388946364,0.17139113042278778,0.0,0.0,0.0,0.002850771317562131,0.0,0.0,2.2990091270662345e-05,0.0,0.0,0.0,0.0,0.001011564015909143,0.0,0.0,0.0012874451111570913,0.0,0.0024369496746902085,0.031450444858266084,0.1909097179115801,0.00011495045635331172,0.009494907694783549,0.0,0.0005747522817665586,0.101110421408373,0.0,0.0029197415913741176,0.00043681173414258456,0.004827919166839092,0.0,0.00039083155160125985,0.0011724946548037796,0.0,0.0,0.0,0,1,0,0,0
2-26,0.0,0.0,0.0021203463976430677,0.006494955807517186,0.00305776269975895,0.06910097312739934,0.0,0.0,0.02999732166770824,0.004017498437639496,0.0,0.0,0.0037273457726988662,0.4748013570216945,0.05771806088742076,0.0,0.0,0.0,0.034304972770288364,0.00011159717882331935,0.00069190250870458,0.0,0.0,0.0,0.0,0.00017855548611731096,0.21375323631818588,0.00042406927952861353,0.0,0.0,0.0005803053298812606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007811802517632354,0.0,0.0,0.0,0.0,8.927774305865548e-05,0.0011829300955271851,0.06550754396928846,6.695830729399161e-05,0.0008927774305865548,0.0,0.0,0.0236586019105437,0.0,0.0026783322917596645,4.463887152932774e-05,0.0016739576823497902,0.0,0.0,0.002343540755289706,0.0,0.0,0.0,0,0,0,0,0
2-27,0.0,0.0,0.0,0.0,0.0,0.281370376683143,0.0,0.0,0.012817453553775353,0.0,0.0,0.0,0.0006476904721322652,0.015987727970001704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6724049769899437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007499573887847281,0.0,0.0015340037497869438,0.0,0.0012272029998295552,0.0,0.0,0.012203852053860577,0.0,0.0003408897221748764,0.0,0.0007158684165672405,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0
2-28,0.0,0.0,0.0,0.023009920154851198,0.0,0.004210016936849746,0.0,0.0,0.0,0.0,0.0,0.0,0.0062908299056375514,0.0023227679651584804,0.0,0.0,0.0,0.0,0.0018146624727800628,0.0,0.002153399467699008,0.0,0.0,0.0,0.0,0.0,0.0173481732397774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9350834744737478,0.0,0.0,0.0,0.0,0.0025405274618920883,0.0,0.0,0.0,0.005226227921606581,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
2-29,0.0,0.0,0.0033100807003145945,0.0055532758856517575,0.00024620434961017645,0.2818766242648065,0.00032827246614690195,0.0,0.0,0.0009027492819039803,0.0,0.166516208453016,0.0014225140199699083,0.006647517439474764,0.0,0.0,0.0,0.0,0.0,5.471207769115032e-05,0.03542607030501983,0.0,0.00038298454383805223,0.0,0.0014772260976610586,0.0009027492819039803,0.21031322664478183,0.0034742169333880453,0.0,0.0,0.00035562850499247707,0.0,0.0011215975926685815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024620434961017645,0.0,0.0015866502530433593,0.0004103405826836274,0.24677882642593352,0.00038298454383805223,0.016468335385036247,0.0,0.0,0.009328409246341129,0.0,0.0005744768157570784,0.00024620434961017645,0.0036657092053070713,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
2-3,0.0,0.0,0.0022884088623834125,0.012274192989147394,0.00471550917097188,0.24746021289136994,0.0010401858465379147,0.00048542006171769353,0.003189903262716272,0.008633542526264693,0.0,0.00031205575396137445,0.006553170833188863,0.2572379598488263,0.0,0.0,0.0,0.0,0.0,0.007385319510419195,0.054159009743074096,0.0,0.0,0.0,0.0,0.0,0.14860788460871677,0.0,0.0,0.0,0.001594951631358136,0.0,0.0,0.0,0.0,0.0,0.00031205575396137445,0.0,0.0,0.0,0.0,0.0,0.0,0.0012828958773967616,0.005408966401997157,0.09985784126763982,0.009673728372802608,0.0211851184078222,0.00024271003085884677,0.00024271003085884677,0.051177143649665406,0.0,0.03612912173641691,0.00034672861551263823,0.01785652369890087,0.0,0.00010401858465379148,0.00024271003085884677,0.0,0.0,0.0,0,0,0,0,0
2-30,0.0,0.0,0.02752235398566808,0.04026888198363879,0.003519563700932209,0.3277633331219481,0.0019975902086371996,0.0,0.008180607521085674,0.003709810387469085,0.0,0.00015853890544739678,0.027427230642399644,0.1145919208573784,0.0005707400596106284,0.0,0.0,0.0,0.0,0.0009195256515949014,0.049083645126514044,0.0,0.0,0.0,0.0,0.0,0.11865051683683175,0.0,0.0,0.0,0.0028854080791426216,0.0,0.0,0.0,0.0,0.0,0.00012683112435791743,0.0,0.0002853700298053142,0.0,0.0,0.0019658824275477203,0.0,0.0026951613926057454,0.012936774684507579,0.16741708415245102,0.0008244023083264633,0.01737586403703469,0.0012048956814002156,0.0010146489948633394,0.04768850275857695,0.0,0.009226964297038493,6.341556217895871e-05,0.00935379542139641,0.0,0.0002853700298053142,0.0002853700298053142,0.0,0.0,0.0,0,0,0,0,0
2-31,0.0,0.0,0.0,0.0003688304721030043,0.00013412017167381974,0.32048015021459225,0.0,0.0,0.0002682403433476395,0.0,0.0,0.0,0.0007711909871244635,0.010863733905579398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6128285944206009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001005901287553648,0.000536480686695279,0.000502950643776824,0.0,0.034737124463519314,0.0,0.0,0.0162956008583691,0.0,0.0,0.0,0.0012070815450643778,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1
2-32,0.0,0.0,0.0637283950617284,0.011950617283950617,0.0037530864197530866,0.2102962962962963,0.0007654320987654321,0.0003950617283950617,0.0016790123456790125,0.006839506172839506,0.0,0.0006419753086419753,0.029209876543209876,0.15069135802469136,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0662962962962963,0.0,0.00027160493827160494,0.0,0.0,0.0019753086419753087,0.15323456790123458,0.0008641975308641976,0.002123456790123457,0.0,0.003580246913580247,0.0,0.0,0.0,0.0,0.0,0.0007407407407407407,0.00037037037037037035,0.00032098765432098765,0.0,0.0,0.0006172839506172839,0.0,0.004419753086419753,0.009234567901234569,0.12444444444444444,0.001382716049382716,0.08854320987654321,0.003975308641975308,0.00037037037037037035,0.01493827160493827,0.0,0.014765432098765432,0.0008395061728395062,0.022123456790123456,0.0,0.0001234567901234568,0.0011604938271604938,0.0,0.0,0.0,0,0,0,0,0
2-32',0.0,0.0,0.0,0.17101596148973905,0.0,0.05029136052698252,0.0,0.0,0.0,0.0,0.0,0.00362300481378262,0.0002533569799847986,0.0005067139599695972,0.0,0.00027869267798327844,0.0,0.0,0.0,0.0,0.000177349885989359,0.0,0.0,0.0,0.0,0.0,0.40810742335951355,0.004003040283759818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045604256397263745,0.3576133772485432,0.0,0.0003293640739802382,0.0,0.0,0.0025842411958449454,0.0,0.0,0.00022802128198631873,0.000532049657968077,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0
2-33,0.0,0.009938533989786245,0.022935078437968257,0.020091128711660192,0.003210910981315556,0.16088193021620134,0.0005810219870951959,0.0,0.006544142380966943,0.03657380508241338,0.0,0.006513562276382986,0.02171187425460995,0.0031497507721476407,0.0,0.0,0.0,0.0,0.0,0.0,0.12201461728999113,0.0,0.0,0.0,0.0,0.0,0.03513654016696737,0.0007950827191828996,0.0,0.0,0.001131463869606434,0.0,0.0,0.0003975413595914498,0.0,0.0,0.00018348062750374607,0.0,0.0028745298308920217,0.0,0.0,0.0,0.0,0.002905109935475979,0.007706186355157334,0.12446102565670775,0.0444328919604905,0.007522705727653589,0.001131463869606434,0.0009785633466866458,0.00920461147977126,0.0004587015687593652,0.3238127274395278,0.005229197883856763,0.01684963762576068,0.0,0.0,0.0,0.0,0.0,0.0006421821962631113,0,0,0,0,0
