SampleID,Season,substrate_type,HRT_d,T_C,Q_total_Tpy,substrate_avg_pH,substrate_avg_ALK,substrate_avg_VS,substrate_avg_COD,substrate_avg_sCOD,substrate_avg_TC,substrate_avg_Protein,substrate_avg_Lipid,substrate_avg_TVFAs,substrate_avg_HAc,substrate_avg_HPro,BAC_F::009E01-B-SD-P15,BAC_F::Acholeplasmataceae,BAC_F::Aminicenantales,BAC_F::Anaerolineaceae,BAC_F::Anaerovoracaceae,BAC_F::Atopobiaceae,BAC_F::Bacteroidales_UCG-001,BAC_F::Bacteroidetes_vadinHA17,BAC_F::Brachyspirales_Incertae_Sedis,BAC_F::Caldatribacteriaceae,BAC_F::Caldicoprobacteraceae,BAC_F::Chitinophagaceae,BAC_F::Christensenellaceae,BAC_F::Cloacimonadaceae,BAC_F::Comamonadaceae,BAC_F::Competibacteraceae,BAC_F::Coprothermobacteraceae,BAC_F::D8A-2,BAC_F::DTU014,BAC_F::Desulfotomaculales,BAC_F::Dethiobacteraceae,BAC_F::Dysgonomonadaceae,BAC_F::Fermentibacteraceae,BAC_F::Gracilibacteraceae,BAC_F::Hungateiclostridiaceae,BAC_F::Incertae_Sedis,BAC_F::Intrasporangiaceae,BAC_F::Kosmotogaceae,BAC_F::LD1-PA32,BAC_F::Lachnospiraceae,BAC_F::Lactobacillaceae,BAC_F::Lentimicrobiaceae,BAC_F::MBA03,BAC_F::Marinilabiliaceae,BAC_F::Methylophilaceae,BAC_F::Paludibacteraceae,BAC_F::Pedosphaeraceae,BAC_F::Peptostreptococcales-Tissierellales,BAC_F::Petrotogaceae,BAC_F::Prevotellaceae,BAC_F::Prolixibacteraceae,BAC_F::Rhodanobacteraceae,BAC_F::Rhodobacteraceae,BAC_F::Rhodocyclaceae,BAC_F::Rikenellaceae,BAC_F::Ruminococcaceae,BAC_F::SBR1031,BAC_F::SC-I-84,BAC_F::SJA-15,BAC_F::SJA-28,BAC_F::ST-12K33,BAC_F::Saprospiraceae,BAC_F::Sedimentibacteraceae,BAC_F::Smithellaceae,BAC_F::Spirochaetaceae,BAC_F::Synergistaceae,BAC_F::Syntrophomonadaceae,BAC_F::Syntrophorhabdaceae,BAC_F::Thermacetogeniaceae,BAC_F::UCG-010,BAC_F::W27,BAC_F::Williamwhitmaniaceae,BAC_F::Xanthomonadaceae,BAC_F::unidentified,ARC_F::Bathyarchaeia,ARC_F::Methanofastidiosaceae,ARC_F::Methanomassiliicoccaceae,ARC_F::Methanomethylophilaceae,ARC_F::Methanomicrobiaceae,ARC_F::Methanomicrobiales,ARC_F::Methanoregulaceae,ARC_F::Methanosaetaceae,ARC_F::Methanosarcinaceae,ARC_F::Methanospirillaceae,ARC_F::SCGC_AAA011-D5,ARC_F::unidentified
2-6,Fall,FW+HM+Aww,40.0,38.0,14645.0,6.74,0.797,16.05,28.87,13.3,5.91,6.239,2.2,4.98,2.34,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0478343829606676,0.0,0.0,0.0,1.253081116268623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850090087806526,0.0,1.572869861576292,1.2400575819065396,1.1682673879644299,0.0,1.987577359420149,1.0175018681294257,0.0,0.0,0.0,1.0430605258690957,0.0,0.0,1.5240304683354595,1.0773797659691209,0.0,0.0,0.0,1.4845781267864788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1357675385050503,0.0,1.3169853858816407,0.0,0.0,0.0,1.2439722907769144,0.0,0.0,0.0,0.0,0.0,0.0,1.2310199764894845,0.0,2.0188158566506442,1.0050031341108008,1.093199501618885,1.8952425613250765,0.0,0.0,2.540724724264849,1.1862703365740304,2.1606859391233266,0.0,0.0
3-6,Winter,FW+HM+Aww,40.0,38.0,14645.0,7.76,4.5125,22.87,90.55,31.9,11.5,8.29,2.1,5.3,2.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.2447144241643546,0.0,0.0,0.0,1.2831067216075043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110032734938558,0.0,1.6958955408292176,1.3960211245586118,1.483487267524271,0.0,1.8482991986788426,1.0987050998524688,0.0,0.0,0.0,0.0,0.0,0.0,1.5264772067457146,1.022211802910033,0.0,1.1974818807811614,0.0,1.022211802910033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2636262895223047,0.0,1.1605519326229794,0.0,1.3022812195032487,0.0,1.1495240604829517,0.0,0.0,0.0,0.0,0.0,0.0,1.4136424361035997,1.031513605136909,2.187868331921146,1.151369165670741,1.2031275760909736,2.176485501850425,0.0,0.0,2.340215487334877,0.0,1.8578195942990632,0.0,1.588698909159469
4-6,Spring,FW+HM+Aww,40.0,38.0,14645.0,6.79,9.044,27.88,68.76,24.2,14.6,13.81,3.1,5.45,2.33,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.1375534712456803,0.0,0.0,0.0,1.349783807066416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.436372952212071,0.0,1.792068140804238,1.3383406967010991,1.5943138962259076,0.0,1.8710206750618883,1.2006817972795145,0.0,0.0,0.0,0.0,0.0,0.0,1.6455029297626658,0.0,0.0,0.0,0.0,1.125405894244113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2624176192503294,0.0,1.0834851074410103,0.0,0.0,0.0,1.106753660709083,0.0,0.0,0.0,0.0,0.0,0.0,1.381770720878948,0.0,2.171185208108769,0.0,0.0,2.5661468745530525,0.0,0.0,2.2794150053841866,1.0196090522605805,1.3786013950625537,0.0,0.0
1-7,Summer,MSC+HM,22.6,35.0,472558.0,6.65,0.856,15.95,20.72,0.2,6.1,7.936,2.2,0.07,0.07,0.0,0.0,0.0,1.0300702848582544,1.102766149202014,0.0,0.0,0.0,1.9294272804064687,1.335832966244449,0.0,0.0,1.067588373901283,1.1149802612334325,1.0512488688490171,1.385612814439631,0.0,0.0,0.0,1.436570751041886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.466693265207535,0.0,0.0,0.0,1.034611483632539,0.0,0.0,0.0,0.0,1.3218754706071258,0.0,0.0,1.6326848531680145,0.0,0.0,0.0,1.2089508282810224,1.1435036374488168,1.0320959982498308,0.0,1.259702910462017,0.0,1.367524162903348,1.0840828282541417,0.0,0.0,1.139022152270671,0.0,0.0,0.0,0.0,0.0,1.566380430026095,0.0,1.9621657638894687,1.429058141554087,0.0,0.0,1.153578738060435,2.322586291025495,2.4539879566152307,0.0,1.4848042649318145,1.2728372198417117,1.4631320630262095
2-7,Fall,MSC+HM,22.6,35.0,472558.0,6.31,0.0805,17.3,27.11,2.1,1.27,4.82,2.17,0.32,0.11,0.12,0.0,0.0,0.0,1.0514679994693095,0.0,0.0,0.0,1.7130174078504696,1.4584146156166768,0.0,0.0,0.0,1.1661423579079306,1.5412517335703944,1.1907432307319084,0.0,0.0,0.0,1.441911390123989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3897408436264542,0.0,0.0,0.0,1.2206837197048366,1.2020789233142934,0.0,0.0,0.0,1.1359742009841463,0.0,0.0,1.497601545913383,0.0,0.0,0.0,0.0,1.0066207566395238,0.0,0.0,0.0,0.0,1.3029140211438932,1.965011405744633,0.0,1.0101269774544688,1.0828188350490386,0.0,0.0,1.0149751721480325,0.0,0.0,1.599879439746493,1.0459641662036765,1.895225512902552,1.994496666431418,0.0,0.0,0.0,2.322677430442649,1.7733861776531301,1.2356026669609577,2.1773819451706227,1.1605838635289472,1.043200696442173
3-7,Winter,MSC+HM,22.6,35.0,472558.0,6.22,0.302,28.78,49.17,1.2,22.92,11.8,5.7,0.03,0.02,0.01,0.0,0.0,0.0,1.1826406787071047,0.0,0.0,0.0,1.4710451777174511,1.247857479925459,0.0,0.0,0.0,1.1451214685375348,2.015064881105428,1.3705475650728032,0.0,0.0,0.0,1.6990955334974054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0419251326114416,0.0,0.0,0.0,0.0,1.3980837187389645,0.0,1.283294986158999,0.0,1.299002568166254,0.0,0.0,1.2349180264526234,0.0,0.0,1.051402941299945,0.0,1.0153007980144377,0.0,0.0,0.0,1.2091143516661507,1.2731769935012238,1.7887407978620784,0.0,0.0,1.1499162201546582,0.0,0.0,1.0466962195681304,0.0,0.0,1.5213247959865392,0.0,2.1331209131058118,1.2006494335140747,0.0,0.0,0.0,2.088947440008089,2.4030741744223643,0.0,2.0274956961927013,1.087753056926795,1.091977420127283
4-7,Spring,MSC/HM,22.6,35.0,472558.0,6.347221430366251,0.6793545003999508,24.51559478413232,39.52903696477469,0.9612904659322242,14.089463959979517,15.401937476457917,2.4268819912053123,0.0,0.0,0.0,0.0,0.0,0.0,1.0505015211533562,0.0,0.0,0.0,1.4966963137721594,0.0,0.0,0.0,0.0,0.0,1.9915724652112878,1.533804768165014,0.0,0.0,0.0,1.3506347678431803,0.0,0.0,0.0,0.0,0.0,1.0166231788974012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2856480092503526,0.0,1.8967885785087941,0.0,0.0,1.2999087631582456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7161718294917319,1.2563527189990653,1.4977891924219768,1.0790589104402524,1.044115197753361,1.1724818492072615,0.0,0.0,0.0,1.1475761972998368,0.0,1.4244561322605498,0.0,2.194534063906463,0.0,0.0,0.0,1.357686101902636,2.238516440499842,2.3995779100881633,0.0,1.9308757554770934,0.0,0.0
1-8,Summer,MSC/Fww,14.4,35.1,694137.0,4.4586347284557855,,24.165641321525865,35.68516985839971,9.482391804499688,12.058587209729492,8.244452750681782,4.526770623090255,0.0425797789197233,0.0461928120817648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5727051728032635,0.0,0.0,0.0,0.0,1.6539951001813449,1.64307437410065,1.036122213457818,0.0,0.0,0.0,1.5954973355811364,0.0,0.0,1.3442665821482735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4241415915596092,0.0,0.0,1.231194081524559,0.0,1.1838700296753748,0.0,0.0,1.1387639227926483,0.0,0.0,1.4094873244292234,0.0,1.5148534077753786,0.0,0.0,0.0,1.5773431033377896,1.555177940151902,1.0724509068124217,1.272737517106095,1.1761499252045255,1.0717155955081887,0.0,0.0,1.0854351919420682,1.4474055729077904,0.0,1.50405209469226,0.0,1.9232731328088424,1.4717730533646518,0.0,0.0,0.0,2.3094763424451936,2.1276842640521467,0.0,2.287511029779085,0.0,1.3280864601878344
2-8,Fall,MSC/Fww,14.4,35.1,694137.0,4.362912848224593,0.0200710781877352,31.525108444010336,48.19389804894424,9.621780426630478,4.4686342033345,9.044369100047971,3.4806872850748483,1.6592925748087195,1.3775518953751205,0.133869668379585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2619630442397909,0.0,0.0,0.0,0.0,0.0,1.769810137020352,0.0,0.0,0.0,0.0,1.4969868072065964,1.044967866079947,0.0,1.0491968795015294,0.0,0.0,0.0,0.0,0.0,1.2050867160350496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4547074686736285,0.0,0.0,1.1354794637784547,0.0,1.5321946466157452,0.0,0.0,0.0,0.0,0.0,2.0247204323739516,0.0,0.0,0.0,1.1989366874868543,0.0,1.7449438098364665,0.0,1.8723087220931034,1.044967866079947,1.0672224647424415,0.0,0.0,0.0,0.0,1.1684998233966128,0.0,1.309892462691482,0.0,2.0152359718905934,1.8320615509874607,0.0,1.0153942863389913,1.8320615509874607,1.9238414828119355,1.9058925105768887,0.0,2.3472628430679103,0.0,0.0
3-8,Winter,MSC/Fww,14.4,35.1,694137.0,5.618137831260198,0.3853737994084741,17.618437988466255,30.73300630855292,1.6232314370217984,33.31835895507659,10.801907980701216,9.236607975082729,0.1359361768642213,0.0493550552700691,0.047226066324083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2635744803444673,0.0,0.0,0.0,0.0,1.5083305811084062,1.952923946731904,1.0155344434474038,0.0,0.0,0.0,1.1505858315325725,0.0,0.0,1.0999935756085089,0.0,0.0,1.027650316843885,0.0,0.0,1.093465135536588,0.0,0.0,0.0,1.276708384321974,0.0,0.0,0.0,1.310039663760478,0.0,0.0,1.4441116212064984,0.0,1.6010653284973415,0.0,0.0,1.154103407972285,0.0,0.0,2.1707994471720817,0.0,0.0,0.0,0.0,0.0,1.2869310447835427,1.2619706169723042,1.3737154946482304,1.2782574772227442,1.171895663205167,0.0,0.0,0.0,0.0,0.0,0.0,1.236005038382861,0.0,2.066790229324574,1.3304364942968543,0.0,1.0994245977046677,1.5120591823409855,1.8753985020874966,2.32403059582723,0.0,2.315251309711501,0.0,0.0
4-8,Spring,MSC/Fww,14.4,35.1,694137.0,4.601160080989902,,25.271983887906856,49.15995041324695,8.72115562201698,12.567482701541628,13.85909170668038,3.686442733927164,0.3513523699212115,0.2175451820029763,0.0708390994861245,0.0,0.0,0.0,1.0997820295922245,0.0,0.0,0.0,1.4716056391949286,0.0,0.0,0.0,0.0,1.490561775751854,2.0686523303070694,1.1956736768512277,0.0,0.0,0.0,1.417385810359827,0.0,0.0,1.000918773155285,0.0,0.0,1.090519882682961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4090344138897435,0.0,1.2989406619407549,0.0,0.0,1.0469347708573074,0.0,0.0,1.7822011428659263,0.0,1.0402447492655336,0.0,1.4054875859984282,0.0,1.4431126423475178,1.4901023638385311,1.1225042027183978,1.4181862167834656,1.2096605423855593,1.0528480357567889,0.0,0.0,1.0054377086774258,1.089933108253343,0.0,1.3431245717793092,0.0,2.0851076088895915,0.0,0.0,1.0085667391519528,0.0,2.2990349993067447,2.2324308397686226,0.0,2.248944491234624,0.0,0.0
1-9,Summer,FW,39.0,36.2,72778.0,4.14,,21.75,43.49,15.6,18.4,7.685,3.83,2.49,2.39,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2390612726161814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1280054881739132,0.0,0.0,2.2861350439135735,0.0,0.0,1.9882951511866798,1.158719836562537,0.0,0.0,0.0,1.0437964878610833,0.0,1.4014020166527807,1.1079251118079176,0.0,0.0,0.0,0.0,1.7956981456095356,0.0,0.0,0.0,0.0,0.0,0.0,1.0133276612446116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1244339220117292,1.6147774390392056,0.0,1.0008407472235124,0.0,0.0,0.0,0.0,1.3998547005951898,0.0,0.0,1.1531949312894292,1.0256038573898711,2.8930969132409436,0.0,0.0,0.0,2.1307495256576643,0.0,0.0,1.5336354781637263
2-9,Fall,FW,39.0,36.2,72778.0,4.46,0.0,31.02,334.51,107.0,67.11,31.334,3.13,3.46,2.61,0.67,0.0,1.2846403989801038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3138651177449856,0.0,0.0,0.0,0.0,0.0,0.0,1.2576759622352085,1.4060545109500326,0.0,1.7071807324337565,2.4402979683342596,0.0,0.0,1.4649411452982104,0.0,0.0,0.0,0.0,1.0752781388344381,0.0,1.6647193861322078,1.3579691997987833,0.0,0.0,0.0,0.0,1.684205506639953,1.284933863396499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3641402630287598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0807428837790891,0.0,0.0,1.89999581559099,0.0,2.8210619163478294,0.0,0.0,1.001121558747502,2.0784620053704335,0.0,0.0,1.3175500672740792
3-9,Winter,FW,39.0,36.2,72778.0,4.93,0.533,16.24,222.01,85.4,174.02,44.06,5.77,3.7,3.7,0.0,0.0,1.8619691852582816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1181843637292177,0.0,1.0486622012994795,0.0,0.0,0.0,0.0,0.0,1.3661705632018566,0.0,0.0,2.1568313896269693,0.0,0.0,2.0980147788467707,0.0,0.0,0.0,0.0,1.0013496117901977,0.0,1.1227145754485848,1.5937385419207912,0.0,0.0,1.2015672954986563,0.0,1.355778543311108,1.2378478827121269,0.0,0.0,0.0,0.0,0.0,1.135502698981661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0424678240184706,0.0,0.0,0.0,0.0,1.8310445890866525,0.0,0.0,1.137432192259221,0.0,0.0,1.6696215267617847,0.0,1.8416806732471511,0.0,0.0,0.0,1.7239927477697403,0.0,0.0,2.902746898805438
4-9,Spring,FW,39.0,36.2,72778.0,4.75,0.0,162.13,287.64,110.6,122.91,12.69,4.35,0.69,0.69,0.0,0.0,1.3017796874788339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1546982432196402,0.0,1.5383508367525744,0.0,0.0,0.0,0.0,0.0,1.4362484779489817,0.0,0.0,1.894900843852529,0.0,0.0,2.360056344481728,0.0,0.0,0.0,0.0,0.0,0.0,1.3792758070706492,1.1296217436217213,0.0,0.0,0.0,0.0,1.4245673787998616,0.0,0.0,0.0,0.0,0.0,0.0,1.5967457760269244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5748154633276306,0.0,1.0913128470084208,1.0763255898635518,1.309283051126228,0.0,0.0,1.0059572408557742,1.0264124467149938,0.0,0.0,1.3912394233596341,0.0,1.0890797670370094,1.3959492001762042,1.6906408063962841,2.9640195808173693,0.0,1.1055026866517963,1.5957592180022968,0.0,0.0,0.0,0.0
1-10,Summer,1SC/2SC,22.3,36.6,182865.0,6.785671791217049,0.6690466628387061,18.6360556147978,13.428875946736664,0.2,7.648541875153803,4.877314576326799,2.047436141415799,0.1020109917151997,0.0828839307685997,0.0191270609465999,0.0,0.0,1.1342129429523073,0.0,0.0,0.0,0.0,2.3021356302833973,1.3996912310814844,0.0,0.0,0.0,0.0,2.1279115982939327,1.1559520109472663,0.0,0.0,0.0,1.4317905636914843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079374997978363,0.0,0.0,0.0,0.0,0.0,1.3570903633411524,1.3983049847230664,0.0,0.0,1.3253143497933277,0.0,0.0,0.0,0.0,0.0,1.4572265883857107,0.0,2.2955331015589544,1.3021951805978165,0.0,0.0,0.0,1.783456077161609,2.316511281301886,0.0,1.8024485266884398,0.0,1.914804479081691
2-10,Fall,MSC,22.3,36.6,182865.0,7.08,0.6265,16.9,37.8,1.0,4.12,7.765,2.77,0.04,0.01,0.01,1.133374920335917,0.0,1.491865254372471,0.0,0.0,0.0,0.0,1.5363582846788089,1.6130061471191912,0.0,0.0,0.0,0.0,2.0864583041102325,1.2299713803659118,0.0,0.0,0.0,1.1812352541001967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0121270221259269,0.0,0.0,0.0,0.0,0.0,0.0,1.1558174842627291,0.0,0.0,0.0,1.0558257491930212,0.0,0.0,0.0,0.0,1.3302046014791145,1.418538499277098,2.00247219792887,0.0,0.0,1.2974852019375063,0.0,0.0,0.0,0.0,0.0,1.3705009723730714,0.0,2.452876336415988,1.5239616481319098,0.0,0.0,1.3507425086263083,1.6964500565702159,2.2583164395211908,1.3187144409693987,2.0024919535155465,0.0,1.0579077733451572
3-10,Winter,MSC,22.3,36.6,182865.0,7.2,1.466,19.37,32.26,0.7,10.44,12.87,3.25,0.02,0.01,0.01,1.16577988030582,0.0,1.2261155042383882,0.0,0.0,0.0,0.0,1.4597042588346247,1.1793305743005276,0.0,0.0,0.0,0.0,2.057185129578627,1.5054035947273223,0.0,0.0,0.0,1.2129766566641413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1289745307858068,0.0,0.0,0.0,1.014801575648745,0.0,0.0,0.0,0.0,1.5897353395207718,1.4673071423221606,2.184483672296924,0.0,0.0,1.3106916146230876,0.0,0.0,0.0,0.0,0.0,1.304473315705933,0.0,2.1555038672599363,1.5276236803820675,0.0,1.038966490831169,1.3363307944265799,1.8283116797551586,2.4276940374687537,0.0,1.8026915677325062,0.0,1.8352958078622867
4-10,Spring,MSC,22.3,36.6,182865.0,6.37,1.615,21.75,34.79,0.8,8.23,10.75,2.55,0.66,0.05,0.44,0.0,0.0,1.0114545287435748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5951267478455102,0.0,0.0,2.395997306168356,1.4443743089267662,0.0,1.93386212441994,1.1617453691491406,1.2007696285844351,0.0,0.0,0.0,0.0,0.0,1.079566735693328,0.0,1.0023508621693613,0.0,0.0,0.0,0.0,0.0,1.038024491005622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3672372855512795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1694200320959376,0.0,0.0,1.0934995106080445,1.2478864096929803,0.0,0.0,0.0,0.0,0.0,0.0,1.42845457939777,0.0,1.5307579805714475,1.326678994580313,0.0,1.3209808858380958,0.0,2.5795676882682663,2.139849014869325,1.5985972908290482,1.9853980852724011,0.0,0.0
1-11,Summer,(HM)1S/2S,36.0,33.0,93343.0,6.818351705702864,0.4880992024190367,21.881162627634865,11.462972084666289,2.119825583943205,8.53389938209387,4.524946448135325,2.425448967965292,0.5509882115780709,0.4530549103816994,0.0135536175993689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.572154821948854,0.0,0.0,0.0,0.0,0.0,1.214812503856044,1.4846801819054212,0.0,0.0,0.0,1.1321420230591177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5108567885925108,0.0,0.0,0.0,1.0659443733665157,0.0,0.0,1.6957865914201522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2414931083780745,0.0,0.0,0.0,1.4336898233661586,0.0,1.1331425914443831,0.0,1.0713055367877604,1.866607123636325,1.4307204809043235,0.0,0.0,0.0,1.1351358139074308,0.0,0.0,0.0,0.0,0.0,1.6835810166880323,0.0,2.083877302276617,1.3464947063402084,0.0,0.0,0.0,2.225170629152247,2.3830399011858963,0.0,1.8704478794926946,0.0,1.4695057850332143
2-11,Fall,(HM)1SC/2SC,36.0,33.0,93343.0,6.913574507875924,0.17836974012884,15.654419562645169,34.56312853323984,0.3,3.761580262062316,8.473856873657917,1.6527306192208246,0.0401652131995267,0.0167768087996844,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4889430178537704,1.0872452877759362,0.0,0.0,0.0,0.0,1.7487662163579347,1.395114906961582,0.0,0.0,0.0,1.1273697453383194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6087247175150299,0.0,0.0,0.0,0.0,0.0,0.0,1.1265682021758963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2310671148530463,0.0,0.0,0.0,1.2792072876446976,0.0,1.1093260072614755,0.0,1.1055247200518787,0.0,1.0052248441638336,1.5265912731840905,0.0,0.0,1.1168134468465047,0.0,0.0,0.0,0.0,0.0,1.7390318436489351,0.0,2.1189601136755076,1.38247328117316,0.0,0.0,0.0,2.0900351001378104,2.3697436809015584,1.1154482449386456,1.9350210030608628,0.0,1.0928369887072138
3-11,Winter,(HM)1SC/2SC,36.0,33.0,93343.0,6.487773150777418,0.3688011306367501,25.92332880494325,50.89161707349139,0.5338840439984224,19.80309478942986,20.344226740873832,3.840324291160875,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4930492417860004,1.2533991961521986,0.0,0.0,1.1274010066237292,0.0,1.7424820567844188,1.5099529922094757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.415150904105459,0.0,0.0,0.0,1.0903064410788927,0.0,0.0,1.6313443674311046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.528169864863775,0.0,0.0,0.0,1.213177852329859,0.0,1.021326590157449,0.0,1.5157016481656778,1.3327273403530002,1.4247103421463394,1.1174308120585443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5655818957211882,0.0,1.7880237715291813,1.2107005508532585,0.0,0.0,0.0,2.2551538929939725,2.1833283597800155,0.0,1.654282542097121,1.0156410625297807,2.2382381990191207
4-11,Spring,(HM)1SC/2SC,36.0,33.0,93343.0,6.526029727975622,0.9171267364915202,23.911052631578947,55.90476970945265,0.6694202199921119,11.782153906832026,17.117153249485078,1.5805797800078882,0.0,0.0,0.0,1.3360299515017644,0.0,1.0508278557405826,0.0,0.0,0.0,0.0,1.2884075406611954,1.1821607230004025,0.0,0.0,0.0,0.0,1.9804343065062986,1.4657400705269663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6961693215532065,0.0,0.0,0.0,0.0,0.0,0.0,1.7223780703106806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1899028572242527,0.0,1.1478586077045516,0.0,0.0,1.7169595900541819,1.2880047244354302,1.4557947841595322,0.0,0.0,1.0867872057009829,0.0,0.0,0.0,1.1944765591727877,0.0,1.387824937712697,0.0,1.870272181299225,0.0,0.0,0.0,0.0,2.560546696003122,2.234867612680632,0.0,1.966513969544292,0.0,0.0
1-11b,Summer,(HM)1S/2S,40.0,35.0,93394.0,6.949700179751519,,23.55,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.632229742213426,1.035305339763598,0.0,0.0,0.0,0.0,0.0,1.4632492649371593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4583050253382097,0.0,0.0,0.0,0.0,0.0,0.0,1.2756467940357112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4574006496937928,0.0,0.0,0.0,1.2889365748781143,0.0,0.0,0.0,0.0,0.0,1.5054388035257602,0.0,0.0,0.0,1.0184865446967322,0.0,0.0,0.0,0.0,0.0,1.5717626292838125,1.03577901166319,1.9642904145785651,1.395410166956276,0.0,0.0,1.0374673286131495,2.2038816166573665,2.4201119687027064,0.0,1.8248140651188183,0.0,1.4533088631653759
1-12,Summer,FW+Aww,24.0,36.5,36812.0,5.41,5.23,32.48,96.81,45.8,7.87,12.644,9.8,21.17,4.17,0.64,0.0,1.4068018074933704,0.0,0.0,1.0873052603377835,0.0,1.317860737811456,0.0,0.0,0.0,0.0,0.0,1.3108659605698474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3315253081537886,1.4015640890631955,0.0,1.1167114230454493,1.8862589968630172,0.0,0.0,0.0,0.0,1.30094383990042,0.0,0.0,0.0,1.1127231042592662,0.0,1.0409049946267541,0.0,1.4286116761000829,0.0,0.0,1.049373251836185,0.0,0.0,0.0,1.0081653350072823,0.0,0.0,0.0,0.0,0.0,2.313664701689964,0.0,0.0,0.0,1.250755123001254,0.0,1.6959500873486937,0.0,0.0,0.0,1.2697296636780844,0.0,0.0,0.0,0.0,0.0,0.0,1.3961686795260244,1.5372006193995296,0.0,0.0,2.984066801088666,0.0,1.6822685051492932,0.0,1.233118845341718
