Model,target,feature,importance,domain
RandomForest,warning_buffer_capacity,BAC_F::WCHB1-81,0.002128831944956684,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::WPS-2,0.0,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::WS1,0.0035425978365551153,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::WWE3,0.0,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::Weeksellaceae,0.0010297791456332563,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::Williamwhitmaniaceae,0.005390504175921859,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::Wohlfahrtiimonadaceae,0.0,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::Xanthobacteraceae,0.00042995723687300213,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::Xanthomonadaceae,0.0033935261120515,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::Yersiniaceae,0.0,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::Z4MB62,0.0,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::Zixibacteria,0.0,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::c5LKS83,0.0,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::cvE6,0.0,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::env.OPS_17,0.0,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::p-251-o5,0.0,Bacteria
RandomForest,warning_buffer_capacity,BAC_F::unidentified,0.009669660067653253,Bacteria
RandomForest,warning_buffer_capacity,ARC_F::Aenigmarchaeales,0.0,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Bathyarchaeia,0.00929044230871828,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Lokiarchaeia,0.0,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanocorpusculaceae,0.006624466200614837,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanofastidiosaceae,0.010808513230466187,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanomassiliicoccaceae,0.020891006255697883,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanomethyliaceae,0.001943301952721499,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanomethylophilaceae,0.0038529282178426418,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanomicrobiaceae,0.007827573167381597,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanomicrobiales,0.010096158963092516,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanoregulaceae,0.005465470923788057,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanosaetaceae,0.010136824995236184,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanosarcinaceae,0.018642114714816856,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Methanospirillaceae,0.010016018980947313,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Micrarchaeales,3.6768451238290416e-18,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Nitrososphaeraceae,3.7008986028453285e-18,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Rhinosporideacae,0.0,Archaea
RandomForest,warning_buffer_capacity,ARC_F::SCGC_AAA011-D5,0.00023192299040696363,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Teleostei,0.0,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Veneroida,0.0,Archaea
RandomForest,warning_buffer_capacity,ARC_F::Woesearchaeales,0.0,Archaea
RandomForest,warning_buffer_capacity,ARC_F::unidentified,0.0065657972394035525,Archaea
RandomForest,warning_acid_accumulation,BAC_F::009E01-B-SD-P15,0.005399858573901873,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::0319-6G20,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::053A03-B-DI-P58,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::1-20,4.4868625872303794e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::113B434,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::37-13,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::4572-13,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::67-14,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::A0839,6.350190988855049e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::A21b,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::AKYH767,0.0018732959889514592,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Absconditabacteriales_(SR1),0.0009344019224844618,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Acetobacteraceae,2.7177607883434824e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Acetothermiia,3.82605696413876e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Acholeplasmataceae,0.01103265686430446,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Acidaminococcaceae,1.4852632237726628e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Acidobacteriae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Actinomycetaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Aerococcaceae,0.0005129037292432764,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Aeromonadaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Alcaligenaceae,0.0070422535211267555,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Aminicenantales,0.0003484972334004031,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Anaerofustaceae,3.7935128774612425e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Anaerolineaceae,0.008976293142947506,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Anaeromyxobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Anaerovoracaceae,0.013783605425723305,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Aquaspirillaceae,0.0007646514681308383,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Arcobacteraceae,2.5751321054573142e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Ardenticatenaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Arenicellaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Atopobiaceae,0.0129606645143462,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::B1-7BS,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::B55-F-B-G02,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::BRH-c20a,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Babeliales,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bacillaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bacteriovoracaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bacteroidaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bacteroidales_UCG-001,0.020566172659379354,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bacteroidetes_BD2-2,6.549814282933418e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bacteroidetes_VC2.1_Bac22,1.229478381293944e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bacteroidetes_vadinHA17,0.034382703894743745,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bdellovibrionaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Beijerinckiaceae,1.447154912512991e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bifidobacteriaceae,0.009419064120067577,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Blastocatellaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bogoriellaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Brachyspirales_Incertae_Sedis,2.131516545484884e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bradymonadales,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Bryobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Burkholderiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Butyricicoccaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::C10-SB1A,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::CCM19a,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::CK-2C2-2,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Caldatribacteriaceae,0.024350173290257973,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Caldicoprobacteraceae,0.004899083424735116,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Caldilineaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Caldisericaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Caloramatoraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Candidatus_Falkowbacteria,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Candidatus_Peregrinibacteria,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Candidatus_Shapirobacteria,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Carnobacteriaceae,3.919715329113971e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Caulobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Chitinimonadaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Chitinophagaceae,0.0009671509918684102,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Christensenellaceae,0.010873853264017559,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Chromobacteriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Chthoniobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Chthonomonadales,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Cloacimonadaceae,0.023418684847302404,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Cloacimonadales,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Clostridia_UCG-014,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Clostridiaceae,0.0023549309827176207,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Comamonadaceae,0.026800473204264392,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Competibacteraceae,0.001310364029802634,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Coprothermobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Coriobacteriales_Incertae_Sedis,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Corynebacteriaceae,3.903378113556665e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Crocinitomicaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::D8A-2,0.005997482231167116,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::DEV007,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::DS-100,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::DTU014,0.02887786597376534,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Defluviicoccaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Defluviitaleaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Dermatophilaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Desulfitibacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Desulfobulbaceae,0.006286006456637665,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Desulfomicrobiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Desulfotomaculales,0.007286238834183314,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Desulfovibrionaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Dethiobacteraceae,0.002742681900373159,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Devosiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Dietziaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Diplorickettsiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Dongiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Dysgonomonadaceae,0.001736265135926613,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Eggerthellaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Elsteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Endomicrobiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Enterobacteriaceae,0.01117807496156554,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Enterococcaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Erwiniaceae,0.002552395713996897,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Erysipelatoclostridiaceae,0.0013816800805969735,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Erysipelotrichaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Eubacteriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::F082,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::FTLpost3,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Fermentibacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Fervidobacteriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Fibrobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Fibrobacterales,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Fimbriimonadaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Flavobacteriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Fusibacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Fusobacteriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::GZKB124,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::GZKB75,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Gallionellaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Garciellaceae,0.018482886230819662,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Gemmataceae,1.6592294695737786e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Gemmatimonadaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Geobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Gracilibacteraceae,0.00038644159401302286,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::HOC36,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Hahellaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Halanaerobiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Haliangiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Halomonadaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Holophagaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Hungateiclostridiaceae,0.011235992944005334,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Hydrogenedensaceae,0.0035056206621781015,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Hydrogenophilaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Hydrothermae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Hyphomicrobiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Hyphomonadaceae,1.7734850888267834e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::IMCC26256,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Iamiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Ignavibacteriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Ilumatobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Incertae_Sedis,0.0016757469682124077,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Intrasporangiaceae,8.243039215434172e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Isosphaeraceae,1.339952848724658e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Izemoplasmataceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Izemoplasmatales,0.0021516368610590884,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::JG36-GS-52,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::JS1,0.002558883707651305,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::KCLunmb-38-53,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Kapabacteriales,0.0005126935737434075,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Kosmotogaceae,0.0017596707127363422,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::LD1-PA32,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::LD1-PB3,0.0008738047011164257,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::LF045,4.712089814215597e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::LWQ8,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Lachnospiraceae,0.01049059823268735,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Lactobacillaceae,0.010617559543247319,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Leeiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Lentimicrobiaceae,0.00675605367221823,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Leptospiraceae,0.006255196687734496,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Leptotrichiaceae,9.509802904424872e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Leuconostocaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::LiUU-11-161,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Limnochordaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Limnochordia,0.0006773604590506017,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::M55-D21,0.0005661017376301949,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::MAT-CR-H4-C10,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::MBA03,0.005705627388616107,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::MVP-15,0.002353373028194564,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Marinifilaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Marinilabiliaceae,0.01460419490958638,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Marinimicrobia_(SAR406_clade),0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Methylococcaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Methylomonadaceae,8.265527100231496e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Methylophilaceae,5.914971729123367e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::MgMjR-022,0.031206222122823406,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Microbacteriaceae,0.0027254756884090314,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Micrococcaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Microscillaceae,2.5145172523398696e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Microtrichaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Monoglobaceae,2.935486966016606e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Moorellaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Moraxellaceae,0.009626643471278989,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Morganellaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Mycobacteriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::NK-L14,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::NKB15,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Nannocystaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Neisseriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Nitrosococcaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Nitrosomonadaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Nitrospiraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::OLB14,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::OPB41,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Obscuribacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Oligosphaeraceae,0.0010788479178096405,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Omnitrophaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Oscillospiraceae,0.05480873321535149,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Oxalobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::PB19,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::PBS-18,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::PHOS-HE36,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::PLTA13,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Paludibacteraceae,0.014231735582611581,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::PeH15,2.9248962764890494e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::PeM15,7.276731777070041e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Pedosphaeraceae,0.004560294889100873,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Peptococcaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Peptostreptococcaceae,0.010441226594539915,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Peptostreptococcales-Tissierellales,0.007452262476516167,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Petrotogaceae,0.03638698485635945,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Phycisphaeraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Pirellulaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Pla3_lineage,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Planococcaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Porticoccaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Prevotellaceae,0.039470798119259035,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Prolixibacteraceae,0.007273990328555159,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Propionibacteriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Proteiniboraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Pseudomonadaceae,0.018435700817117893,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::RBG-13-54-9,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::RBG-16-55-12,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Reyranellaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Rhizobiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Rhizobiales_Incertae_Sedis,1.2470022482924642e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Rhodanobacteraceae,0.0026921069464992805,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Rhodobacteraceae,0.006103269443722304,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Rhodocyclaceae,0.0012104328426731355,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Rickettsiaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Rikenellaceae,0.02860783613494473,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Rubinisphaeraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Ruminococcaceae,2.50852131584988e-06,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Run-SP154,6.8084424858299265e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::S15A-MN91,9.085697508981241e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::SB-5,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::SBR1031,3.468650690376515e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::SC-I-84,3.407917034336313e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::SHA-41,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::SJA-15,0.0019457111969934113,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::SJA-28,0.004491108915995083,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::SM1A07,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::SRB2,0.028747309037476663,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::ST-12K33,0.005674394513879613,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Saccharimonadaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Saccharimonadales,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Saprospiraceae,0.000772174971507043,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Schlesneriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Sedimentibacteraceae,0.004723385795854834,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Selenomonadaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Smithellaceae,0.007985252364212955,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Solibacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Sphingobacteriaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Sphingomonadaceae,0.0005155174291433971,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Spirochaetaceae,0.0009975719621184063,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Spongiibacteraceae,2.328782693364089e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Sporichthyaceae,1.5606963555785592e-17,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Sporomusaceae,5.1614022866372e-18,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Steroidobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Streptococcaceae,0.002119918213347091,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Sumerlaeaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Sutterellaceae,0.0025843899501522324,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Sva0485,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Symbiobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Synergistaceae,0.031511992226061256,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Syntrophaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Syntrophobacteraceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Syntrophobotulaceae,0.0,Bacteria
RandomForest,warning_acid_accumulation,BAC_F::Syntrophomonadaceae,0.006921023423674606,Bacteria
