SampleID,Q_total_Tpy,substrate_avg_pH,substrate_avg_ALK,substrate_avg_VS,substrate_avg_COD,substrate_avg_sCOD,substrate_avg_TC,substrate_avg_Protein,substrate_avg_Lipid,substrate_avg_TVFAs,substrate_avg_HAc,substrate_avg_HPro,HRT_d,T_C,eff_pH,eff_VS,eff_TC,eff_Lipid,eff_COD,eff_sCOD,eff_CH4,eff_H2S,eff_protein,substrate_type,ARC__Phylum__Halobacterota,ARC__Phylum__Euryarchaeota,ARC__Phylum__unidentified,ARC__Phylum__Thermoplasmatota,ARC__Phylum__Crenarchaeota,ARC__Phylum__Nanoarchaeota,ARC__Phylum__Micrarchaeota,ARC__Phylum__Asgardarchaeota,ARC__Phylum__Mollusca,ARC__Phylum__Vertebrata,ARC__Genus__Methanosaeta,ARC__Genus__Methanoculleus,ARC__Genus__Methanospirillum,ARC__Genus__Methanolinea,ARC__Genus__Candidatus_Methanofastidiosum,ARC__Genus__unidentified,ARC__Genus__Methanosarcina,ARC__Genus__Methanomassiliicoccus,ARC__Genus__Candidatus_Methanoplasma,ARC__Genus__Methanosphaerula,ARC__Genus__Methanoregula,ARC__Genus__Methanomethylovorans,ARC__Genus__Methanimicrococcus,ARC__Genus__RumEn_M2,ARC__Genus__Woesearchaeales,ARC__Genus__Bathyarchaeia,BAC__Phylum__Firmicutes,BAC__Phylum__Bacteroidota,BAC__Phylum__Cloacimonadota,BAC__Phylum__Proteobacteria,BAC__Phylum__Desulfobacterota,BAC__Phylum__Chloroflexi,BAC__Phylum__Spirochaetota,BAC__Phylum__Thermotogota,BAC__Phylum__Synergistota,BAC__Phylum__Actinobacteriota,BAC__Genus__unidentified,BAC__Genus__Fastidiosipila,BAC__Genus__Candidatus_Cloacimonas,BAC__Genus__ST-12K33,BAC__Genus__Sedimentibacter,BAC__Genus__Bacteroidetes_vadinHA17,BAC__Genus__DTU014,BAC__Genus__SBR1031,BAC__Genus__Smithella,BAC__Genus__W5,BAC__Genus__Mesotoga,BAC__Genus__Proteiniphilum,BAC__Genus__W27,BAC__Genus__Syntrophomonas,BAC__Genus__Thermovirga,BAC__Genus__Lentimicrobium,Site,Season,target
2-9,72778.0,4.46,0.0,31.02,334.51,107.0,67.11,31.334,3.13,3.46,2.61,0.67,39.0,36.2,8.32,26.4,5.67,3.12,117.91,11.1,65.0,0.01,41.8110921875,FW,83.16099999999999,0.0,3.013,13.6,0.225,0.0,0.0,0.0,0.0,0.0,1.004,63.336,0.0,0.159,0.0,3.013,0.0,13.032,0.568,0.0,0.0,0.079,18.583,0.0,0.0,0.225,48.727,43.274,0.05,0.179,0.0,0.0,0.037,2.741,3.463,0.135,13.619,0.889,0.025,0.05,0.229,0.0,3.908,0.0,0.0,0.0,0.015,35.36,0.025,0.5,0.0,7.68,DGB,Fall,0.2655294496298681
3-9,72778.0,4.93,0.533,16.24,222.01,85.4,174.02,44.06,5.77,3.7000000000000006,3.7000000000000006,0.0,39.0,36.2,7.85,26.47,10.96,2.53,51.03,10.9,60.9,0.032,29.23244425,FW,20.339,0.05,70.99600000000001,8.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.505,0.0,0.0,0.05,70.99600000000001,0.0,7.771,0.845,0.0,0.0,0.0,8.834,0.0,0.0,0.0,56.526,27.269,11.241,0.034,0.0,0.0,0.745,2.348,1.181,0.345,10.266,18.723,0.0,0.0,0.722,0.0,3.483,0.0,0.0,0.0,0.0,18.91,11.241,0.8160000000000001,0.0,0.385,DGB,Winter,0.013180192054227078
4-9,72778.0,4.75,0.0,162.13,287.64,110.6,122.91000000000001,12.69,4.35,0.69,0.69,0.0,39.0,36.2,7.98,36.98,7.64,3.45,45.1,9.6,60.47,0.085,38.658750000000005,FW,86.145,1.407,0.268,11.967,0.17,0.043,0.0,0.0,0.0,0.0,6.484,77.184,0.412,1.493,1.407,0.435,0.0,3.797,7.707000000000001,0.0,0.0,0.0,0.405,0.463,0.0,0.17,70.05199999999999,24.31,1.11,0.064,0.022,0.092,1.419,0.372,1.343,0.188,24.309,28.588,0.0,0.261,6.151,0.0,4.255,0.0,0.0,0.0,0.0,3.171,1.11,2.735,0.0,1.043,DGB,Spring,0.0
1-10,182865.0,6.785749542011866,0.6690466628387061,18.6360556147978,13.428875946736664,0.2,7.648541875153803,4.877314576326799,2.047436141415799,0.10201099171519973,0.08288393076859979,0.019127060946599952,22.3,36.6,7.26,15.8,5.28,1.85,19.26,0.3,67.5,0.001,7.744870625,1SC/2SC,50.798,27.767,13.175,2.884,4.534,0.199,0.0,0.642,0.0,0.0,28.797,0.432,10.555,6.2,27.767,14.577,0.044,2.164,0.0,0.058,3.749,0.281,0.0,0.0,0.0,0.753,6.403,30.075,20.503,6.788,9.281,1.224,7.868,0.7949999999999999,0.328,2.503,14.13,0.046,20.503,0.0,0.276,28.088,4.203,0.109,3.392,0.0,0.1,0.0,0.0,0.0,0.033,0.0,DGC,Summer,0.0
3-10,182865.0,7.2,1.4659999999999997,19.37,32.26,0.7,10.44,12.87,3.25,0.02,0.01,0.01,22.3,36.6,7.38,18.68,10.89,2.53,33.6,1.0,60.5,0.052,14.109802187500001,MSC,61.069,21.587,11.346,5.446,0.552,0.0,0.0,0.0,0.0,0.0,34.736,1.165,10.561,10.572,21.587,16.755,0.245,3.238,0.0,0.589,0.0,0.0,0.0,0.0,0.0,0.0,10.678,9.562,18.347,10.247,9.212,1.752,24.98,1.152,0.175,2.347,35.418,0.115,10.975,0.095,6.387,4.54,2.165,0.731,4.636,6.935,0.024,0.075,0.437,0.0,0.0,0.719,DGC,Winter,0.0
4-10,182865.0,6.37,1.6149999999999998,21.75,34.79,0.8,8.23,10.75,2.55,0.66,0.05,0.44000000000000006,22.3,36.6,7.69,16.18,6.54,1.3,12.54,0.4,64.1,0.141,8.153375000000002,MSC,90.824,5.491,0.573,3.098,0.013,0.0,0.0,0.0,0.0,0.0,20.967,3.045,15.538,41.73,5.491,1.882,6.438,2.269,0.0,2.234,0.313,0.066,0.0,0.0,0.0,0.0,23.234,3.118,33.025,12.155,0.775,0.249,0.32,2.693,1.43,2.256,13.38,0.192,0.5569999999999999,0.109,1.87,0.703,2.08,0.0,0.341,32.399,0.0,0.307,0.069,1.516,0.0,0.781,DGC,Spring,0.0
1-11,93343.0,6.835290916297955,0.4880979109306535,21.88117170007392,11.462833206560749,2.11981080530945,8.533923807891327,4.524940027639994,2.4254399365779973,0.5509825053833709,0.45305014837748947,0.013553453392327225,36.0,33.0,7.4,19.08,4.88,1.8,20.52,0.6,69.55,0.059,7.467565000000001,(HM)1S/2S,70.743,18.857,4.418,3.306,2.204,0.355,0.0,0.115,0.0,0.0,32.25,0.289,12.24,21.813,18.857,7.706,0.116,1.0,0.0,0.101,2.323,0.571,0.0,0.0,0.08,0.5780000000000001,15.887,13.88,3.242,27.967,8.957,2.095,2.247,5.246,0.195,2.725,24.391,0.079,1.713,0.087,12.14,6.11,1.643,0.5469999999999999,4.19,0.0,5.211,0.084,0.0,0.16,0.029,0.224,DGY,Summer,0.0
2-11,93343.0,6.983136710840662,0.17836891786207856,15.654483357080872,34.56324298554792,0.3,3.7615964775076867,8.473892761106885,1.6527360380532017,0.04016509004424541,0.016776726696163608,0.01,36.0,33.0,7.37,14.78,2.68,1.77,43.86,0.3,70.5,0.107,8.89372625,(HM)1SC/2SC,66.186,20.16,1.426,3.653,8.575,0.0,0.0,0.0,0.0,0.0,31.536,0.0,14.02,18.925,20.16,2.679,0.0,2.557,0.0,0.0,0.0,1.548,0.0,0.0,0.0,0.0,4.322,12.153,9.595,25.453,5.311,1.359,8.217,6.714,0.26,1.247,25.731,0.064,9.249,0.028,0.911,4.915,1.616,0.174,1.022,0.103,6.698,0.055,0.0,0.083,0.0,0.268,DGY,Fall,0.0606918875177018
3-11,93343.0,6.502067642994119,0.3688002849704852,25.92336607994172,50.891692896092906,0.5338836334808181,19.803154601844806,20.344245953097715,3.8403141103242877,0.01,0.01,0.0,36.0,33.0,7.28,15.85,8.02,4.25,25.97,0.4,69.9,0.129,14.119709062500002,(HM)1SC/2SC,56.424,10.221,25.097,2.149,4.543,1.371,0.194,0.0,0.0,0.0,22.724,0.0,7.489,25.577,10.221,27.553,0.0,0.0,0.0,0.0,0.143,0.184,0.0,0.0,0.307,0.0,6.273,20.232,9.524,28.679,7.578,0.595,5.548,4.12,0.255,0.896,28.725,0.073,9.162999999999998,0.053,3.155,4.97,0.209,0.133,4.121,0.056,4.011,0.076,0.0,0.0,0.0,0.096,DGY,Winter,0.006944444444444445
4-11,93343.0,6.526446546607673,0.9171245299593971,23.9111512379075,55.904731367108404,0.6694181674040903,11.782162240339394,17.117227430016175,1.5805818325959098,0.0,0.0,0.0,36.0,33.0,7.59,15.8,6.36,1.75,27.38,0.4,64.3,0.002,10.509375000000002,(HM)1SC/2SC,84.158,12.235,0.099,0.661,2.848,0.0,0.0,0.0,0.0,0.0,24.946,0.98,14.955,42.314,12.235,0.389,0.0,0.661,0.0,0.226,0.447,0.0,0.0,0.0,0.0,0.383,12.035,13.133,16.385,19.759,6.098,1.025,7.144000000000001,8.341999999999999,0.352,2.143,28.099,0.11,14.8,0.069,8.690999999999999,2.756,0.148,0.441,2.752,0.462,8.277,0.0,0.0,0.217,0.1,0.623,DGY,Spring,0.0
1-12,36812.0,5.41,5.23,32.48,96.81,45.8,7.87,12.644,9.8,21.17,4.17,0.64,24.0,36.5,7.69,9.85,1.95,1.48,15.94,2.6,68.0,1.347,11.224456250000001,FW+Aww,93.785,0.216,2.059,3.816,0.081,0.043,0.0,0.0,0.0,0.0,79.293,5.561999999999999,8.009,0.156,0.216,2.717,0.49,0.016,2.91,0.0,0.0,0.0,0.0,0.086,0.0,0.065,49.079,41.585,2.621,0.149,0.577,0.019,2.884,0.017,0.753,0.028,19.16,11.601,0.0,28.655,0.519,0.516,0.285,0.0,0.0,0.0,0.0,0.467,2.599,6.134,0.099,0.0,USO,Summer,0.15766923736075406
2-12,36812.0,5.25,3.2,70.33,128.28,32.9,14.589999999999998,14.79,12.78,6.97,3.8500000000000005,1.49,24.0,36.5,7.87,11.8,1.95,1.37,23.24,5.2,68.6,0.514,9.309693750000001,FW+Aww,96.84800000000001,0.169,0.361,1.674,0.06,0.0,0.891,0.0,0.0,0.0,81.123,1.264,10.523,0.0,0.169,2.3,1.987,0.0,1.469,0.0,0.0,0.0,0.0,0.0,0.0,0.06,57.557,29.873,2.156,0.291,0.318,0.028,4.079,0.014,1.84,0.183,23.404,19.183,0.0,13.511,0.998,2.325,0.379,0.0,0.0,0.0,0.0,0.5,2.156,2.837,0.428,0.025,USO,Fall,0.09468317552804079
3-12,36812.0,4.32,0.0,46.02,115.59,42.8,16.18,15.799999999999999,12.75,4.7,2.53,0.412,24.0,36.5,7.74,16.65,7.1,2.95,28.96,8.2,65.9,0.194,10.20765375,FW+Aww,82.959,0.218,13.119,3.313,0.0,0.0,0.389,0.0,0.0,0.0,45.547,5.924,16.974,0.0,0.218,16.498,11.695,0.0,1.215,0.0,0.0,0.0,0.0,0.873,0.0,0.0,69.8,25.365,0.521,0.0,0.393,0.0,1.955,0.0,0.98,0.0,14.543,47.093,0.0,15.623,0.728,0.979,1.31,0.0,0.0,0.0,0.0,0.622,0.521,1.205,0.119,0.0,USO,Winter,0.0
4-12,36812.0,5.53,4.3733,29.33,98.87,36.6,10.53,15.39,2.3,9.13,2.73,0.26,24.0,36.5,7.79,17.15,4.28,2.65,26.37,7.5,68.1,0.571,16.261874999999996,FW+Aww,89.318,0.358,0.175,10.149,0.0,0.0,0.0,0.0,0.0,0.0,57.819,11.212,13.632,0.66,0.358,3.841,3.644,0.0,5.378,0.0,0.0,0.009,0.0,2.875,0.0,0.0,71.99,21.071,0.564,0.0,0.226,0.07300000000000001,2.431,0.0,0.773,0.114,16.253,43.61,0.043,9.837,0.613,0.619,1.071,0.033,0.0,0.0,0.0,0.546,0.498,1.202,0.098,0.0,USO,Spring,0.011169024571854059
1-13,125460.0,4.741214490674318,,56.165352223816356,99.50293400286942,38.77959827833572,26.55893543758967,18.159949282639886,8.99211262553802,2.695095408895266,1.8335179340028693,0.5535523672883788,30.0,39.5,7.4,17.15,4.42,1.73,26.88,4.7,63.22,0.0224,8.25326875,1SC/FW,80.908,13.639,2.921,1.39,0.652,0.491,0.0,0.0,0.0,0.0,32.283,3.822,31.927,10.746,13.541,3.038,0.265,1.371,0.0,0.0,0.0,1.427,0.0,0.0,0.0,0.652,43.003,22.835,5.811,1.571,1.053,7.771,0.541,4.598999999999999,5.873,0.523,19.56,15.402,0.464,6.174,6.268,2.815,1.385,7.545,0.0,5.186,4.497,0.473,0.161,2.305,4.197,0.139,USY,Summer,0.013724951962668132
2-13,125460.0,5.108776901004304,,80.53181850789096,107.39091032998564,31.790107604017216,25.46212769010043,21.549695337159253,37.415982065997134,3.043755380200861,2.4469619799139166,0.40804232424677184,30.0,39.5,7.66,17.88,2.86,2.63,27.79,2.9,62.01,0.0259,12.014893749999999,1SC/FW,79.711,16.736,0.558,2.066,0.93,0.0,0.0,0.0,0.0,0.0,36.301,1.219,33.988,6.55,16.715,0.7240000000000001,0.0,2.066,0.0,0.0,0.0,1.508,0.0,0.0,0.0,0.93,44.025,25.762,2.201,2.539,1.155,7.858000000000001,1.409,5.042,3.428,0.618,16.867,5.191,0.0,11.318,16.291,3.459000000000001,1.36,7.576000000000001,0.0,2.201,4.846,0.377,0.0,1.613,2.244,0.084,USY,Fall,0.00441262992743675
3-13,125460.0,4.976050215208034,,59.80983428981348,119.1094268292683,38.017065997130565,54.597096843615496,22.102804160688667,0.0,0.514835724533716,0.514835724533716,0.0,30.0,39.5,7.31,20.4,7.64,0.0,32.11,2.0,61.41,0.02595,11.706883125,1SC/FW,51.098,14.244,27.004,2.795,0.908,3.95,0.0,0.0,0.0,0.0,21.166,6.776,12.563,9.603,14.244,27.004,0.0,2.795,0.0,0.0,0.0,0.505,0.0,0.0,0.0,0.908,29.134,17.183,2.951,1.096,0.5750000000000001,28.39,3.132,7.774,2.639,0.398,16.879,11.38,0.245,3.647,3.74,2.935,0.304,28.312,0.0,2.532,7.733,0.248,0.174,1.093,1.601,0.119,USY,Winter,0.0
4-13,125460.0,4.940691535150646,,45.36544117647059,69.26868555714968,22.56276398852224,16.534875657580105,17.281223577235775,6.775950502152081,0.8701599713055954,0.4674935437589669,0.11606743185078909,30.0,39.5,7.29,11.77,2.4,3.5,18.39,3.36,60.8,0.026,10.658348541666667,1SC/FW,90.65599999999999,7.246,0.06,0.0,1.0,1.037,0.0,0.0,0.0,0.0,44.881,10.275,28.871,4.930000000000001,7.246,0.06,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,1.007,1.0,20.005,18.079,4.975,0.903,1.006,31.726,2.444,6.712,5.308,0.772,17.89,4.265,1.597,1.486,3.398,3.653,0.237,31.375,0.094,3.378,6.655,0.289,0.0,1.683,3.932,0.1,USY,Spring,0.020553576322280075
1-14,131768.0,3.25,,378.56,172.74,93.1,26.26,21.112,15.18,9.04,8.08,0.48,8.0,37.5,7.85,19.21,3.08,1.95,32.15,3.1,62.4,0.218,22.448909375,Fww,74.853,0.088,11.499,13.319,0.118,0.123,0.0,0.0,0.0,0.0,0.425,74.14399999999999,0.214,0.06999999999999999,0.088,11.499,0.0,2.604,10.636,0.0,0.0,0.0,0.0,0.079,0.0,0.118,65.54899999999999,32.123,0.646,0.017,0.0,0.017,0.1,0.137,1.017,0.085,22.794,5.799,0.0,0.025,2.52,0.027,1.022,0.0,0.0,0.0,0.022,13.917,0.646,6.895,0.0,0.047,USJ,Summer,0.013158913228578064
2-14,131768.0,3.71,,83.98,176.87,104.2,15.79,21.392,17.38,9.33,8.23,0.83,8.0,37.5,7.67,16.77,1.72,1.67,36.88,13.4,62.7,0.037,8.055196874999998,Fww,81.56700000000001,0.245,1.093,17.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.56700000000001,0.0,0.0,0.245,1.093,0.0,5.096,11.787,0.0,0.0,0.0,0.0,0.212,0.0,0.0,68.657,27.336,0.963,0.123,0.0,0.0,0.51,0.468,1.539,0.014,25.538,1.686,0.0,0.047,3.287,0.0,0.7230000000000001,0.0,0.0,0.0,0.0,5.359,0.963,4.56,0.0,0.221,USJ,Fall,0.05851063829787235
3-14,131768.0,3.52,,73.57,170.88,106.6,36.99,20.59,22.45,4.81,4.17,0.57,8.0,37.5,7.84,12.73,2.88,0.0,25.94,7.6,63.5,0.159,10.373658249999998,Fww,62.031,0.0,2.697,34.06,0.0,1.213,0.0,0.0,0.0,0.0,0.89,55.206,5.883,0.0,0.0,2.749,0.0,3.264,22.629,0.0,0.0,0.0,0.0,8.167,0.0,0.0,66.503,22.028,6.794,0.023,0.032,0.029,1.833,0.425,1.356,0.324,29.745,18.64,0.0,0.0,3.693,0.0,3.933,0.0,0.0,0.165,0.0,2.126,6.629,6.326999999999999,0.0,0.698,USJ,Winter,0.0
4-14,131768.0,3.33,,77.6,106.61,66.5,29.97,23.17,20.65,37.1,34.7,1.06,8.0,37.5,8.01,17.9,2.39,1.85,28.83,8.4,64.6,0.088,14.782499999999999,Fww,95.441,0.226,0.05,4.282999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.886,92.63300000000001,0.796,0.101,0.226,0.07500000000000001,0.0,0.587,3.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.244,21.355,6.508999999999999,0.0,0.0,0.051,0.054,4.239,1.785,0.517,11.614,14.475,0.057,0.049,2.798,0.0,4.102,0.02,0.0,0.44,0.0,9.472000000000001,6.012,2.957,0.0,0.394,USJ,Spring,0.009367681498829042
1-15,43070.0,6.95,0.249,12.229999999999999,30.3,0.1,2.07,6.702,0.98,0.0,0.0,0.0,21.8,35.0,6.95,13.57,2.09,1.15,42.73,0.3,,,7.0912112500000015,MSC,66.15,25.136,4.752,2.94,0.658,0.215,0.079,0.051,0.0,0.0,23.873,3.478,20.973,13.389,25.136,4.821,0.278,2.94,0.0,3.795,0.289,0.057,0.0,0.0,0.034,0.652,13.329,23.288,10.72,23.82,7.079,2.129,3.362,4.011,1.185,1.808,26.673,0.092,9.32,4.731,0.313,2.303,5.303,0.9319999999999999,2.322,0.11,0.042,0.033,0.926,0.423,0.735,0.456,GSG,Summer,0.0
2-15,43070.0,5.41,0.2585,41.18,11.2,4.6,9.48,17.728,5.2,2.34,0.98,0.64,21.8,35.0,7.36,20.03,4.47,1.7,28.15,0.6,65.1,2.077,6.708263124999999,MSC,63.912,24.03,8.823,2.608,0.627,0.0,0.0,0.0,0.0,0.0,27.333,0.694,25.707,8.298,24.03,9.145,0.0,2.608,0.0,1.558,0.0,0.0,0.0,0.0,0.0,0.627,14.034,28.936,15.279,11.866,7.941,1.867,4.806,2.882,1.557,1.414,22.886,0.069,13.341,8.652,0.15,4.947,1.835,0.509,3.281,0.721,0.058,0.011,0.926,1.07,0.967,0.518,GSG,Fall,0.08132836326668925
3-15,43070.0,5.6,0.7725,42.73,70.77,2.2,20.79,14.14,0.0,0.02,0.01,0.01,21.8,35.0,7.48,18.28,9.23,0.0,31.87,0.5,65.9,2.288,18.2054011875,MSC,57.399,13.991,26.948,1.333,0.328,0.0,0.0,0.0,0.0,0.0,29.187,2.677,17.843,7.503,13.991,26.948,0.0,1.333,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.328,17.95,32.921,16.878,10.216,9.725,0.639,1.188,2.08,2.526,0.993,26.213,0.197,15.712,14.384,1.086,4.981,4.234,0.295,5.257,0.092,0.022,0.399,0.619,0.835,1.601,0.0,GSG,Winter,0.0
4-15,43070.0,5.43,0.926,33.88,86.75,2.7,19.4,24.17,2.2,0.27,0.06,0.0,21.8,35.0,7.45,19.6,6.18,2.25,32.9,0.5,64.7,2.729,13.708124999999999,MSC,83.899,14.451,0.0,1.651,0.0,0.0,0.0,0.0,0.0,0.0,53.044,1.275,15.652,13.346,14.451,0.029,0.0,1.651,0.0,0.553,0.0,0.0,0.0,0.0,0.0,0.0,20.31,27.127,11.229,6.846,13.032,0.962,1.713,5.288,5.995,1.449,29.914,0.575,10.291,7.163,0.968,4.064,4.805,0.2,7.877,0.283,0.047,0.209,0.239,1.53,3.651,0.0,GSG,Spring,0.010084033613445377
1-16,36865.0,5.23,0.43,15.35,25.88,1.7,10.56,5.652,1.75,0.9799999999999999,0.5,0.28,31.0,35.0,6.83,14.37,3.01,1.4,18.26,4.5,60.0,,7.243073750000001,1S,92.09,1.147,3.538,2.568,0.408,0.246,0.0,0.0,0.0,0.0,56.61300000000001,0.921,15.414,16.125,1.147,5.036,0.281,1.407,0.0,0.211,1.829,0.134,0.0,0.035,0.0,0.267,4.923,23.096,10.038,47.077,1.434,0.6529999999999999,1.969,0.298,0.422,0.728,19.006,0.465,0.0,0.027,0.294,0.224,0.106,0.0,0.136,10.038,0.009,0.416,0.0,0.156,0.0,2.131,GCG,Summer,0.018633540372670804
2-16,36865.0,5.06,0.0004,23.73,38.96,1.8,14.47,7.638999999999999,4.6,1.1,0.44,0.32,31.0,35.0,6.79,21.32,6.45,4.2,39.45,0.6,61.3,1.612,10.7721734375,1S,97.561,0.297,0.604,1.378,0.159,0.0,0.0,0.0,0.0,0.0,74.72200000000001,0.0,10.042,12.341,0.297,1.694,0.0,0.605,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.159,6.181,25.922,15.55,24.144,6.197,2.026,3.264,0.488,0.982,0.803,19.139,0.116,0.0,0.024,0.564,0.161,0.0,0.0,1.501,15.55,0.0,0.121,0.0,0.251,0.009,3.394,GCG,Fall,0.046783625730994156
3-16,36865.0,6.03,0.45629999999999993,0.9799999999999999,3.21,0.2,0.62,11.62,0.3,0.0,0.0,0.0,31.0,35.0,6.82,9.42,2.79,1.28,14.94,1.0,60.5,1.588,7.513775562500001,1S,83.457,8.628,2.458,5.457,0.0,0.0,0.0,0.0,0.0,0.0,40.401,0.0,24.668,17.761,8.628,4.621,0.541,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.674,23.791,25.498,9.919,0.633,1.422,9.182,0.395,1.041,0.767,21.588,0.0,17.505,0.0,0.658,0.342,0.062,0.0,0.0,7.909,0.0,0.742,0.0,0.779,0.0,2.825,GCG,Winter,0.012084592145015106
4-16,36865.0,5.77,0.127,24.8,27.98,1.7,28.5,12.08,5.15,0.37,0.16,0.13,31.0,35.0,6.89,10.53,3.94,1.75,8.39,0.6,65.4,1.386,7.819999999999999,1S,90.608,9.338,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.305,0.333,21.42,31.55,9.338,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.221,16.64,9.464,7.653,3.057,2.238,1.427,0.146,2.425,0.873,19.513,0.13,3.602,0.11,0.159,2.192,0.0,0.383,1.267,5.862,0.0,0.052,0.0,1.446,0.052,1.045,GCG,Spring,0.0
1-17,25915.0,7.3,6.380000000000001,32.43,48.73,3.6,16.95,15.252,3.75,3.22,1.63,0.61,30.0,37.0,7.64,18.45,7.23,2.05,30.11,1.7,69.7,3.467,11.950743750000004,MS(AwwB3),77.92699999999999,17.117,3.602,0.904,0.306,0.106,0.04,0.0,0.0,0.0,47.493,2.822,24.741,0.0,17.117,4.063,0.793,0.124,0.337,1.24,0.0,0.146,0.0,0.204,0.0,0.306,43.453,24.016,10.807,5.556999999999999,4.303,0.11,1.469,0.04,1.231,0.667,19.535,22.304,7.281,4.69,0.9039999999999999,0.846,0.5800000000000001,0.0,3.362,0.0,0.0,0.364,2.276,2.007,0.6819999999999999,0.118,MGY,Summer,0.0019120458891013384
2-17,25915.0,7.24,4.618,24.12,45.120000000000005,16.8,5.369999999999999,9.31,3.78,5.68,2.67,0.98,30.0,37.0,7.765000000000001,14.56,3.295,2.085,18.85,3.35,69.2,3.467,7.878558333333312,MS(AwwB3),70.681,25.441,1.718,2.16,0.0,0.0,0.0,0.0,0.0,0.0,41.63,0.835,23.345,0.0,25.441,2.522,0.0,0.205,1.025,3.547,0.0,0.315,0.0,0.82,0.0,0.0,36.004,28.188,16.382,6.226,3.049,0.222,1.787,0.142,1.182,0.87,22.352,15.574,14.269,6.616,1.336,0.992,0.724,0.017,2.132,0.067,0.0,0.38,0.8049999999999999,1.804,0.445,0.272,MGY,Fall,0.0020683949255377826
3-17,25916.0,6.23086741781139,1.0360452384627257,9.554442043525237,14.378772958789938,0.3524617996604414,3.283778360858157,4.230058651026393,1.7944976076555024,0.006840561815094922,0.006840561815094922,0.0,30.0,37.0,7.845000000000001,15.675,4.445,2.95,23.565,3.0,65.2,4.474,15.65514071875,1S/2S/AwwB3,65.137,21.941,8.101,2.716,0.575,0.0,1.53,0.0,0.0,0.0,25.367,4.234,33.933,0.0,21.941,8.603,0.0,0.0,1.285,1.15,0.0,0.0,0.0,1.26,0.0,0.575,40.151,20.635,24.841,4.089,2.103,0.112,1.646,0.07,1.455,0.29,22.524,18.113,22.926,1.714,1.348,0.5680000000000001,0.325,0.0,1.491,0.0,0.0,0.301,0.784,1.051,0.5640000000000001,0.122,MGY,Winter,0.007100961470183049
4-17,25915.0,6.92,5.97,27.57,56.540000000000006,2.4,9.57,11.95,4.6,1.96,0.8899999999999999,0.37,30.0,37.0,7.5975,19.7475,5.6475,2.58,33.2,2.625,69.5,3.78,13.551083333333313,MS(AwwB3),84.636,11.957,0.077,1.289,0.296,0.05,1.695,0.0,0.0,0.0,48.501,3.564,29.4,0.623,11.957,0.5499999999999999,0.979,0.0,0.789,0.766,0.0,0.0,0.0,0.3,0.0,0.296,38.166,21.968,20.735,10.047,0.754,0.11,2.101,0.065,1.156,1.342,25.977,16.062,19.021,2.769,1.746,0.8360000000000001,0.302,0.012,0.134,0.184,0.0,0.555,0.472,0.889,0.335,0.0,MGY,Spring,0.0034302179331793547
1-18,69497.0,5.7405790177993286,1.1087742276645034,21.050703771385816,29.739176367325207,1.217774867979913,9.008164093414104,10.87201210124178,2.264490553549074,2.563448494179605,1.7508886714534442,0.3663648790595278,20.0,35.0,7.3,16.72,5.25,2.0,46.2,0.5,57.6,0.004,11.719653125,1S/HM/Aww,84.661,4.568000000000001,2.843,0.921,6.974,0.034,0.0,0.0,0.0,0.0,59.101,2.407,18.135,0.198,4.568000000000001,3.545,0.116,0.273,0.239,3.525,0.0,0.15,0.0,0.0,0.0,1.138,34.884,15.355,25.796,11.01,1.38,0.5740000000000001,3.11,0.17,1.132,1.946,25.896,6.102,22.639,0.13,4.154,2.416,0.14,0.063,0.827,0.0,0.0,1.008,0.921,1.809,0.043,1.047,ADA,Summer,0.23040996367410485
2-18,69497.0,5.915636933968373,0.1297025713340144,13.714977768824554,18.3289208167259,1.4483776278112723,0.7102781415025109,4.445406204584371,1.9812593349353207,0.6388533317984948,0.33856871519633946,0.1151769141114005,20.0,35.0,7.2,9.35,1.91,1.65,2.36,0.7,68.9,7.659,3.0372093749999998,1S/HM/Aww,71.005,19.111,4.321,1.894,3.668,0.0,0.0,0.0,0.0,0.0,32.155,4.495,27.967,0.0,19.111,4.761,0.0,1.454,0.0,6.068,0.0,0.32,0.0,0.0,0.0,2.521,21.323,17.765,26.281,15.237,4.849,0.432,1.992,1.895,1.172,0.809,25.375,1.838,24.762,0.089,2.7,2.146,0.982,0.036,3.345,0.0,0.039,0.239,0.931,0.364,0.191,1.2,ADA,Fall,0.015121729925903524
