SampleID,Aenigmarchaeales,Bathyarchaeia,Candidatus_Iainarchaeum,Candidatus_Methanofastidiosum,Candidatus_Methanogranum,Candidatus_Methanomethylicus,Candidatus_Methanomethylophilus,Candidatus_Methanoplasma,Candidatus_Nitrocosmicus,Hadarchaeales,LKM11,Lokiarchaeia,Marine_Benthic_Group_D_and_DHVEG-1,Methanimicrococcus,Methanocalculus,Methanocorpusculum,Methanoculleus,Methanofollis,Methanogenium,Methanohalophilus,Methanolacinia,Methanolinea,Methanolobus,Methanomassiliicoccus,Methanomethylovorans,Methanomicrobium,Methanoregula,Methanosaeta,Methanosarcina,Methanosphaerula,Methanospirillum,Micrarchaeales,Nitrososphaeraceae,Odinarchaeia,Rhinosporideacae,RumEn_M2,SCGC_AAA011-D5,Teleostei,Unclassified,Veneroida,Woesearchaeales,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
2-25,0.0,0.0,0.0,0.16825873362445415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006823144104803494,0.0,0.0,0.0,0.0,0.0,0.5776473799126638,0.0,0.019650655021834062,0.0035480349344978166,0.0,0.0,0.17371724890829696,0.0,0.0,0.03425218340611354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016102620087336244,0.0,0.0,0,1,0,0,0
2-26,0.0,0.0,0.0,0.012570381039675265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12635851774256907,0.0,0.0,0.0,0.0,0.009951551656409584,0.0,0.028807123215922482,0.0,0.0,0.007332722273143905,0.06272096372921304,0.2698703679455283,0.04452009951551657,0.4212387062982847,0.0,0.010606259002226006,0.0,0.0,0.0,0.0,0.0,0.0060233075815110644,0.0,0.0,0,0,0,0,0
2-27,0.0,0.0,0.0,0.030847559149445942,0.0,0.0,0.0,0.03743635819107517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7861635220125787,0.0,0.0,0.0,0.0,0.0,0.0,0.026355196166516923,0.0,0.0,0.0,0.02006588799041629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09913147648996705,0.0,0.0,0,1,1,0,0
2-28,0.0,0.000810679349294709,0.0,0.12576338972058584,0.009566016321677567,0.0,0.0,0.02453656163865319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382748743447009,0.0,0.0,0.0,0.0,0.011944009079608712,0.0,0.0,0.008322974652759012,0.0,0.0,0.5561260336161703,0.0,0.0,0.1835378046803221,0.004864076095768254,0.0,0.0,0.0,0.0,0.0,0.0,0.010700967410690158,0.0,0.0,0,1,0,0,0
2-29,0.0003285732339188677,0.0035384809806647288,0.0,0.1543788702135726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002072538860103627,0.010463793757108555,0.0,0.0,0.0,0.0,0.4170858081637811,0.0,0.011424238594717553,0.008441804625300139,0.0,0.0012890180715278655,0.19919120434727663,0.000732971060280551,0.0006571464678377354,0.16097560975609757,0.0,0.0,0.0,0.0,0.0,0.014103374194363706,0.0,0.015316567673448755,0.0,0.0,0,1,0,0,0
2-3,0.0,0.0,0.0,0.27643054669219314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21761327377153797,0.0,0.008189746862369708,0.0,0.0,0.0,0.34950010636034884,0.0042544139544777706,0.0,0.14050202084662838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035098915124441607,0.0,0.0,0,0,0,0,0
2-30,0.0,0.0,0.0,0.37235857724110777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26919543247145294,0.0,0.036487728048300305,0.0026250164063525397,0.0,0.0,0.1736448352802205,0.0027562672266701668,0.0,0.11943824648904056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02349389683685523,0.0,0.0,0,0,0,0,0
2-31,0.0,0.0,0.0,0.0019796380090497737,0.0,0.0,0.0,0.07932692307692307,0.0,0.0,0.0,0.0,0.0,0.0026866515837104072,0.0,0.001838235294117647,0.39168552036199095,0.0,0.0,0.0,0.0,0.0,0.0,0.05104638009049774,0.0,0.0,0.0,0.016402714932126698,0.4095022624434389,0.0,0.010888009049773755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03464366515837104,0.0,0.0,1,0,1,0,1
2-32,0.0,0.0,0.0,0.1769737602589296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014218009478672985,0.0,0.0,0.0,0.0,0.20205756559935267,0.0,0.04022656340307479,0.0020806843139521444,0.0,0.0,0.2714137093977575,0.0,0.0,0.27384117443070166,0.0,0.0,0.0,0.0,0.0,0.010056640850768697,0.0,0.009131892266789966,0.0,0.0,0,0,0,0,0
2-32',0.0,0.0,0.0,0.12386067708333333,0.0,0.0,0.011800130208333334,0.015543619791666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15673828125,0.037679036458333336,0.0,0.0,0.0,0.006266276041666667,0.0,0.012532552083333334,0.019775390625,0.0,0.0,0.10636393229166667,0.10148111979166667,0.0,0.21728515625,0.0,0.0,0.0,0.0,0.057942708333333336,0.0,0.0,0.12345377604166667,0.00927734375,0.0,0,1,0,1,0
2-33,0.0,0.005431971029487843,0.0,0.09849974133471288,0.0,0.002586652871184687,0.0,0.0,0.00015519917227108123,0.0,0.0,0.0,0.0,0.0,0.0,0.003207449560269012,0.0,0.0,0.0,0.0,0.0,0.19384376616658044,0.0,0.00982928091050181,0.0037247801345059494,0.0,0.0010863942058975686,0.1428867046042421,0.0,0.0,0.023693740300051735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49379203310915676,0.0,0.021262286601138127,0,0,0,0,0
2-34,0.0,0.0,0.0,0.09012345679012346,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.008950617283950617,0.0,0.0,0.0,0.5666666666666667,0.00030864197530864197,0.0,0.07561728395061729,0.0,0.0,0.0,0.0,0.0,0.005246913580246914,0.0,0.005864197530864198,0.0,0.0,0,0,0,0,0
2-4,0.0,0.0,0.0,0.17384828173209915,0.0,0.0008511543781253325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01329928715820832,0.0,0.0,0.0,0.0,0.028088094478135973,0.0,0.038833918501968295,0.02691775720821364,0.0,0.0,0.4218533886583679,0.0,0.0,0.26896478348760505,0.0,0.0,0.0,0.0,0.0,0.0047877433769549956,0.0,0.02255559102032131,0.0,0.0,0,0,0,0,0
2-5,0.0,0.012808698857353484,0.0,0.16190563951345374,0.0,0.01695539992628087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345005528934759,0.01916697382970881,0.0,0.0,0.0017508293402137855,0.0,0.20880943604865462,0.0,0.01925912274235164,0.029487652045705862,0.0,0.0,0.2951529671949871,0.01004423147806856,0.012624401032067821,0.10781422779211206,0.016586804275709546,0.0,0.0,0.0,0.0,0.011795060818282344,0.0,0.035477331367489866,0.0,0.006911168448212311,0,0,0,0,0
2-6,0.0,0.0034805568891022563,0.0,0.16610657705232837,0.0031204992798847817,0.0,0.0,0.008761401824291887,0.007321171387421987,0.0,0.0,0.0,0.00012001920307249159,0.0,0.0,0.0025204032645223234,0.12902064330292848,0.0,0.0,0.0,0.0,0.0,0.0,0.010201632261161785,0.0021603456553048487,0.0,0.0,0.4167066730676908,0.017642822851656265,0.004080652904464715,0.21795487277964473,0.0,0.0,0.0,0.0,0.002400384061449832,0.0,0.0,0.008401344215074411,0.0,0.0,0,1,0,1,0
2-7,0.0,0.011969257906009827,0.0,0.1290160010079375,0.0,0.03099407836714124,0.0,0.0,0.0,0.0,0.0,0.0,0.00012599218848431397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18445256394103565,0.0,0.03439586745621771,0.014993070429633363,0.0,0.08680861786569233,0.09890386796018646,0.007811515686027466,0.0032757969005921634,0.22477006425601612,0.0,0.0,0.0,0.0,0.0,0.018142875141741212,0.0,0.15270253244298854,0.0,0.0016378984502960817,0,0,0,0,0
2-8,0.0,0.009424657534246575,0.0,0.16493150684931507,0.0,0.0019726027397260273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01063013698630137,0.0,0.0,0.0,0.0,0.10794520547945205,0.0,0.04887671232876712,0.004712328767123288,0.0,0.02323287671232877,0.13194520547945204,0.0,0.004273972602739726,0.30356164383561646,0.0,0.0,0.0,0.0,0.0,0.005479452054794521,0.0,0.18301369863013697,0.0,0.0,0,0,0,0,1
2-9,0.0,0.002246893999471319,0.0,0.0,0.0,0.0,0.0,0.005683320116309807,0.0,0.0,0.0,0.0,0.0,0.1858313507798044,0.0,0.0,0.6333597673803859,0.0,0.0,0.0,0.0,0.0015860428231562252,0.0,0.13031985196933651,0.0007930214115781126,0.0,0.0,0.010044937879989427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03013481363996828,0.0,0.0,0,1,0,0,0
3-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08425259792166268,0.0,0.0,0.0,0.0,0.0,0.0,0.0022382094324540367,0.0,0.0,0.0,0.0,0.010951239008792966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9025579536370903,0.0,0.0,0,0,0,0,0
3-10,0.0,0.0,0.0,0.2158714583588863,0.0,0.005519440696676071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011652152581871704,0.0,0.0,0.0,0.0,0.10572795290077272,0.0,0.03238071875383294,0.0,0.0,0.0,0.3473568011774807,0.0024530847540782533,0.005887403409787808,0.10560529866306881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16754568870354472,0.0,0.0,0,0,0,0,0
3-11,0.0,0.0,0.0,0.10220994475138122,0.0,0.032535297728667895,0.0,0.0,0.01289134438305709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255780642520974,0.0,0.0,0.001841620626151013,0.0,0.0014323715981174544,0.2272355228156333,0.0,0.0,0.0748925721301412,0.0019439328831594026,0.0,0.0,0.0,0.0,0.010640474728872518,0.0,0.2755269081235932,0.0,0.003069367710251688,0,0,0,0,0
3-12,0.0,0.0,0.0,0.002183406113537118,0.006645149041199924,0.0,0.0,0.012151129675337003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059236757167267895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4554775014239605,0.11695462312511866,0.0,0.16973609265236378,0.003892158724131384,0.0,0.0,0.0,0.008733624454148471,0.0,0.0,0.16498955762293527,0.0,0.0,0,0,1,0,0
3-13,0.0,0.009076843733883445,0.0,0.14244455905105724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004847859721505931,0.06776689014956162,0.0,0.0,0.0,0.0,0.096028880866426,0.0,0.027952552862300153,0.005054151624548736,0.0,0.0,0.2116554925219185,0.0,0.0,0.1256317689530686,0.0,0.0,0.0,0.0,0.0,0.03950489943269727,0.0,0.2700361010830325,0.0,0.0,0,0,0,0,0
3-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2262933814991614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5520577989936782,0.0,0.0,0.0,0.0,0.0,0.0,0.032640949554896145,0.0,0.0,0.0,0.008902077151335312,0.0,0.0,0.05883111856534641,0.0,0.0,0.0,0.0,0.08166688169268481,0.01212746742355825,0.0,0.02748032511933944,0.0,0.0,0,0,1,0,0
3-15,0.0,0.003283908846651408,0.0,0.13991441934520849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026768832719673598,0.0,0.0,0.0,0.0,0.07503234152652005,0.0,0.013334660165190566,0.0,0.0,0.0,0.29186983779480546,0.0,0.0018907353965568713,0.17842571400139318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2694795502040004,0.0,0.0,0,0,0,0,0
3-16,0.0,0.0,0.0,0.08628318584070796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17760570304818094,0.0,0.03380039331366765,0.0,0.0,0.0,0.40400688298918386,0.005408062930186824,0.0,0.24668141592920353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046214355948869225,0.0,0.0,0,0,0,0,0
3-17,0.0,0.005751346059716104,0.0,0.21940773372491434,0.0012236906510034262,0.0,0.0,0.012848751835535976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04233969652471855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25367107195301025,0.0,0.011502692119432207,0.33932941752325013,0.01529613313754283,0.0,0.0,0.0,0.012604013705335291,0.0,0.0,0.08602545276554087,0.0,0.0,0,0,0,0,0
3-18,0.0,0.010610285006195787,0.0,0.16248451053283766,0.0,0.0,0.0,0.0,0.00015489467162329616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04414498141263941,0.0,0.0,0.0,0.0,0.0,0.0,0.01084262701363073,0.0,0.0,0.0,0.30986679058240396,0.0,0.0022459727385377944,0.22637856257744735,0.0,0.0,0.0,0.0,0.0,0.0030978934324659233,0.0,0.2301734820322181,0.0,0.0,0,0,0,0,0
3-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12746268656716417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5904477611940299,0.0,0.0,0.0,0.0,0.0,0.0,0.004029850746268657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865671641791045,0.0,0.0,0.23940298507462687,0.0,0.0,0,0,0,0,0
3-2,0.0,0.006073992269464384,0.0,0.120283452972575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3503589177250138,0.0,0.011135652494018038,0.020614761641818517,0.0,0.0,0.37833609423891035,0.0,0.0,0.1022455365359838,0.0,0.0,0.0,0.0,0.0,0.006626173384870237,0.0,0.0043254187373458495,0.0,0.0,0,0,0,0,0
3-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643194866599122,0.0,0.0,0.0,0.0,0.0,0.0,0.060452549814251945,0.0,0.0,0.0,0.017392772711921647,0.14674096588990207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13221884498480244,0.0,0.0,0,1,0,0,0
3-21,0.0,0.002759635728083893,0.0,0.17477692944531323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19188667095943335,0.0,0.0,0.0,0.0,0.006071198601784565,0.454144052985006,0.0,0.01674179008370895,0.06613926961641063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08748045258025941,0.0,0.0,0,0,0,0,0
3-22,0.0,0.0,0.0,0.0032799293553677305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07411378831840545,0.003469156048946638,0.0,0.19698498801564274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7221521382616375,0.0,0.0,0,0,0,1,1
3-23,0.0,0.0,0.0,0.21312114829549886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08783836492706139,0.0,0.0,0.0,0.0,0.07192448708947656,0.0,0.02246665106482565,0.010375224276464623,0.0,0.0,0.348779155940401,0.0,0.0,0.20789453155472346,0.006084717996723613,0.0,0.0,0.0,0.0,0.006006708791637413,0.0,0.025509010063187457,0.0,0.0,0,0,0,0,0
3-24,0.0,0.0019353055017970694,0.0,0.1537185512855958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42065247442632014,0.0,0.007464749792645839,0.0,0.0,0.0,0.1715510091235831,0.0,0.005252972076306331,0.15067735692562897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08874758086812275,0.0,0.0,0,1,0,0,1
3-25,0.0,0.0,0.0,0.24855290576522343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021185459597128965,0.03287798101412364,0.0,0.0,0.0,0.0,0.5193331789766149,0.0,0.03855059041444779,0.0,0.0,0.0,0.10280157443852744,0.0,0.0,0.027552674230145867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009145635563787913,0.0,0.0,0,0,0,0,0
3-26,0.0,0.0,0.0,0.019169329073482427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37984938384299405,0.0,0.0,0.0,0.0,0.05842081241442264,0.0,0.06617982656321314,0.0,0.0,0.0,0.07314011866727521,0.11604290278411684,0.05260155180282976,0.2077818347786399,0.0,0.006732085805568233,0.0,0.0,0.0,0.0,0.0,0.020082154267457783,0.0,0.0,0,0,0,0,0
3-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04969879518072289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8377796901893287,0.0,0.0,0.0,0.0,0.0,0.0,0.08369191049913942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02882960413080895,0.0,0.0,0,0,0,0,0
3-28,0.0,0.0007499062617172854,0.0,0.12860892388451445,0.009448818897637795,0.0,0.0,0.029021372328458944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008998875140607424,0.07641544806899138,0.0,0.0008998875140607424,0.0,0.0,0.0,0.0,0.0,0.00922384701912261,0.0,0.0,0.5637045369328834,0.0017247844019497563,0.0,0.16362954630671167,0.005174353205849269,0.0,0.0,0.0,0.0,0.0005999250093738283,0.0,0.009898762654668167,0.0,0.0,0,1,1,0,0
3-29,0.0,0.004195804195804196,0.0,0.14798951048951048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018356643356643356,0.011013986013986014,0.00026223776223776224,0.0,0.0,0.0,0.46564685314685317,0.0,0.007517482517482518,0.009615384615384616,0.0,0.0,0.17001748251748253,0.0,0.0,0.15786713286713286,0.0,0.0,0.0,0.0,0.0,0.011975524475524475,0.0,0.012062937062937063,0.0,0.0,0,0,0,0,0
3-3,0.0,0.00513347022587269,0.0,0.24798610014215763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015716316537671773,0.0,0.0,0.0,0.0,0.1689306586637182,0.0,0.0,0.001658505765281946,0.0,0.0,0.35594692781551096,0.0,0.005844258410993524,0.13836676670352235,0.000552835255093982,0.0,0.0,0.0,0.0,0.002132364555362502,0.0,0.05773179592481441,0.0,0.0,0,0,0,0,0
3-30,0.0,0.0,0.0,0.12970740585188295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020999580008399833,0.0,0.0,0.0,0.0,0.7531849363012739,0.0,0.02911941761164777,0.0010499790004199917,0.0,0.0,0.03464930701385972,0.004199916001679967,0.003499930001399972,0.03982920341593168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002659946801063979,0.0,0.0,0,0,0,0,0
3-31,0.0,0.0003956478733926805,0.0,0.0006923837784371909,0.0,0.0,0.0,0.012363996043521267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002967359050445104,0.5576656775469832,0.0,0.0,0.0,0.0,0.0,0.0,0.07477744807121661,0.0,0.0,0.0,0.010089020771513354,0.3066271018793274,0.0,0.03125618199802176,0.0,0.0,0.0,0.0,0.001582591493570722,0.0,0.0,0.004253214638971316,0.0,0.0,0,0,1,0,0
3-32,0.0,0.0005833625014584063,0.0,0.15692451289231127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01038385252595963,0.0,0.0,0.0,0.0,0.36366818340917045,0.0,0.03826858009567145,0.0,0.0,0.0,0.2307782055769455,0.0,0.0,0.19589312798973282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035001750087504373,0.0,0.0,0,0,0,0,0
3-32',0.0,0.0,0.0,0.0,0.0,0.004134731746672045,0.0,0.045482049213392495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025211778943122227,0.0518354175070593,0.0345905607099637,0.0,0.0,0.0,0.0,0.0,0.0060508269463493344,0.0,0.0,0.0,0.17880193626462282,0.031060911657926585,0.0,0.45048406615570796,0.0,0.0,0.0,0.0,0.024102460669624848,0.0,0.007966922146026624,0.15943929003630497,0.0035296490520371118,0.0,0,1,0,1,1
3-33,0.0,0.004752259270800872,0.0,0.15355250856964786,0.0,0.0027267061389841074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004206918043004051,0.0,0.0,0.0,0.0,0.0,0.4090838267373013,0.0,0.008335930196322842,0.0008569647865378623,0.0,0.009348706762231224,0.27438454347148644,0.0,0.001168588345278903,0.02757868494858211,0.0,0.0,0.0,0.0,0.0,0.0007011530071673418,0.0,0.024306637581801183,0.0,0.07899657214085384,0,0,0,0,0
3-34,0.0,0.0,0.0,0.21429463951018368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049231538173185055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005997750843433712,0.0,0.0,0.6713732350368612,0.0,0.0,0.03661127077345995,0.0,0.0,0.0,0.0,0.0016243908534299637,0.008121954267149819,0.0,0.012745220542296638,0.0,0.0,0,0,0,0,0
3-4,0.0,0.002898438707682795,0.0,0.19365435152264646,0.0,0.0004637501932292472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013989797495748956,0.0,0.0,0.0,0.0,0.0809630545679394,0.0,0.026085948369145153,0.004057814190755913,0.0,0.0033235430514762716,0.3873473488947287,0.000579687741536559,0.0008502086875869532,0.22287061369608904,0.0,0.0,0.0,0.0,0.0,0.0005410418921007883,0.0,0.06237440098933374,0.0,0.0,0,0,0,0,0
3-5,0.0020159032366446413,0.006495688206966065,0.0,0.2760667487960578,0.0,0.006719677455482137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003359838727741068,0.022398924851607122,0.0,0.0,0.0,0.0,0.1812073020495016,0.0,0.01556725277186695,0.0038078172247732107,0.0,0.0,0.2821144585059917,0.0,0.0019039086123866053,0.1525366782394445,0.01198342479560981,0.0,0.0,0.0,0.0,0.011423451674319633,0.0,0.0229588979728973,0.0,0.0024638817336767836,0,0,0,0,0
3-6,0.0,0.011321392362284556,0.0,0.22913146333220683,0.0,0.0,0.0,0.01875633660020277,0.0005069280162216965,0.0,0.0,0.0,0.0,0.0,0.0,0.004224400135180805,0.22440013518080432,0.0,0.0,0.0,0.0,0.0,0.0,0.017573504562352148,0.0033795201081446434,0.0,0.0,0.2999324095978371,0.0,0.0,0.11912808381209868,0.0,0.0,0.0,0.0,0.0021966880702940185,0.005745184183845894,0.0,0.06370395403852652,0.0,0.0,0,0,0,0,0
3-7,0.0,0.008859236574428525,0.0,0.20704363994312588,0.0,0.038280651864814615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18954391337635348,0.0,0.013890407962375588,0.0,0.0,0.0,0.3334791643880564,0.0,0.0,0.16898173466039593,0.0,0.0,0.0,0.0,0.0,0.013999781253417916,0.0,0.025921469977031607,0.0,0.0,0,0,0,0,0
3-8,0.0,0.0,0.0,0.18246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01461038961038961,0.0,0.0,0.0,0.0,0.1237012987012987,0.0,0.02418831168831169,0.0017857142857142857,0.0,0.0,0.2917207792207792,0.0,0.0,0.28733766233766234,0.0,0.0,0.0,0.0,0.0,0.00551948051948052,0.0,0.06866883116883117,0.0,0.0,0,0,0,0,1
3-9,0.0,0.0,0.0,0.0004995912435280225,0.0,0.0,0.0,0.008447633754201107,0.0,0.0,0.0,0.0,0.0,0.08833681533290944,0.0,0.0,0.115042238168771,0.0,0.0,0.0,0.0,0.0,0.0,0.07770914706149513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7099645744390953,0.0,0.0,0,0,1,0,0
4-1,0.0,0.0,0.0,0.0006325816774577659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5676490288010717,0.0,0.0,0.0,0.0,0.0028280122051053064,0.0,0.0038699114385651557,0.0,0.0,0.0,0.005656024410210613,0.4159038475850264,0.0,0.00044652824291136416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003014065639651708,0.0,0.0,0,0,0,0,0
4-10,0.0,0.0,0.0,0.054906799453575995,0.0,0.00013219935662979774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013219935662979774,0.030449918477063413,0.0,0.0,0.0,0.0,0.4173093024280615,0.0,0.02269422288811528,0.0006609967831489887,0.0,0.003128718106905213,0.2096681796148592,0.0643810866787115,0.022341691270435816,0.15537831049222228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018816375093641213,0.0,0.0,0,0,0,0,0
4-11,0.0,0.0038271962887793565,0.0,0.12235430559582487,0.0,0.01090171064076544,0.0,0.0,0.013743113946071325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009799942012177442,0.0,0.0,0.0,0.0,0.4231371412003479,0.0,0.006610611771527979,0.0,0.0,0.004465062336909249,0.2494636126413453,0.0,0.002261525079733256,0.1495505943751812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038851841113366195,0.0,0.0,0,0,0,0,0
4-12,0.0,0.0,0.0,0.003582819941451479,0.005723773321099314,0.0,0.0,0.05378599204788745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11211604841176213,0.0,0.0,0.0,0.0,0.006597631843404552,0.0,0.0,8.738585223052388e-05,0.0,0.0,0.5781884912832612,0.036439900380128454,0.0,0.13632192947961724,0.0,0.0,0.0,0.0,0.028749945383842356,0.0,0.0,0.03840608205531525,0.0,0.0,0,0,1,0,0
4-13,0.0,0.009996993385447985,0.0,0.0724594107035478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013905592303066747,0.10275105231509321,0.0,0.0,0.0,0.0,0.04930847865303668,0.0,0.0,0.0030817799158147927,0.0,0.0,0.4488123872519543,0.0,0.0,0.28871016235718583,0.0,0.0,0.0,0.0,0.0,0.0003006614552014432,0.0,0.0006013229104028864,0.0,0.010072158749248347,0,0,0,0,0
