SampleID,Aenigmarchaeales,Bathyarchaeia,Hadarchaeales,Iainarchaeales,LKM11,Lokiarchaeia,Marine_Benthic_Group_D_and_DHVEG-1,Methanocorpusculaceae,Methanofastidiosaceae,Methanomassiliicoccaceae,Methanomethyliaceae,Methanomethylophilaceae,Methanomicrobiaceae,Methanomicrobiales,Methanoregulaceae,Methanosaetaceae,Methanosarcinaceae,Methanospirillaceae,Micrarchaeales,Nitrososphaeraceae,Odinarchaeia,Rhinosporideacae,SCGC_AAA011-D5,Teleostei,Unclassified,Veneroida,Woesearchaeales,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
3-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002183406113537118,0.0,0.0,0.03313081450541105,0.059236757167267895,0.0,0.0,0.4554775014239605,0.11695462312511866,0.16973609265236378,0.003892158724131384,0.0,0.0,0.0,0.0,0.0,0.15938864628820962,0.0,0.0,0,0,1,0,0
3-13,0.0,0.009076843733883445,0.0,0.0,0.0,0.0,0.0,0.004847859721505931,0.14244455905105724,0.027952552862300153,0.0,0.0,0.06776689014956162,0.0,0.096028880866426,0.2116554925219185,0.005054151624548736,0.1256317689530686,0.0,0.0,0.0,0.0,0.03950489943269727,0.0,0.2700361010830325,0.0,0.0,0,0,0,0,0
3-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032640949554896145,0.0,0.3079602631918462,0.5520577989936782,0.0,0.0,0.008902077151335312,0.0,0.05883111856534641,0.0,0.0,0.0,0.0,0.01212746742355825,0.0,0.02748032511933944,0.0,0.0,0,0,1,0,0
3-15,0.0,0.003283908846651408,0.0,0.0,0.0,0.0,0.0,0.0,0.13991441934520849,0.013334660165190566,0.0,0.0,0.026768832719673598,0.0,0.07692307692307693,0.29186983779480546,0.0,0.17842571400139318,0.0,0.0,0.0,0.0,0.0,0.0,0.2694795502040004,0.0,0.0,0,0,0,0,0
3-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08628318584070796,0.05457227138643068,0.0,0.0,0.0,0.0,0.17760570304818094,0.40400688298918386,0.006268436578171091,0.24668141592920353,0.0,0.0,0.0,0.0,0.0,0.0,0.024582104228121928,0.0,0.0,0,0,0,0,0
3-17,0.0,0.005751346059716104,0.0,0.0,0.0,0.0,0.0,0.0,0.21940773372491434,0.0004894762604013706,0.0,0.026676456191874694,0.04233969652471855,0.0,0.011502692119432207,0.25367107195301025,0.0,0.33932941752325013,0.01529613313754283,0.0,0.0,0.0,0.0,0.0,0.0855359765051395,0.0,0.0,0,0,0,0,0
3-18,0.0,0.010610285006195787,0.0,0.0,0.0,0.0,0.0,0.0,0.16248451053283766,0.025170384138785626,0.0,0.0,0.04414498141263941,0.0,0.0022459727385377944,0.30986679058240396,0.0,0.22637856257744735,0.0,0.00015489467162329616,0.0,0.0,0.0030978934324659233,0.0,0.2158457249070632,0.0,0.0,0,0,0,0,0
3-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004029850746268657,0.0,0.16611940298507463,0.5904477611940299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23940298507462687,0.0,0.0,0,0,0,0,0
3-2,0.0,0.006073992269464384,0.0,0.0,0.0,0.0,0.0,0.0,0.120283452972575,0.014632799558255107,0.0,0.0,0.0,0.0,0.3503589177250138,0.37833609423891035,0.020614761641818517,0.1022455365359838,0.0,0.0,0.0,0.0,0.006626173384870237,0.0,0.0008282716731087797,0.0,0.0,0,0,0,0,0
3-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060452549814251945,0.0,0.0,0.643194866599122,0.0,0.0,0.017392772711921647,0.14674096588990207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13221884498480244,0.0,0.0,0,1,0,0,0
3-21,0.0,0.002759635728083893,0.0,0.0,0.0,0.0,0.0,0.0,0.17477692944531323,0.005243307883359397,0.0,0.0,0.0,0.0016557814368503357,0.2160794775089688,0.454144052985006,0.0,0.06613926961641063,0.0,0.0,0.0,0.0,0.0,0.0,0.07920154539600772,0.0,0.0,0,0,0,0,0
3-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032799293553677305,0.0,0.0,0.0,0.0,0.0,0.0,0.07411378831840545,0.003469156048946638,0.19698498801564274,0.0,0.0,0.0,0.0,0.0,0.0,0.7221521382616375,0.0,0.0,0,0,0,1,1
3-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21312114829549886,0.033153912161635074,0.0,0.0,0.08783836492706139,0.0021062485373274046,0.07192448708947656,0.348779155940401,0.011623371557843825,0.20789453155472346,0.006084717996723613,0.0,0.0,0.0,0.006006708791637413,0.0,0.011467353147671425,0.0,0.0,0,0,0,0,0
3-24,0.0,0.0019353055017970694,0.0,0.0,0.0,0.0,0.0,0.0,0.1537185512855958,0.007464749792645839,0.0,0.0,0.0,0.0,0.42590544650262646,0.1715510091235831,0.0,0.15067735692562897,0.0,0.0,0.0,0.0,0.0,0.0,0.08874758086812275,0.0,0.0,0,1,0,0,1
3-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021185459597128965,0.24855290576522343,0.03855059041444779,0.0,0.0,0.03287798101412364,0.0,0.5193331789766149,0.10280157443852744,0.0005788376939106274,0.027552674230145867,0.0,0.0,0.0,0.0,0.0,0.0,0.008566797869877286,0.0,0.0,0,0,0,0,0
3-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019169329073482427,0.06617982656321314,0.0,0.0,0.37984938384299405,0.0,0.1110223642172524,0.07314011866727521,0.11615700593336376,0.2077818347786399,0.0,0.007530807850296669,0.0,0.0,0.0,0.0,0.019169329073482427,0.0,0.0,0,0,0,0,0
3-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08369191049913942,0.0,0.04969879518072289,0.8377796901893287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02882960413080895,0.0,0.0,0,0,0,0,0
3-28,0.0,0.0007499062617172854,0.0,0.0,0.0,0.0,0.0,0.0008998875140607424,0.12860892388451445,0.0,0.0,0.04709411323584552,0.07731533558305212,0.0,0.0,0.5637045369328834,0.010948631421072367,0.16362954630671167,0.005174353205849269,0.0,0.0,0.0,0.0005999250093738283,0.0,0.001274840644919385,0.0,0.0,0,1,1,0,0
3-29,0.0,0.004195804195804196,0.0,0.0,0.0,0.0,0.0,0.0018356643356643356,0.14798951048951048,0.016520979020979022,0.0,0.0,0.011276223776223776,0.0,0.46564685314685317,0.17001748251748253,0.010576923076923078,0.15786713286713286,0.0,0.0,0.0,0.0,0.011975524475524475,0.0,0.002097902097902098,0.0,0.0,0,0,0,0,0
3-3,0.0,0.00513347022587269,0.0,0.0,0.0,0.0,0.0,0.0,0.24798610014215763,0.010108987521718528,0.0,0.0,0.015716316537671773,0.0,0.17477491707471174,0.35594692781551096,0.002053388090349076,0.13836676670352235,0.000552835255093982,0.0,0.0,0.0,0.002132364555362502,0.0,0.04722792607802875,0.0,0.0,0,0,0,0,0
3-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12970740585188295,0.02911941761164777,0.0,0.0,0.0020999580008399833,0.00251994960100798,0.756684866302674,0.03464930701385972,0.005389892202155957,0.03982920341593168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3-31,0.0,0.0003956478733926805,0.0,0.0,0.0,0.0,0.0,0.0002967359050445104,0.0006923837784371909,0.07477744807121661,0.0,0.013946587537091989,0.5576656775469832,0.0,0.0,0.010089020771513354,0.30692383778437193,0.03125618199802176,0.0,0.0,0.0,0.0,0.0,0.0,0.003956478733926805,0.0,0.0,0,0,1,0,0
3-32,0.0,0.0005833625014584063,0.0,0.0,0.0,0.0,0.0,0.0,0.15692451289231127,0.03826858009567145,0.0,0.0,0.01038385252595963,0.0025667950064169874,0.36366818340917045,0.2307782055769455,0.0,0.19589312798973282,0.0,0.0,0.0,0.0,0.0,0.0,0.00093338000233345,0.0,0.0,0,0,0,0,0
3-32',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025211778943122227,0.0,0.0060508269463493344,0.004134731746672045,0.1054860830980234,0.086425978217023,0.0,0.0,0.17880193626462282,0.031060911657926585,0.45048406615570796,0.0,0.0,0.0,0.0,0.0,0.007966922146026624,0.12353771682129891,0.0035296490520371118,0.0,0,1,0,1,1
3-33,0.0,0.004752259270800872,0.0,0.0,0.0,0.0,0.0,0.004206918043004051,0.15355250856964786,0.025553131816765346,0.0027267061389841074,0.0,0.0,0.0,0.41960112184481146,0.27438454347148644,0.0008569647865378623,0.02757868494858211,0.0,0.0,0.0,0.0,0.0007011530071673418,0.0,0.007089435961358679,0.0,0.07899657214085384,0,0,0,0,0
3-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21429463951018368,0.0,0.0,0.0016243908534299637,0.049231538173185055,0.0,0.0,0.6713732350368612,0.005997750843433712,0.03661127077345995,0.0,0.0,0.0,0.0,0.008121954267149819,0.0,0.012745220542296638,0.0,0.0,0,0,0,0,0
3-4,0.0,0.002898438707682795,0.0,0.0,0.0,0.0,0.0,0.0,0.19365435152264646,0.029216262173442573,0.0004637501932292472,0.0,0.013989797495748956,0.05812335755139898,0.08552326480136034,0.3873473488947287,0.004637501932292472,0.22287061369608904,0.0,3.86458494357706e-05,0.0,0.0,0.0005410418921007883,0.0,0.0006956252898438708,0.0,0.0,0,0,0,0,0
3-5,0.0020159032366446413,0.006495688206966065,0.0,0.0,0.0,0.0,0.0,0.0003359838727741068,0.2760667487960578,0.02833463993728301,0.006719677455482137,0.0,0.022398924851607122,0.006719677455482137,0.18311121066188824,0.2821144585059917,0.0038078172247732107,0.1525366782394445,0.01198342479560981,0.0,0.0,0.0,0.011423451674319633,0.0,0.003471833351999104,0.0,0.0024638817336767836,0,0,0,0,0
3-6,0.0,0.011321392362284556,0.0,0.0,0.0,0.0,0.0,0.004224400135180805,0.22913146333220683,0.017573504562352148,0.0,0.02095302467049679,0.22440013518080432,0.0,0.0,0.2999324095978371,0.0033795201081446434,0.11912808381209868,0.0,0.0005069280162216965,0.0,0.0,0.005745184183845894,0.0,0.06370395403852652,0.0,0.0,0,0,0,0,0
3-7,0.0,0.008859236574428525,0.0,0.0,0.0,0.0,0.0,0.0,0.20704363994312588,0.020780925298042218,0.038280651864814615,0.0,0.0,0.003499945313354479,0.1904188997046921,0.3334791643880564,0.0004374931641693099,0.16898173466039593,0.0,0.0,0.0,0.0,0.013999781253417916,0.0,0.01421852783550257,0.0,0.0,0,0,0,0,0
3-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18246753246753247,0.03133116883116883,0.0,0.0,0.01461038961038961,0.05227272727272727,0.1237012987012987,0.2917207792207792,0.0017857142857142857,0.28733766233766234,0.0,0.0,0.0,0.0,0.00551948051948052,0.0,0.009253246753246753,0.0,0.0,0,0,0,0,1
3-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004995912435280225,0.07770914706149513,0.0,0.008447633754201107,0.115042238168771,0.0,0.0,0.0,0.08833681533290944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7099645744390953,0.0,0.0,0,0,1,0,0
4-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006325816774577659,0.0038699114385651557,0.0,0.0,0.5676490288010717,0.0,0.0028280122051053064,0.005656024410210613,0.4159038475850264,0.00044652824291136416,0.0,0.0,0.0,0.0,0.0,0.0,0.003014065639651708,0.0,0.0,0,0,0,0,0
4-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013219935662979774,0.054906799453575995,0.0309787159035826,0.00013219935662979774,0.0,0.030449918477063413,0.004362578768783325,0.44277971180540254,0.2096681796148592,0.06530648217512008,0.15537831049222228,0.0,0.0,0.0,0.0,0.0,0.0,0.005904904596130966,0.0,0.0,0,0,0,0,0
4-11,0.0,0.0038271962887793565,0.0,0.0,0.0,0.0,0.0,0.0,0.12235430559582487,0.006610611771527979,0.01090171064076544,0.0,0.009799942012177442,0.0,0.42986372861699046,0.2494636126413453,0.0,0.1495505943751812,0.0,0.013743113946071325,0.0,0.0,0.0,0.0,0.0038851841113366195,0.0,0.0,0,0,0,0,0
4-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003582819941451479,0.0004806221872678813,0.0,0.1010180451784856,0.11211604841176213,0.0,0.006597631843404552,0.5781884912832612,0.03652728623235898,0.13632192947961724,0.0,0.0,0.0,0.0,0.0,0.0,0.025167125442390876,0.0,0.0,0,0,1,0,0
4-13,0.0,0.009996993385447985,0.0,0.0,0.0,0.0,0.0,0.013905592303066747,0.0724594107035478,0.0,0.0,0.0,0.10275105231509321,0.0,0.04930847865303668,0.4488123872519543,0.0030817799158147927,0.28871016235718583,0.0,0.0,0.0,0.0,0.0003006614552014432,0.0,0.0006013229104028864,0.0,0.010072158749248347,0,0,0,0,0
4-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002263012320844858,0.0058670689799681505,0.0,0.03696253457379935,0.9263263766658285,0.0,0.0010057832537088258,0.018858436007040482,0.0,0.007962450758528203,0.0,0.0,0.0,0.0,0.0,0.0,0.0007543374402816193,0.0,0.0,0,1,1,0,0
4-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1445099484156227,0.016507000736919675,0.0,0.0,0.012748710390567429,0.0,0.13898305084745763,0.5304347826086957,0.0,0.1565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0002947678703021371,0.0,0.0,0,0,0,0,0
4-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09338174026901559,0.0,0.0,0.0,0.0033329365551720033,0.0,0.3154981549815498,0.37305082728246636,0.0,0.21420069039400072,0.0,0.0,0.0,0.0,0.0,0.0,0.0005356505177955005,0.0,0.0,0,0,0,0,0
4-17,0.0,0.002964295230482281,0.0,0.0,0.0,0.0,0.0,0.0016986410871302957,0.11957100985877964,0.00043298694377831066,0.0,0.012456701305622169,0.03826938449240608,0.0,0.013888888888888888,0.48501199040767384,0.00979216626698641,0.29399813482547293,0.016953104183320012,0.0,0.0,0.0,0.0004996003197442046,0.0,0.0044630961897148946,0.0,0.0,0,0,0,0,0
4-18,0.0,0.012619155696777122,0.0,0.0,0.0,0.0,0.0,0.0,0.15769405356332275,0.01838402178847027,0.0,0.0,0.0908760780753518,0.0,0.035497049477984564,0.49550612800726285,0.0,0.17721289151157513,0.004357694053563323,0.0,0.0,0.0012709940989559692,0.005129369042215161,0.0,0.0014525646845211075,0.0,0.0,0,0,0,0,0
4-2,0.0,0.0016318877816742475,0.0,0.0,0.0,0.0,0.0,0.0,0.08225408839970834,0.0,0.0,0.0,0.0002083260997882018,0.0,0.37182736710530884,0.5060935384188049,0.0027429603138779905,0.034200201381896465,0.00038193118294503663,0.0,0.0,0.0,0.0004860942328391375,0.0,0.00017360508315683484,0.0,0.0,0,0,0,0,0
4-21,0.0,0.008285822881033827,0.0,0.0,0.0,0.0,0.0,0.0,0.15541619156214367,0.009502090459901177,0.0,0.0,0.0023565184340554922,0.0017483846446218168,0.3911440516913721,0.2676168757126568,0.0,0.14074496389205626,0.0,0.0,0.0025465602432535157,0.0,0.01839604713036868,0.0,0.002242493348536678,0.0,0.0,0,0,0,0,0
4-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003287175905000616,0.0036569831943131857,0.0,0.0,0.01881908205612853,0.010395693799564449,0.0,0.004314418375313309,0.0442536056210708,0.16571475531084356,0.7427784854337017,0.0,0.0,0.0,0.0,0.0,0.0,0.009738258618564326,0.0,0.0,1,0,0,0,0
4-23,0.0,0.0016916895749629942,0.0,0.0,0.0,0.0,0.0,0.0,0.11214492140692182,0.0,0.0,0.0,0.02037076196517939,0.0,0.03714668358356241,0.6658913089448086,0.0026080214280679494,0.15697469514344117,0.0,0.0,0.0,0.0,0.0,0.0,0.0026080214280679494,0.0,0.0005638965249876648,0,0,0,1,0
4-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010893246187363835,0.21601307189542485,0.035076252723311545,0.0,0.0,0.056808278867102394,0.0,0.4455882352941177,0.21612200435729848,0.0,0.027233115468409588,0.0,0.0,0.0,0.0,0.0,0.0,0.0020697167755991284,0.0,0.0,0,0,0,0,0
4-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008183556405353728,0.030210325047801148,0.0,0.0,0.3441682600382409,0.0,0.05912045889101338,0.08481835564053537,0.14133843212237093,0.3239770554493308,0.0,0.004665391969407266,0.0,0.0,0.0,0.0,0.003518164435946463,0.0,0.0,0,0,0,0,0
4-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034175433893989145,0.06593848421899082,0.0,0.0331702740735777,0.8689941700730416,0.0,0.0035515646987871073,0.016484621054747704,0.0015412450579642162,0.006902097433491925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
4-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03640612044923494,0.0,0.0,0.026381246702344163,0.08472148940981382,0.0,0.005954624255671968,0.5909399261325092,0.011683123539609557,0.2409738448782694,0.0,0.0,0.0,0.0,0.0,0.0,0.0029396246325469207,0.0,0.0,0,1,1,0,0
4-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029537504858142246,0.17473766031869414,0.008472600077730276,0.0,0.0,0.004041974349008939,0.0,0.4655266226195103,0.21663427905169064,0.004819277108433735,0.11745044694908667,0.0,0.0,0.0,0.0,0.00388651379712398,0.0,0.0014768752429071123,0.0,0.0,0,0,0,0,0
4-3,0.0,0.002691096478671629,0.0,0.0,0.0,0.0,0.0,0.0004008016032064128,0.2484397366160893,0.003950758660177498,0.0,0.0,0.006813627254509018,0.0,0.3063841969653593,0.24866876610363584,0.002004008016032064,0.1743486973947896,0.0006870884626395649,0.0,0.0,0.0,0.0020612653879186946,0.0,0.0034354423131978244,0.0,0.0001145147437732608,0,0,0,0,0
4-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14874010079193664,0.030285577153827695,0.0,0.0,0.0,0.0,0.6824574034077274,0.08096952243820495,0.0014878809695224383,0.056059515238780895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025644313373509426,0.03955635337863829,0.0,0.07840748813950507,0.2834337735607129,0.0,0.007436850878317733,0.01205282728554943,0.5674445441723298,0.007372740094883959,0.0,0.0,0.0,0.0,0.0,0.0,0.0017309911527118862,0.0,0.0,1,0,1,0,1
4-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19192095321127578,0.05056669572798605,0.0,0.0,0.013251961639058413,0.0,0.3228712583551293,0.21441441441441442,0.0016855565242662016,0.2052891601278698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4-32',0.0,0.003753440653932772,0.0,0.0,0.0,0.0,0.0,0.004921177746267412,0.04012011010092585,0.0,0.0,0.014763533238802235,0.03945283176244891,0.0,0.06197347568604554,0.23454833597464342,0.007256651930936692,0.5595128868129118,0.0,0.0,0.0,0.0,0.0,0.0,0.03369755609308533,0.0,0.0,1,1,0,1,1
4-33,0.0,0.0036937064923994885,0.0,0.0,0.0,0.0,0.0,0.0012075578917459867,0.11173462139508453,0.02003125443955107,0.0,0.0,0.0,0.0,0.5615144196618838,0.22190652081261542,0.0,0.06861770137803665,0.0,0.00014206563432305724,0.0,0.0,0.00042619690296917176,0.0,0.0022020173320073874,0.0,0.008523938059383436,0,0,0,0,0
4-34,0.0,0.00037274026216065103,0.0,0.0,0.0,0.0,0.0,0.0,0.10797042927253525,0.005094116916195565,0.0,0.024165993663415545,0.22811704044231845,0.0,0.00528048704727589,0.4797167174007579,0.03988320805118966,0.09374417593340374,0.0,0.0,0.0,0.0,0.015282350748586693,0.0,0.00037274026216065103,0.0,0.0,0,0,0,0,0
4-4,0.0,0.0032365586203565045,0.0,0.0,0.0,0.0,0.0,0.0,0.22428868170619776,0.031834210907685616,0.0,0.0,0.004395922902275253,0.028162890681609584,0.28631467078885076,0.23153470846818994,0.0020288874933578087,0.1847253755857205,0.0016424327327182262,0.0,0.0,0.0,0.0004830684507994783,0.0,0.0013525916622385392,0.0,0.0,0,0,0,0,0
4-5,0.001289249324183822,0.005822416302765648,0.0,0.0,0.0,0.0,0.0,0.0,0.22944479101684342,0.012019130796423373,0.00012476606363069246,0.0,0.013641089623622375,0.08392597213557912,0.25044707839467667,0.25893117072156374,0.0004574755666458723,0.13782491162403826,0.004366812227074236,0.0,0.0,0.0,0.0,0.0,0.001039717196922437,0.0,0.0006654190060303597,0,0,0,0,0
4-6,0.0,0.004124004550625711,0.0,0.0,0.0,0.0,0.0,0.002227910504361016,0.2222222222222222,0.004882442169131589,0.0,0.0,0.4336367083807357,0.0,0.009812286689419795,0.26995638983693593,0.01080773606370876,0.03612059158134243,0.0,0.0013746681835419036,0.0,0.0,0.0,0.0,0.004835039817974972,0.0,0.0,0,0,0,0,0
4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23193661026054258,0.00881905273524935,0.0,0.0,0.0036261079774375505,0.03397797475154445,0.251096785746262,0.33154266272719135,0.0,0.13900080580177276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4-8,0.0,0.003527419809989653,0.0,0.0,0.0,0.0,0.0,0.0,0.1890226695513122,0.0,0.0013639356598626657,0.0,0.010347098109302982,0.004374000564387169,0.2793716489511805,0.24837738688740477,0.0,0.25580848462044964,0.004185871507854388,0.0,0.0,0.0,0.0,0.0,0.0030100649045245037,0.0,0.0006114194337315398,0,0,0,0,0
4-9,0.0,0.0016997576941159452,0.0,0.0,0.0,0.0,0.0,0.0,0.014068207298108568,0.037973310187696646,0.0,0.08169686448953022,0.7718346533579256,0.0,0.014936168673827348,0.06484394777765723,0.005171603196991067,0.0041228165346642075,0.0,0.0,0.0,0.0,0.00043398068785939026,0.0,0.003218690101623811,0.0,0.0,0,0,0,0,0
