block,taxon,feature,samples_above_1_percent,training_samples_above_1_percent,all_samples_percent_above_1,training_percent_above_1,domain,included_in_final_matrix
BAC_F,JG36-GS-52,BAC_F::JG36-GS-52,0,0,0.0,0.0,Bacteria,False
BAC_F,JGI_0000069-P22,BAC_F::JGI_0000069-P22,0,0,0.0,0.0,Bacteria,False
BAC_F,JS1,BAC_F::JS1,11,5,7.971014492753623,4.587155963302752,Bacteria,False
BAC_F,KCLunmb-38-53,BAC_F::KCLunmb-38-53,0,0,0.0,0.0,Bacteria,False
BAC_F,KD1-131,BAC_F::KD1-131,0,0,0.0,0.0,Bacteria,False
BAC_F,KD3-93,BAC_F::KD3-93,0,0,0.0,0.0,Bacteria,False
BAC_F,KD4-96,BAC_F::KD4-96,0,0,0.0,0.0,Bacteria,False
BAC_F,KI89A_clade,BAC_F::KI89A_clade,0,0,0.0,0.0,Bacteria,False
BAC_F,KIST-JJY010,BAC_F::KIST-JJY010,0,0,0.0,0.0,Bacteria,False
BAC_F,Kapabacteriales,BAC_F::Kapabacteriales,0,0,0.0,0.0,Bacteria,False
BAC_F,Kosmotogaceae,BAC_F::Kosmotogaceae,30,20,21.73913043478261,18.34862385321101,Bacteria,True
BAC_F,LCP-89,BAC_F::LCP-89,0,0,0.0,0.0,Bacteria,False
BAC_F,LD-RB-34,BAC_F::LD-RB-34,0,0,0.0,0.0,Bacteria,False
BAC_F,LD1-PA32,BAC_F::LD1-PA32,7,6,5.072463768115942,5.504587155963303,Bacteria,True
BAC_F,LD1-PB3,BAC_F::LD1-PB3,4,3,2.898550724637681,2.7522935779816513,Bacteria,False
BAC_F,LF045,BAC_F::LF045,0,0,0.0,0.0,Bacteria,False
BAC_F,LK-44f,BAC_F::LK-44f,0,0,0.0,0.0,Bacteria,False
BAC_F,LWQ8,BAC_F::LWQ8,0,0,0.0,0.0,Bacteria,False
BAC_F,Labraceae,BAC_F::Labraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Lachnospiraceae,BAC_F::Lachnospiraceae,28,23,20.28985507246377,21.10091743119266,Bacteria,True
BAC_F,Lactobacillaceae,BAC_F::Lactobacillaceae,7,6,5.072463768115942,5.504587155963303,Bacteria,True
BAC_F,Latescibacteraceae,BAC_F::Latescibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Latescibacterota,BAC_F::Latescibacterota,0,0,0.0,0.0,Bacteria,False
BAC_F,Leeiaceae,BAC_F::Leeiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Legionellaceae,BAC_F::Legionellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Lenti-02,BAC_F::Lenti-02,0,0,0.0,0.0,Bacteria,False
BAC_F,Lentimicrobiaceae,BAC_F::Lentimicrobiaceae,42,33,30.434782608695652,30.275229357798164,Bacteria,True
BAC_F,Leptospiraceae,BAC_F::Leptospiraceae,6,3,4.3478260869565215,2.7522935779816513,Bacteria,False
BAC_F,Leptotrichiaceae,BAC_F::Leptotrichiaceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,False
BAC_F,Leuconostocaceae,BAC_F::Leuconostocaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,LiUU-11-161,BAC_F::LiUU-11-161,0,0,0.0,0.0,Bacteria,False
BAC_F,Limnochordaceae,BAC_F::Limnochordaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Limnochordia,BAC_F::Limnochordia,0,0,0.0,0.0,Bacteria,False
BAC_F,Lineage_IIa,BAC_F::Lineage_IIa,0,0,0.0,0.0,Bacteria,False
BAC_F,Lineage_IV,BAC_F::Lineage_IV,0,0,0.0,0.0,Bacteria,False
BAC_F,Longimicrobiaceae,BAC_F::Longimicrobiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,M55-D21,BAC_F::M55-D21,0,0,0.0,0.0,Bacteria,False
BAC_F,MAT-CR-H4-C10,BAC_F::MAT-CR-H4-C10,0,0,0.0,0.0,Bacteria,False
BAC_F,MBA03,BAC_F::MBA03,20,20,14.492753623188406,18.34862385321101,Bacteria,True
BAC_F,MBNT15,BAC_F::MBNT15,0,0,0.0,0.0,Bacteria,False
BAC_F,MD2902-B12,BAC_F::MD2902-B12,0,0,0.0,0.0,Bacteria,False
BAC_F,MSB-3C8,BAC_F::MSB-3C8,0,0,0.0,0.0,Bacteria,False
BAC_F,MSB-5E12,BAC_F::MSB-5E12,0,0,0.0,0.0,Bacteria,False
BAC_F,MSBL9,BAC_F::MSBL9,0,0,0.0,0.0,Bacteria,False
BAC_F,MVP-15,BAC_F::MVP-15,4,2,2.898550724637681,1.834862385321101,Bacteria,False
BAC_F,MVP-88,BAC_F::MVP-88,0,0,0.0,0.0,Bacteria,False
BAC_F,Magnetospirillaceae,BAC_F::Magnetospirillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Margulisbacteria,BAC_F::Margulisbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Marinifilaceae,BAC_F::Marinifilaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Marinilabiliaceae,BAC_F::Marinilabiliaceae,11,11,7.971014492753623,10.091743119266056,Bacteria,True
BAC_F,Marinimicrobia_(SAR406_clade),BAC_F::Marinimicrobia_(SAR406_clade),4,4,2.898550724637681,3.669724770642202,Bacteria,False
BAC_F,Marinobacteraceae,BAC_F::Marinobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Melioribacteraceae,BAC_F::Melioribacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Methylacidiphilaceae,BAC_F::Methylacidiphilaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Methylococcaceae,BAC_F::Methylococcaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Methyloligellaceae,BAC_F::Methyloligellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Methylomirabilaceae,BAC_F::Methylomirabilaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Methylomonadaceae,BAC_F::Methylomonadaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Methylophagaceae,BAC_F::Methylophagaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Methylophilaceae,BAC_F::Methylophilaceae,16,8,11.594202898550725,7.339449541284404,Bacteria,True
BAC_F,MgMjR-022,BAC_F::MgMjR-022,0,0,0.0,0.0,Bacteria,False
BAC_F,Micavibrionaceae,BAC_F::Micavibrionaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Microbacteriaceae,BAC_F::Microbacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Micrococcaceae,BAC_F::Micrococcaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Micropepsaceae,BAC_F::Micropepsaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Microscillaceae,BAC_F::Microscillaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Microtrichaceae,BAC_F::Microtrichaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,MidBa8,BAC_F::MidBa8,0,0,0.0,0.0,Bacteria,False
BAC_F,Mitochondria,BAC_F::Mitochondria,0,0,0.0,0.0,Bacteria,False
BAC_F,Monoglobaceae,BAC_F::Monoglobaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Moorellaceae,BAC_F::Moorellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Moraxellaceae,BAC_F::Moraxellaceae,2,1,1.4492753623188406,0.9174311926605505,Bacteria,False
BAC_F,Morganellaceae,BAC_F::Morganellaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Muribaculaceae,BAC_F::Muribaculaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Mycobacteriaceae,BAC_F::Mycobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Myxococcaceae,BAC_F::Myxococcaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,NB1-j,BAC_F::NB1-j,0,0,0.0,0.0,Bacteria,False
BAC_F,NK-L14,BAC_F::NK-L14,0,0,0.0,0.0,Bacteria,False
BAC_F,NKB15,BAC_F::NKB15,0,0,0.0,0.0,Bacteria,False
BAC_F,Nakamurellaceae,BAC_F::Nakamurellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Nannocystaceae,BAC_F::Nannocystaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Neisseriaceae,BAC_F::Neisseriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Nitrosococcaceae,BAC_F::Nitrosococcaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Nitrosomonadaceae,BAC_F::Nitrosomonadaceae,6,2,4.3478260869565215,1.834862385321101,Bacteria,False
BAC_F,Nitrospiraceae,BAC_F::Nitrospiraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Nocardiaceae,BAC_F::Nocardiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Nocardioidaceae,BAC_F::Nocardioidaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,OC31,BAC_F::OC31,0,0,0.0,0.0,Bacteria,False
BAC_F,OLB14,BAC_F::OLB14,0,0,0.0,0.0,Bacteria,False
BAC_F,OM190,BAC_F::OM190,0,0,0.0,0.0,Bacteria,False
BAC_F,OPB41,BAC_F::OPB41,1,0,0.7246376811594203,0.0,Bacteria,False
BAC_F,Obscuribacteraceae,BAC_F::Obscuribacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Oligosphaeraceae,BAC_F::Oligosphaeraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Omnitrophaceae,BAC_F::Omnitrophaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Omnitrophales,BAC_F::Omnitrophales,0,0,0.0,0.0,Bacteria,False
BAC_F,Oscillospiraceae,BAC_F::Oscillospiraceae,5,2,3.6231884057971016,1.834862385321101,Bacteria,False
BAC_F,Oscillospirales,BAC_F::Oscillospirales,0,0,0.0,0.0,Bacteria,False
BAC_F,Oxalobacteraceae,BAC_F::Oxalobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Oxobacteraceae,BAC_F::Oxobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,PAUC34f,BAC_F::PAUC34f,0,0,0.0,0.0,Bacteria,False
BAC_F,PB19,BAC_F::PB19,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,PBS-18,BAC_F::PBS-18,0,0,0.0,0.0,Bacteria,False
BAC_F,PHOS-HE36,BAC_F::PHOS-HE36,0,0,0.0,0.0,Bacteria,False
BAC_F,PLTA13,BAC_F::PLTA13,0,0,0.0,0.0,Bacteria,False
BAC_F,Paenibacillaceae,BAC_F::Paenibacillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Paludibacteraceae,BAC_F::Paludibacteraceae,54,43,39.130434782608695,39.44954128440367,Bacteria,True
BAC_F,Paracaedibacteraceae,BAC_F::Paracaedibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Parachlamydiaceae,BAC_F::Parachlamydiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Parcubacteria,BAC_F::Parcubacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Parvibaculaceae,BAC_F::Parvibaculaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Pasteurellaceae,BAC_F::Pasteurellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,PeH15,BAC_F::PeH15,1,0,0.7246376811594203,0.0,Bacteria,False
BAC_F,PeM15,BAC_F::PeM15,0,0,0.0,0.0,Bacteria,False
BAC_F,Pedosphaeraceae,BAC_F::Pedosphaeraceae,15,11,10.869565217391305,10.091743119266056,Bacteria,True
BAC_F,Peptococcaceae,BAC_F::Peptococcaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Peptostreptococcaceae,BAC_F::Peptostreptococcaceae,1,0,0.7246376811594203,0.0,Bacteria,False
BAC_F,Peptostreptococcales-Tissierellales,BAC_F::Peptostreptococcales-Tissierellales,52,44,37.68115942028985,40.36697247706422,Bacteria,True
BAC_F,Petrotogaceae,BAC_F::Petrotogaceae,37,34,26.81159420289855,31.192660550458715,Bacteria,True
BAC_F,Phaselicystidaceae,BAC_F::Phaselicystidaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Phycisphaeraceae,BAC_F::Phycisphaeraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Pirellulaceae,BAC_F::Pirellulaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Pla1_lineage,BAC_F::Pla1_lineage,0,0,0.0,0.0,Bacteria,False
BAC_F,Pla3_lineage,BAC_F::Pla3_lineage,0,0,0.0,0.0,Bacteria,False
BAC_F,Pla4_lineage,BAC_F::Pla4_lineage,0,0,0.0,0.0,Bacteria,False
BAC_F,Planococcaceae,BAC_F::Planococcaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Pleomorphomonadaceae,BAC_F::Pleomorphomonadaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Polyangiaceae,BAC_F::Polyangiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Porticoccaceae,BAC_F::Porticoccaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Prevotellaceae,BAC_F::Prevotellaceae,12,10,8.695652173913043,9.174311926605505,Bacteria,True
BAC_F,Prolixibacteraceae,BAC_F::Prolixibacteraceae,59,52,42.7536231884058,47.706422018348626,Bacteria,True
BAC_F,Promicromonosporaceae,BAC_F::Promicromonosporaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Propionibacteriaceae,BAC_F::Propionibacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Proteiniboraceae,BAC_F::Proteiniboraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Proteinivoracales,BAC_F::Proteinivoracales,0,0,0.0,0.0,Bacteria,False
BAC_F,Pseudomonadaceae,BAC_F::Pseudomonadaceae,5,4,3.6231884057971016,3.669724770642202,Bacteria,False
BAC_F,Puniceicoccaceae,BAC_F::Puniceicoccaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,R7C24,BAC_F::R7C24,0,0,0.0,0.0,Bacteria,False
BAC_F,RBG-13-54-9,BAC_F::RBG-13-54-9,0,0,0.0,0.0,Bacteria,False
BAC_F,RBG-16-55-12,BAC_F::RBG-16-55-12,0,0,0.0,0.0,Bacteria,False
BAC_F,RF39,BAC_F::RF39,0,0,0.0,0.0,Bacteria,False
BAC_F,Reyranellaceae,BAC_F::Reyranellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Rhizobiaceae,BAC_F::Rhizobiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Rhizobiales_Incertae_Sedis,BAC_F::Rhizobiales_Incertae_Sedis,0,0,0.0,0.0,Bacteria,False
BAC_F,Rhodanobacteraceae,BAC_F::Rhodanobacteraceae,11,7,7.971014492753623,6.422018348623853,Bacteria,True
BAC_F,Rhodobacteraceae,BAC_F::Rhodobacteraceae,9,7,6.521739130434782,6.422018348623853,Bacteria,True
BAC_F,Rhodocyclaceae,BAC_F::Rhodocyclaceae,64,46,46.3768115942029,42.20183486238532,Bacteria,True
BAC_F,Rhodospirillaceae,BAC_F::Rhodospirillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Rickettsiaceae,BAC_F::Rickettsiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Rickettsiales,BAC_F::Rickettsiales,0,0,0.0,0.0,Bacteria,False
BAC_F,Rikenellaceae,BAC_F::Rikenellaceae,70,57,50.72463768115942,52.293577981651374,Bacteria,True
BAC_F,Rs-M47,BAC_F::Rs-M47,0,0,0.0,0.0,Bacteria,False
BAC_F,Rubinisphaeraceae,BAC_F::Rubinisphaeraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Rubritaleaceae,BAC_F::Rubritaleaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Rubrobacteriaceae,BAC_F::Rubrobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Ruminococcaceae,BAC_F::Ruminococcaceae,16,14,11.594202898550725,12.844036697247706,Bacteria,True
BAC_F,Run-SP154,BAC_F::Run-SP154,0,0,0.0,0.0,Bacteria,False
BAC_F,S-70,BAC_F::S-70,0,0,0.0,0.0,Bacteria,False
BAC_F,S085,BAC_F::S085,0,0,0.0,0.0,Bacteria,False
BAC_F,S15A-MN91,BAC_F::S15A-MN91,0,0,0.0,0.0,Bacteria,False
BAC_F,SB-5,BAC_F::SB-5,0,0,0.0,0.0,Bacteria,False
BAC_F,SBR1031,BAC_F::SBR1031,30,22,21.73913043478261,20.18348623853211,Bacteria,True
BAC_F,SBYX-4944,BAC_F::SBYX-4944,0,0,0.0,0.0,Bacteria,False
BAC_F,SC-I-84,BAC_F::SC-I-84,11,6,7.971014492753623,5.504587155963303,Bacteria,True
BAC_F,SG8-4,BAC_F::SG8-4,0,0,0.0,0.0,Bacteria,False
BAC_F,SGST604,BAC_F::SGST604,0,0,0.0,0.0,Bacteria,False
BAC_F,SHA-26,BAC_F::SHA-26,0,0,0.0,0.0,Bacteria,False
BAC_F,SHA-4,BAC_F::SHA-4,0,0,0.0,0.0,Bacteria,False
BAC_F,SHA-41,BAC_F::SHA-41,0,0,0.0,0.0,Bacteria,False
BAC_F,SJA-15,BAC_F::SJA-15,10,8,7.246376811594203,7.339449541284404,Bacteria,True
BAC_F,SJA-28,BAC_F::SJA-28,13,6,9.420289855072463,5.504587155963303,Bacteria,True
BAC_F,SM1A07,BAC_F::SM1A07,0,0,0.0,0.0,Bacteria,False
BAC_F,SM23-30,BAC_F::SM23-30,0,0,0.0,0.0,Bacteria,False
BAC_F,SM2D12,BAC_F::SM2D12,0,0,0.0,0.0,Bacteria,False
BAC_F,SR-FBR-L83,BAC_F::SR-FBR-L83,0,0,0.0,0.0,Bacteria,False
BAC_F,SRB2,BAC_F::SRB2,0,0,0.0,0.0,Bacteria,False
BAC_F,ST-12K33,BAC_F::ST-12K33,58,50,42.028985507246375,45.87155963302752,Bacteria,True
BAC_F,ST-NAGAB-D1,BAC_F::ST-NAGAB-D1,0,0,0.0,0.0,Bacteria,False
BAC_F,Saccharimonadaceae,BAC_F::Saccharimonadaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Saccharimonadales,BAC_F::Saccharimonadales,0,0,0.0,0.0,Bacteria,False
BAC_F,Saccharospirillaceae,BAC_F::Saccharospirillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sandaracinaceae,BAC_F::Sandaracinaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Saprospiraceae,BAC_F::Saprospiraceae,35,23,25.36231884057971,21.10091743119266,Bacteria,True
BAC_F,Schlesneriaceae,BAC_F::Schlesneriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sedimentibacteraceae,BAC_F::Sedimentibacteraceae,88,72,63.768115942028984,66.05504587155963,Bacteria,True
BAC_F,Selenomonadaceae,BAC_F::Selenomonadaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sericytochromatia,BAC_F::Sericytochromatia,0,0,0.0,0.0,Bacteria,False
BAC_F,Shewanellaceae,BAC_F::Shewanellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Silvanigrellaceae,BAC_F::Silvanigrellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Simkaniaceae,BAC_F::Simkaniaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Smithellaceae,BAC_F::Smithellaceae,68,48,49.27536231884058,44.03669724770642,Bacteria,True
BAC_F,Solibacteraceae,BAC_F::Solibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Solirubrobacteraceae,BAC_F::Solirubrobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sphingobacteriaceae,BAC_F::Sphingobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sphingomonadaceae,BAC_F::Sphingomonadaceae,2,0,1.4492753623188406,0.0,Bacteria,False
BAC_F,Spirochaetaceae,BAC_F::Spirochaetaceae,81,65,58.69565217391305,59.63302752293578,Bacteria,True
BAC_F,Spirosomaceae,BAC_F::Spirosomaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Spongiibacteraceae,BAC_F::Spongiibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sporichthyaceae,BAC_F::Sporichthyaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sporolactobacillaceae,BAC_F::Sporolactobacillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sporomusaceae,BAC_F::Sporomusaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Stappiaceae,BAC_F::Stappiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Steroidobacteraceae,BAC_F::Steroidobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Streptococcaceae,BAC_F::Streptococcaceae,6,4,4.3478260869565215,3.669724770642202,Bacteria,False
BAC_F,Succinivibrionaceae,BAC_F::Succinivibrionaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sulfurimonadaceae,BAC_F::Sulfurimonadaceae,1,0,0.7246376811594203,0.0,Bacteria,False
BAC_F,Sulfurospirillaceae,BAC_F::Sulfurospirillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sulfurovaceae,BAC_F::Sulfurovaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sumerlaeaceae,BAC_F::Sumerlaeaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Sutterellaceae,BAC_F::Sutterellaceae,9,4,6.521739130434782,3.669724770642202,Bacteria,False
BAC_F,Sva0485,BAC_F::Sva0485,0,0,0.0,0.0,Bacteria,False
BAC_F,Symbiobacteraceae,BAC_F::Symbiobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Synergistaceae,BAC_F::Synergistaceae,100,82,72.46376811594203,75.22935779816514,Bacteria,True
BAC_F,Syntrophaceae,BAC_F::Syntrophaceae,3,3,2.1739130434782608,2.7522935779816513,Bacteria,False
BAC_F,Syntrophobacteraceae,BAC_F::Syntrophobacteraceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,False
BAC_F,Syntrophobotulaceae,BAC_F::Syntrophobotulaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Syntrophomonadaceae,BAC_F::Syntrophomonadaceae,84,76,60.869565217391305,69.72477064220183,Bacteria,True
BAC_F,Syntrophorhabdaceae,BAC_F::Syntrophorhabdaceae,39,27,28.26086956521739,24.770642201834864,Bacteria,True
BAC_F,Syntrophotaleaceae,BAC_F::Syntrophotaleaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,T34,BAC_F::T34,0,0,0.0,0.0,Bacteria,False
BAC_F,TA06,BAC_F::TA06,3,0,2.1739130434782608,0.0,Bacteria,False
BAC_F,TK10,BAC_F::TK10,0,0,0.0,0.0,Bacteria,False
BAC_F,TRA3-20,BAC_F::TRA3-20,0,0,0.0,0.0,Bacteria,False
BAC_F,TTA-B1,BAC_F::TTA-B1,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Tannerellaceae,BAC_F::Tannerellaceae,6,3,4.3478260869565215,2.7522935779816513,Bacteria,False
BAC_F,Tepidisphaeraceae,BAC_F::Tepidisphaeraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Terasakiellaceae,BAC_F::Terasakiellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Terrimicrobiaceae,BAC_F::Terrimicrobiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Thermaceae,BAC_F::Thermaceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,False
BAC_F,Thermacetogeniaceae,BAC_F::Thermacetogeniaceae,13,13,9.420289855072463,11.926605504587156,Bacteria,True
BAC_F,Thermoactinomycetaceae,BAC_F::Thermoactinomycetaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Thermoanaerobaculaceae,BAC_F::Thermoanaerobaculaceae,7,5,5.072463768115942,4.587155963302752,Bacteria,False
BAC_F,Thermomicrobiaceae,BAC_F::Thermomicrobiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Thermotaleaceae,BAC_F::Thermotaleaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Thermovenabulales,BAC_F::Thermovenabulales,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Thioalkalispiraceae,BAC_F::Thioalkalispiraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Thiotrichaceae,BAC_F::Thiotrichaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Trueperaceae,BAC_F::Trueperaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,UASB-TL25,BAC_F::UASB-TL25,0,0,0.0,0.0,Bacteria,False
BAC_F,UBA12409,BAC_F::UBA12409,0,0,0.0,0.0,Bacteria,False
BAC_F,UCG-010,BAC_F::UCG-010,9,8,6.521739130434782,7.339449541284404,Bacteria,True
BAC_F,UCG-011,BAC_F::UCG-011,0,0,0.0,0.0,Bacteria,False
BAC_F,V2072-189E03,BAC_F::V2072-189E03,0,0,0.0,0.0,Bacteria,False
BAC_F,VHS-B3-70,BAC_F::VHS-B3-70,0,0,0.0,0.0,Bacteria,False
BAC_F,VHS-B4-70,BAC_F::VHS-B4-70,0,0,0.0,0.0,Bacteria,False
BAC_F,Veillonellaceae,BAC_F::Veillonellaceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,False
BAC_F,Veillonellales-Selenomonadales,BAC_F::Veillonellales-Selenomonadales,0,0,0.0,0.0,Bacteria,False
BAC_F,Vermiphilaceae,BAC_F::Vermiphilaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Verrucomicrobiaceae,BAC_F::Verrucomicrobiaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Vibrionaceae,BAC_F::Vibrionaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Vicinamibacteraceae,BAC_F::Vicinamibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Victivallaceae,BAC_F::Victivallaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Vulgatibacteraceae,BAC_F::Vulgatibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,W27,BAC_F::W27,35,30,25.36231884057971,27.522935779816514,Bacteria,True
BAC_F,WCHB1-02,BAC_F::WCHB1-02,8,5,5.797101449275362,4.587155963302752,Bacteria,False
BAC_F,WCHB1-41,BAC_F::WCHB1-41,3,2,2.1739130434782608,1.834862385321101,Bacteria,False
BAC_F,WCHB1-81,BAC_F::WCHB1-81,0,0,0.0,0.0,Bacteria,False
BAC_F,WD260,BAC_F::WD260,0,0,0.0,0.0,Bacteria,False
BAC_F,WOR-1,BAC_F::WOR-1,0,0,0.0,0.0,Bacteria,False
BAC_F,WPS-2,BAC_F::WPS-2,0,0,0.0,0.0,Bacteria,False
BAC_F,WS1,BAC_F::WS1,0,0,0.0,0.0,Bacteria,False
BAC_F,WS2,BAC_F::WS2,0,0,0.0,0.0,Bacteria,False
BAC_F,WS4,BAC_F::WS4,0,0,0.0,0.0,Bacteria,False
BAC_F,WWE3,BAC_F::WWE3,0,0,0.0,0.0,Bacteria,False
BAC_F,Waddliaceae,BAC_F::Waddliaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Weeksellaceae,BAC_F::Weeksellaceae,1,0,0.7246376811594203,0.0,Bacteria,False
BAC_F,Williamwhitmaniaceae,BAC_F::Williamwhitmaniaceae,45,34,32.608695652173914,31.192660550458715,Bacteria,True
BAC_F,Woeseiaceae,BAC_F::Woeseiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Wohlfahrtiimonadaceae,BAC_F::Wohlfahrtiimonadaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
