SampleID,Abditibacteriota,Acetothermia,Acidobacteriota,Actinobacteriota,Aenigmarchaeota,Armatimonadota,Asgardarchaeota,Bacteroidota,Bdellovibrionota,CK-2C2-2,Caldatribacteriota,Caldisericota,Calditrichota,Campilobacterota,Chloroflexi,Cloacimonadota,Coprothermobacterota,Crenarchaeota,Cryptomycota,Cyanobacteria,Dadabacteria,Deferrisomatota,Deinococcota,Dependentiae,Desulfobacterota,Dictyoglomota,Elusimicrobiota,Euryarchaeota,FCPU426,Fermentibacterota,Fibrobacterota,Firmicutes,Fusobacteriota,Gemmatimonadota,Hadarchaeota,Halanaerobiaeota,Halobacterota,Holozoa,Hydrogenedentes,Hydrothermae,Iainarchaeota,LCP-89,Latescibacterota,MBNT15,Margulisbacteria,Marinimicrobia_(SAR406_clade),Methylomirabilota,Micrarchaeota,Mollusca,Myxococcota,NB1-j,NKB15,Nanoarchaeota,Nitrospirota,PAUC34f,Patescibacteria,Planctomycetota,Proteobacteria,SAR324_clade(Marine_group_B),Spirochaetota,Sumerlaeota,Sva0485,Synergistota,TA06,Thermoplasmatota,Thermotogota,Unclassified,Verrucomicrobiota,Vertebrata,WOR-1,WPS-2,WS1,WS2,WS4,Zixibacteria,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
1-32,0.0,0.0,0.1105414823750165,0.0114260822945975,0.0,0.0022785149443773,0.0,0.16244471250502243,0.0003015681544028,0.0006366438815172,0.0011392574721887,0.0083433856051464,0.0,0.0001005227181342,0.023589331188847602,0.1920654067819323,0.0,0.0065600985353573,0.0,0.0004355984452486,0.0,0.0,0.0,0.0,0.0735491221015934,0.0,0.0001340302908457,0.16065547433528782,0.0,0.0,0.0,0.10759281597640682,0.0003015681544028,0.004121431443506201,0.0,0.0,0.7439955016467146,0.0,0.0032167269802974,0.0,0.0,0.0,0.0,0.0,0.0,0.0010722423267658,0.0,0.0,0.0,0.0003015681544028,0.0,0.0,0.0010978124079577,0.0009047044632086,0.0,0.0008711968904971,0.0077402492963402,0.1233413751507797,0.0032502345530087996,0.1075593084036984,0.0041214314435062,0.0005361211633829,0.0150784077201443,0.0,0.056229416017350604,0.0212438010990482,0.03199781822070859,0.0102198096769869,0.0,0.0,0.0,0.0010052271813429,0.0,0.0,0.0,0,0,0,0,0
1-33,0.0,0.0004853269485876,0.0123596596240331,0.02154851651729282,0.0,0.0013265603261396002,0.0005461611175295,0.10858381596401848,0.0,0.0,0.0078946516970265,0.0141068366389487,0.0,0.0026854757821850863,0.021839712686445745,0.1064483773902348,0.0,0.012162587963448929,0.0,0.000420616688776,0.0001294205196233,0.0,0.0,0.00016177564952923288,0.1150871970750949,0.0,0.0,0.1498792143682385,0.0,0.0,0.0002264859093409,0.03170802730772805,0.0002911961691526,0.0,6.301859048419283e-05,0.0,0.4867135805062461,0.0,0.0014883359756689,0.0,0.0,0.0,0.0006794577280227,0.0,0.0,0.0084770440353318,0.0,0.0,0.0,0.0005176820784935,0.0,0.0,0.24999474845079217,0.0,0.0,0.0007441679878342398,0.00711812857928574,0.1016598181641666,0.0381466981589931,0.017633545798686086,0.000841233377552,0.0003882615588701,0.0157245931342413,0.0,0.0186324965864927,0.3282751480247185,0.08262293988497214,0.03193451321706979,0.0,0.0,0.0,0.0004529718186818,0.0,0.0,0.0,0,0,0,0,0
1-34,0.0,0.0,0.0,0.0014228719694218,0.0,0.0,0.0,0.3131713305247867,0.0,0.0,0.0034316323968417,0.0,0.0,0.0,0.002231956030466,0.1720001115978012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030689395418909,0.0,0.0,0.1082812623586174,0.0,0.0,0.0,0.46332617247439684,0.0,0.0,0.0,0.0,0.8645891006881252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013841651506762,0.0,0.0,0.0,0.0003347934045699,0.0013391736182796,0.0,0.0047708060151213,0.0012554752671372,0.0,0.0247468124877935,0.0,0.0075535869651188,0.0038222247021733003,0.018191884837458944,0.0045755098624556,0.0,0.0,0.0,0.0005021901068548,0.0,0.0,0.0,0,0,0,0,0
1-3b,0.0,0.0,0.003532245116403327,0.02683971099812548,0.0,0.0008027829810008,0.0,0.23128177682632794,0.0008295424137007,0.0008563018464008,0.003291410222103,0.0079743109446079,0.0,0.0,0.020872357506020227,0.18009098207117938,0.0,0.006520653937351699,0.0,0.0013379716350012,0.0,0.0,0.0,0.018035857639817902,0.06925341182766813,0.0,0.0,0.3016972419817793,0.0002140754616002,0.0,0.0002675943270002,0.14621354027294212,0.0,0.0004013914905004,0.0,0.0,0.6486022713091208,0.0,0.0042279903666041,0.0,0.0,0.0,0.0,0.0,0.0,0.0004549103559004,0.0,0.0,0.0,0.0,0.0,0.0,0.0033695245226506,0.0,0.0,0.0018731602890015998,0.0108375702435102,0.10944607974310538,0.014209258763714101,0.0250735884399244,0.00032111319240022676,0.0007492641156007,0.0749531709927743,0.0,0.012074129539498109,0.0297564891624296,0.027977013603896483,0.0154134332352148,0.0,0.0,0.0,0.0003478726251003,0.0,0.0,0.0,0,0,0,0,0
1-4,0.0,0.0,0.0155872248377649,0.010338465453619808,0.0,0.0028947703270134,0.0,0.27862959664078923,0.0005725919328156,0.0009861305509606,0.0,0.0057259193281585,0.0,0.000159053314671,0.06308054459854809,0.08251685965135461,0.0,0.0055049544590129,0.0,0.0,0.0,0.0,0.0,6.36213258684311e-05,0.04682529583916452,0.0,9.543198880264664e-05,0.212591332198979,0.0,0.0003499172922763,0.0,0.22614200279933488,0.0,0.0008588878992238,0.0,0.0,0.7001301171053929,0.0,0.0029265809899477,0.0,0.0,0.0,0.0002862959664079311,0.0,0.0,0.0,0.0,0.0003002702432188,0.0,0.0003181066293421,0.0,0.0,0.0067060354318887,0.0009543198880264,0.0,0.005948593968697994,0.005725919328158,0.15262756075836176,0.007698180430079831,0.05426899096577061,9.543198880264664e-05,0.0,0.00769818043008,0.0,0.0525472925633068,0.0099567374984092,0.0232061285491584,0.01526911820842273,0.0,0.0,0.0,0.0004135386181448,0.0,0.0,0.0,0,0,0,0,0
1-5,0.0,0.0,0.00917726143504286,0.0175361683472151,0.0,0.0020751132544203996,0.0,0.2574601782843741,0.00029226947245358066,0.0009060353646061,0.0,0.0034780067221976997,0.0,0.0003799503141896,0.008388133859418,0.2373228116323244,0.0,0.0084501735784062,0.0,0.0,0.0,0.0,0.0001169077889814,0.0020458863071750205,0.06494227677918922,0.0,0.0,0.28474932048763396,0.0,0.0002922694724536,0.0,0.12778021335671086,0.0,0.0017243898874762,0.0,0.0,0.6339783094270552,0.0,0.00607920502703462,0.0,0.0,0.0,2.9226947245360225e-05,0.0,0.0,0.0005553119976618,0.0,0.0057321241152883,0.0,0.0002922694724536,0.0,0.0,0.0083425280551145,0.0,0.0,0.0021920210434017806,0.0036533684056696,0.14949583516001352,0.0059915241852988,0.040128598567878995,0.0003507233669443,0.000409177261435,0.0191436504457105,0.0,0.0297908985710056,0.0122168639485604,0.03141170933410377,0.01993277802133524,0.0,0.0,0.0009937162063422,0.0021627940961566,0.0,0.0,0.0,0,0,0,0,0
1-6,0.0,0.0,0.0,0.0044938390915678,0.0,0.0,0.0,0.273785938632518,0.0,0.0,0.0093259241362647,9.664170089393572e-05,0.0,0.0,0.001497946363856,0.038415076105339195,0.0,0.0077957811066948005,0.0,0.0,0.0,0.0,0.0,0.0,0.0204397197390672,0.0,0.0,0.2289437480892691,0.0,0.0452283160183619,0.001256342111621,0.5725537569461161,0.0,0.0,0.0,0.0,0.699365637419747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011082237847752,0.0,0.0,0.0,0.0,0.0026368083154998,0.0,0.0,0.0002416042522348,0.0001449625513409,0.0097124909398402,0.0006281710558105,0.0017395506160907,0.0,0.0,0.010872191350567599,0.0,0.014903699174563828,0.0,0.045246102109444505,0.0095675283884994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
1-7,0.0,0.0,0.04502664298401233,0.019338365896978987,0.0,0.011167850799288948,0.001198813805287272,0.3149422735346288,0.001465364120781324,0.0003552397868561,0.0009103019538188,0.035812611012432626,0.0,0.000133214920071,0.052708703374775706,0.0183836589698038,0.0,0.0083496329947206,0.0,0.0,0.0,0.0,0.0,0.0011767317939607,0.0800843694493755,0.0,0.0,0.1482322754327293,0.0001110124333925,0.0006438721136767,0.0001554174067495,0.08026198934280254,0.0,0.003063943161634,0.0,0.0,0.7320335667865441,0.0,0.0026420959147424,0.0,0.0,0.0,0.0010435168738897002,0.0,0.0,0.0,0.0,0.0,0.0,0.003863232682060108,0.0,0.0017317939609236,0.02729930384672,0.0025310834813499,0.0001110124333925,0.004507104795736524,0.01565275310834703,0.21809502664297764,0.0070159857904081,0.049866785079927915,0.0008214920071046001,0.0003774422735346,0.0049955595026641006,0.0018650088809946,0.041790228615895667,0.0033303730017761,0.0443377415731579,0.011789520426286473,0.0,0.0,0.000177619893428,0.0,0.0,0.0,0.0005994671403196,0,0,0,0,0
1-8,0.0,0.0,0.0115613221223539,0.008444476659900668,0.0,0.007139750652362779,0.0002040025296313,0.24108437228181726,0.0005798782255725001,0.0019570890113076,0.0017033922876196,0.0070672658741661,0.0,0.0,0.0982168744563623,0.09118585097129536,0.0,0.0082825027030333,0.0001224015177788,0.0,0.0,0.0,0.0,0.0006523630037692,0.0966946941142344,0.0,0.0,0.1368244966237577,0.0,0.0,0.0,0.26090895911858186,0.0,0.0008698173383589,0.0,0.0,0.7756788184173432,0.0,0.0035155117425339005,0.0,0.0001020012648156,0.0,0.0,0.0,0.0,0.0,0.0,4.0800505926273486e-05,0.0,0.0001812119454914,0.0,0.0,0.0016320202370508,0.0,0.0,0.0007973325601623,0.0037329660771233,0.05856770078283328,0.0086256886053925,0.0220353725717593,0.0001449695563931,0.0,0.026239489707160897,0.0,0.0469205818152144,0.0317845752391994,0.035882429473871554,0.0097129602783413,0.0,0.0,0.0,0.0008698173383588575,0.0,0.0,3.624238909828936e-05,0,0,0,0,0
1-9,0.0,0.0,0.0,0.0027890207816059,0.0,0.0,0.0,0.3265195061392456,0.0,0.0,0.0015645726335838,0.0,0.0,0.0,0.0,0.0082650249991496,0.0,0.0006969551770701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014374700527072,0.0,0.0,0.0,0.6078364681473342,0.0,0.0,0.0,0.0106118839495255,0.9137953565361312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132648549369065,0.0,0.0013945103908028999,0.0,0.0,0.0159858508214005,0.0,0.0287494010541446,0.0093534233529471,0.0553208171799435,0.0024148838474881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0
2-1,0.0,0.0,0.0,0.0222412159274602,0.0,0.0,0.0,0.1931474014753134,0.0,0.0,0.0132109478065365,0.0,0.0,0.0,0.0,0.052750887233133106,0.0,0.0,0.0,0.00026013118043799997,0.0,0.0,0.0,0.0,0.0003716159720544,0.0,0.0,0.0067434672660859,0.0,0.0,0.0002229695832326,0.6405916126275015,9.290399301361973e-05,0.0,0.0,0.0,0.9161281258780551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011520095133688,0.000334454374849,0.04667496609004171,0.0,0.013378174993961,0.0,0.0,0.0084171017670338,0.0,0.0174206237707221,0.001412140693807,0.0600608182585873,0.0051840428101596996,0.0,0.0,0.0,0.0002043887846299,0.0,0.0,0.0,0,1,1,0,0
2-10,0.0,0.0021056991956919,0.0601677655424758,0.023369809106285,0.0,0.0094238668921947,0.0,0.10511236148986668,0.0002416376126203,0.0011391487452103,0.0040388000966549,0.026718216024025337,0.0,0.0003797162484034,0.0175359867444501,0.19545030895094723,0.0,0.0015797788309636,0.0,0.0,0.0,0.0,0.0,0.0015879043115053,0.0823984259035512,0.0,0.0,0.36199503498081664,0.0,0.0,0.0,0.08906072008008363,0.0,0.0024854154440952002,0.0,0.0,0.5699616339426746,0.0,0.0072836480375571,0.0025544547619869,0.0,0.0,6.903931789153924e-05,0.0,0.0,0.0049017915702992,0.0,0.0,0.0,0.00448755566295,0.0004142359073492,0.0,0.0,0.0002071179536746,0.0,0.0052815078187025,0.0053160274776481,0.08906072008008237,0.0027270530567157,0.23252442265870332,0.0011046290862645695,0.0010701094273187696,0.0028651316924985393,0.0,0.0539381629429021,0.0022092581725291997,0.014182332932037179,0.012703234492042999,0.0,0.0,0.0,0.0011391487452103001,0.0,0.0,0.0012081880631018998,0,0,0,0,1
2-11,0.0,0.07904639530081192,0.0174842825019496,0.01248221742921295,0.0,0.00401541920976522,0.0,0.12151805791381337,0.001009591115598,0.0007801385893258,0.0017208939470423,0.021339084943324798,0.0104630351980174,0.0009866458629708,0.013583589555320226,0.0959570464870816,0.0,0.0857540441815967,0.0,0.0,0.0013767151576338,0.0,0.0,0.0010784268734798572,0.05309531457941209,0.0,0.0,0.201600278309271,0.0,0.0,6.883575788169428e-05,0.04322885594970236,0.0,0.0033041163783212,0.0,0.0,0.6618542355192203,0.0,0.0006883575788168,0.0,0.0,0.0004359597999173,0.0006195218209352,0.000504795557799,0.0,0.0043137074939195,0.0,0.0,0.0,0.0040154192097653,0.0007113028314441,0.0,0.0,0.0022027442522142,0.0006883575788169,0.0012619888944976143,0.017759625533476115,0.254531687393872,0.0057133679041803,0.08216694965811511,0.0016291129365333,0.0012849341471248,0.002592813546876931,0.0116561883346335,0.0365280918420593,0.0671378091872791,0.05528946184534113,0.0157633885549073,0.0,0.0,0.0,0.0002753430315267,0.0,0.0,0.0004818503051718,0,0,0,0,0
2-12,0.0,0.0,0.0,0.0018246661690303,0.0,0.0003870503994912654,0.0,0.2987199690359652,0.0,0.0,0.0138785214674737,0.0,0.0,0.0,0.0002764645710652,0.021564236543087,0.0,0.0006019744762822,0.0,0.0,0.0,0.0,0.0,0.0149843797517348,0.0031793425672497996,0.0,0.0,0.0016855285335901,0.0,0.0,0.0007188078847694,0.575571590500667,0.0001382322855326,0.0,0.0,0.0,0.9684565374428117,0.0,0.0002488181139586,0.0,0.0,0.0,0.0,0.0,0.0,0.0003317574852782,0.0,0.0089092222489766,0.0,0.0001382322855326,0.0,0.0,0.0,0.0,0.0,0.0004146968565977,0.000691161427663,0.0029028779961845436,0.0,0.0407785242321188,0.0,0.0,0.0184125404329432,0.0,0.016734890440645103,0.0001382322855326,0.003611846857693,0.0046998977081083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
2-13,0.0,0.0,0.0008110526904575,0.006180780847969,0.0,8.39020024611254e-05,0.0,0.2576071148898063,0.0,0.0,0.0140675690793153,0.00248909273968,0.0,0.0014543013759927,0.0785882089719201,0.0220102919789685,0.0,0.009297520661157,0.0,0.0,0.000279673341537,0.0,0.000279673341537,0.0,0.011550509005481309,0.0,0.0,0.1673553719008264,0.0,0.0,0.0002517060073833,0.440233806913518,0.0016221053809149,0.0,0.0,0.0,0.7971074380165284,0.0,0.0001118693366148,0.0,0.0,0.0,0.0,0.0,0.0,0.016388857814073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015102360443001509,0.0014263340418389,0.025394339411565617,0.009089383599955,0.014095536413468826,0.0,0.0,0.0342599843382923,0.0,0.0206611570247933,0.0504251034791362,0.0057463164016163,0.0089775142633402,0.0,0.0,0.0,0.0006432486855352,0.0,0.0,0.0,0,0,0,0,0
2-14,0.0,0.0,0.0,0.0001395705878247,0.0,0.0001860941170997,0.0,0.2733722580194913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096303705599106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024531668153434,0.0,0.0,0.0,0.6866175068040576,0.0,0.0,0.0,0.0,0.8156779661016944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002256391169834131,0.00039544999883680003,0.0012328735257855308,0.0,0.0050943264556046995,0.0,0.0,0.0153760264253643,0.0,0.17094112399643152,0.0046756146921305,0.0109277430865297,0.0010235176440482998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
2-15,0.0,0.0,0.0223084384093106,0.014133296383537705,0.0,0.0032700568103088286,0.0,0.28931689067478944,0.0017735901344045762,0.0007205209921019,0.0066509630040182,0.0053484827490643,0.0,0.0011639185257032,0.01867812110295003,0.1527781626714698,0.0,0.0062658763759525,0.0,0.0002216987668006,0.0,0.0,0.0,0.0031592074269084286,0.07942358320631661,0.0,0.0,0.2403048264182896,5.542469170015242e-05,0.0,0.0013301926008035,0.14033531938478144,0.0,0.0005542469170015,0.0,0.0,0.6391193903471625,0.0,0.0016073160593042999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008313703755022,0.000387972841901,0.0,0.0,0.0005542469170015,0.0,0.006983511154218509,0.013495912428985528,0.11866426493002176,0.0016904530968544999,0.0480532077040312,0.0050159345988637,0.0005265345711514,0.0155743383677425,0.0,0.0260795935647756,0.028820839684079,0.08881227255666983,0.014770680338090153,0.0,0.0,0.0,0.0001939864209505,0.0,0.0,0.0010253567964527287,0,0,0,0,0
2-16,0.0,0.0,0.030195381882770374,0.008028419182948126,0.0,0.0016104203670808,0.0,0.25920663114268455,0.0008525754884546,0.0,0.0181409117821195,0.025482534043812698,0.0,0.0014920071047957,0.0202723505032558,0.1555002960331551,0.0240615748963883,0.0015860428231562,0.0,0.0,0.0,0.0,0.0001657785671995,0.0003789224393132,0.061977501480164975,0.0002605091770278,0.0,0.0029738302934179,0.0,0.0,0.0006394316163409,0.06181172291296361,0.0011367673179395502,0.0015156897572527,0.0,0.0,0.9756145915939719,0.0,0.0049259917110716,0.0007578448786264,0.0,0.0,0.0,0.0002841918294849,0.0,0.0023919478981645,0.0,0.0,0.0,0.0049259917110715,0.0,0.0,0.0,0.0012314979277679,0.0,0.003410301953818476,0.005802249851982951,0.2413972764949613,0.0011130846654824,0.032634695085849326,0.0013972764949673,0.0,0.009828300769685877,0.0,0.013778747026169564,0.0048786264061574,0.0063783453976818,0.009544108940200701,0.0,0.0,0.0015156897572527,0.0008999407933688,0.0,0.0,0.0,0,0,0,0,0
2-17,0.0,0.0,0.0021511384271544597,0.00871630115937894,0.0,0.0027657494063414003,0.0,0.2818270708199412,0.0005866741164965999,0.0,0.00547562508730262,0.0,0.0,0.0024305070540575997,0.0022070121525348796,0.16379382595334468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025422545048188997,0.0304791171951383,0.0,0.0,0.2544136191677175,0.0,0.0123480933091213,0.0012850956837546,0.3599944126274502,0.0,0.0,0.0,0.0,0.7068095838587634,0.0,0.0018438329375609999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005866741164965999,0.0,0.0,0.0,0.0003352423522838,0.0,0.0026819388182705,0.008800111747449818,0.06227126693671884,0.0034082972482189,0.0178795921218041,0.0,0.0,0.011817292918004499,0.0,0.0215952080706177,0.0014247799972063,0.0176844524313255,0.01109093448805632,0.0,0.0,0.0,0.0004469898030451,0.0,0.0,0.0003073054895935,0,0,0,0,0
2-18,0.0,0.0,0.0019545388736062997,0.008107716809033595,0.0,0.0014236764634909,0.0,0.17762173640267606,0.0007480333960714,0.0,0.0017856281067515,0.0060083972781234994,0.0,0.0046812412528352,0.00431928960957409,0.2628251532261946,0.0,0.036676447052547204,0.0,0.0,0.0,0.0,0.0002171709859562,0.0008204237247235788,0.0484773900873499,0.0,0.0,0.1911176313683648,0.0002171709859562,0.0,0.0004584720814631,0.21323777809950412,0.0011341151488827,0.0001206505477534,0.0,0.0,0.7100560149373155,0.0,0.0006032527387673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015443270112444,0.0,0.0,0.0,0.0020510593118092,0.0,0.004343419719124681,0.00586361662081889,0.15238164181264893,0.0006515129578688,0.0199314704888749,0.0,0.0,0.011727233241638574,0.0,0.018938383568951403,0.018942135997297303,0.0708404985083671,0.01927995753100678,0.0,0.0,0.0001206505477534,0.0007721635056223,0.0,0.0,0.0,0,0,0,0,0
2-19,0.0,0.0,0.0,0.0008035557341233778,0.0,0.0,0.0,0.3138889586419893,0.0,0.0,0.0006528890339752001,0.0,0.0,0.0,0.0001506667001481,0.0075584461240991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044964028776978,0.0,0.0,0.0001255555834567,0.6563543680787396,0.0001255555834567,0.0,0.0,0.0,0.6467326139088725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009291113175802,0.0,0.0019837782186173,0.0,0.0045702232378272995,0.0,0.0,0.0090902242422719,0.0,0.3232913669064744,0.0019084448685433,0.025479616306954098,0.0018582226351605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
2-2,0.0,0.0,0.0033657829328912,0.011236536868267557,0.0,0.0002847970173985,0.0,0.287308409279201,0.002459610604805019,0.0001553438276719,0.006343206296602938,0.0034175642087821,0.0,0.0002330157415078,0.012090927920463219,0.1488711681855837,0.0,0.0,0.0,0.0,0.0,0.0,0.0001294531897265,0.001501657000828476,0.032492750621374356,0.0,0.0,0.1267789528659094,0.0,0.0,0.0001294531897265,0.32075911350455105,0.0,0.0028220795360397,0.0,0.0,0.84201592897245,0.0,0.0012427506213752,0.0,0.0,0.0,0.0,0.0,0.0,0.0004401408450704,0.0,0.0,0.0,0.002123032311516,0.0002589063794531,0.0,0.0178874526700613,0.0,0.0,0.0036764705882346383,0.006550331400164895,0.06571043910521701,0.008310894780447076,0.0036246893123442,0.0,0.0,0.02138566694283282,0.0,0.0091395743569656,0.0455157415078706,0.0041780911346128,0.005695940347969558,0.0,0.0,0.0,0.0018641259320629,0.0,0.0,0.0,0,0,0,0,0
2-20,0.0,0.0,0.0,0.0016851441241683,0.0,0.0002956393200295,0.0,0.18956393200295488,0.0,0.0,0.0023946784922393,0.0,0.0,0.0,0.000620842572062,0.0894604582409459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031718569780853,0.0,0.0,0.0,0.6851441241685077,0.0,0.0,0.0,0.0,0.8850922722029982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048189209164816995,0.000561714708056,0.0028677014042866,0.0,0.0016851441241684,0.0,0.0,0.007331855136733099,0.0,0.062283737024221304,0.0,0.0494521337946933,0.013185513673318099,0.0,0.0,0.0,0.0003843311160384,0.0,0.0,0.0,0,1,1,0,0
2-21,0.0,0.0,0.00531328715365189,0.023417821158688946,0.0,0.0013381612090679,0.0,0.22229219143576462,0.0,0.000551007556675,0.0022433879093198,0.0105085012594454,0.0,0.002991183879093,0.0312106423173791,0.0475047229219139,0.0,0.004795243118826,0.0,0.0,0.0003542191435768,0.0,0.0011413727959697,0.0007477959697732,0.0865869017632228,0.0,0.0,0.2478181643809341,0.0,0.0,0.0001574307304785,0.21343671284634325,0.0010626574307304,0.001220088161209,0.0,0.0,0.718998753236788,0.0,0.0018104534005037,0.0,0.0,0.0,0.0,0.0010626574307304,0.0,0.0014168765743073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006690806045338842,0.0027943954659945,0.2769993702770725,0.003542191435768,0.011216939546598999,0.0010626574307304,0.0012988035264483,0.0105872166246848,0.0,0.0208113551357052,0.0092096977329973,0.008757214606333896,0.022433879093198595,0.0,0.0,0.0004329345088161,0.0022040302267002,0.0,0.0,0.0,0,0,0,0,0
2-22,0.0,0.0,0.0,0.0021481093883395,0.0,0.0005232574151083,0.0,0.2619041061937116,0.0,0.0,0.0151469251741892,0.0,0.0,0.0,0.0010189749662636001,0.061799454710693404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096389523835752,0.004626697144116,0.0,0.0,0.0839610101905183,0.0,0.0,0.0007711161906859,0.5690286689983655,0.0001376993197653,0.0,0.0,0.0,0.7568675232609656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032221640825094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021481093883395,0.0013219134697473442,0.0017350114290434,0.0015146925174189,0.04706562749579937,0.0,0.0,0.0144859684393154,0.0,0.0268054940186086,0.0,0.1323659725299064,0.0014045330616065,0.0,0.0,0.0,0.0003580182313899,0.0,0.0,0.0,0,0,0,1,0
2-23,0.0,0.0,0.0016053890707628002,0.0023608662805338,0.0,0.0011017375975824,0.0,0.18864895492319042,0.0,0.000283303953664,0.0005980861244019,0.0031792999244522,0.0,0.0006295643414756548,0.4337698312767545,0.126259128682951,0.0,0.0,0.0,0.0,0.0,0.0,6.295643414756988e-05,0.0001888693024427,0.0037459078317801,0.0,0.0039977335683706,0.206375705540981,0.0,0.0,0.0001888693024427,0.10142281541173111,0.0,0.0,0.0,0.0,0.7720804515462266,0.0,0.0017627801561319,0.0,0.0,0.0,0.0,6.295643414756988e-05,0.0,0.0012906069000251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001888693024427,0.0,0.0018572148073531,0.0004721732561067,0.03283178040795607,0.0018572148073533,0.03582221102996688,0.0,0.0,0.019547972802820168,0.0,0.0193974083790443,0.0347834298665321,0.0021464345337466,0.0012276504658773548,0.0,0.0,0.0,0.0002518257365902,0.0,0.0,0.0,0,0,0,0,0
2-24,0.0,0.0,0.0188437330017869,0.012743802937290443,0.0,0.0019037998290463,0.0,0.2012588390706308,0.0033025099075297,0.0,0.0011655917320693,0.0083534074131632,0.0,0.000427383635092,0.0162405781334987,0.059522884451006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001942652886782,0.18719403217033012,0.0,0.0001554122309425,0.15819471908805388,0.0,0.0,0.0003496775196207,0.25371046701374883,0.0009324733856554,0.0,0.0,0.0,0.7823659416075363,0.0,0.0060999300644960005,0.0,0.0,0.0,0.0,0.0,0.0001942652886782,0.0020203590022534,0.0,0.0,0.0,0.0,0.0,0.0020592120599891,0.0,0.0,0.0,0.0018260937135749001,0.0013987100784830751,0.08131944984070004,0.013443157976532387,0.08062009480146018,0.0003108244618851,0.0,0.016395990364441032,0.0,0.0196580202396182,0.0035744813116791,0.0402087026998815,0.0240111896806273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2-25,0.0,0.0,0.0030576821389977,0.0469457663746906,0.0,0.0071269282939046006,0.0,0.2134170172655546,0.0037703749683883,0.0003218612777892,0.0510150125295995,0.012046807825827,0.0,0.0,0.060509920224381814,0.0354737108306317,0.0,0.0,0.0,0.0008506333770144,0.0,0.0,0.0,0.001655286571487487,0.04110628319194355,0.0,0.00013794054762397408,0.1682587336244541,0.0,0.0,0.0001609306388946,0.17139113042278112,0.0,0.0,0.0,0.0,0.7974890829694316,0.0,0.002850771317562,0.0,0.0,0.0,2.2990091270662345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0010115640159090002,0.0,0.0,0.0,0.001287445111157,0.0,0.0024369496746899115,0.03145044485826418,0.1909097179115738,0.0001149504563533,0.009494907694782801,0.0,0.0005747522817665,0.10111042140837252,0.0,0.019650655021834,0.0029197415913741,0.015038340118421749,0.0048279191668386,0.0,0.0,0.0003908315516012,0.0011724946548037248,0.0,0.0,0.0,0,1,0,0,0
